"forecast_id";"forecast_generated_date";"forecast_date";"forecast_horizon_days";"service_period";"menu_item_id";"menu_variant_id";"menu_item_name";"portion_size";"category";"baseline_portions";"predicted_portions";"lower_bound_portions";"upper_bound_portions";"forecast_confidence_pct";"confirmed_reservation_covers";"weather_condition";"special_occasion";"event_types";"key_demand_drivers";"predicted_revenue_aud";"model_version";"is_synthetic"
"FC-000267";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-002";"MI-002-SMALL";"Tofu Teriyaki Bowl - Small";"Small";"Signature Nosh Bowls";"9.071";"9.071";"7.257";"10.885";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"135.16";"misecast-menu-v2.0";"true"
"FC-000268";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-002";"MI-002-LARGE";"Tofu Teriyaki Bowl - Large";"Large";"Signature Nosh Bowls";"9.25";"9.25";"7.4";"11.1";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"165.58";"misecast-menu-v2.0";"true"
"FC-000269";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-003";"MI-003-SMALL";"Miso Eggplant Bowl - Small";"Small";"Signature Nosh Bowls";"9.429";"9.429";"7.543";"11.315";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"149.92";"misecast-menu-v2.0";"true"
"FC-000270";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-003";"MI-003-LARGE";"Miso Eggplant Bowl - Large";"Large";"Signature Nosh Bowls";"9.5";"9.5";"7.6";"11.4";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"179.55";"misecast-menu-v2.0";"true"
"FC-000271";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-004";"MI-004-SMALL";"Miso Falalalafel - Small";"Small";"Signature Nosh Bowls";"10.964";"10.964";"8.771";"13.157";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"174.33";"misecast-menu-v2.0";"true"
"FC-000272";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-004";"MI-004-LARGE";"Miso Falalalafel - Large";"Large";"Signature Nosh Bowls";"10.964";"10.964";"8.771";"13.157";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"207.22";"misecast-menu-v2.0";"true"
"FC-000273";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-005";"MI-005-SMALL";"Sashimi Bowl - Small";"Small";"Signature Nosh Bowls";"10.357";"10.357";"8.286";"12.428";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"185.39";"misecast-menu-v2.0";"true"
"FC-000274";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-005";"MI-005-LARGE";"Sashimi Bowl - Large";"Large";"Signature Nosh Bowls";"10.143";"10.143";"8.114";"12.172";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"211.99";"misecast-menu-v2.0";"true"
"FC-000275";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-006";"MI-006-SMALL";"Poke Bowl - Small";"Small";"Signature Nosh Bowls";"9.143";"9.143";"7.314";"10.972";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"154.52";"misecast-menu-v2.0";"true"
"FC-000276";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-006";"MI-006-LARGE";"Poke Bowl - Large";"Large";"Signature Nosh Bowls";"9.286";"9.286";"7.429";"11.143";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"184.79";"misecast-menu-v2.0";"true"
"FC-000277";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-007";"MI-007-SMALL";"Wagyu Beef Bowl - Small";"Small";"Signature Nosh Bowls";"9.643";"9.643";"7.714";"11.572";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"172.61";"misecast-menu-v2.0";"true"
"FC-000278";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-007";"MI-007-LARGE";"Wagyu Beef Bowl - Large";"Large";"Signature Nosh Bowls";"9.75";"9.75";"7.8";"11.7";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"203.77";"misecast-menu-v2.0";"true"
"FC-000279";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-008";"MI-008-SMALL";"Karaage Chicken Bowl - Small";"Small";"Signature Nosh Bowls";"9.25";"9.25";"7.4";"11.1";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"156.32";"misecast-menu-v2.0";"true"
"FC-000280";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-008";"MI-008-LARGE";"Karaage Chicken Bowl - Large";"Large";"Signature Nosh Bowls";"9.5";"9.5";"7.6";"11.4";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"189.05";"misecast-menu-v2.0";"true"
"FC-000281";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-009";"MI-009-SMALL";"Power Meal - Small";"Small";"Signature Nosh Bowls";"10.321";"10.321";"8.257";"12.385";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"195.07";"misecast-menu-v2.0";"true"
"FC-000282";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-009";"MI-009-LARGE";"Power Meal - Large";"Large";"Signature Nosh Bowls";"10.536";"10.536";"8.429";"12.643";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"230.74";"misecast-menu-v2.0";"true"
"FC-000283";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-010";"MI-010-SMALL";"Salmon Yuzu Bowl - Small";"Small";"Signature Nosh Bowls";"9.929";"9.929";"7.943";"11.915";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"177.73";"misecast-menu-v2.0";"true"
"FC-000284";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-010";"MI-010-LARGE";"Salmon Yuzu Bowl - Large";"Large";"Signature Nosh Bowls";"10.071";"10.071";"8.057";"12.085";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"210.48";"misecast-menu-v2.0";"true"
"FC-000285";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-011";"MI-011-STANDARD";"Karaage Bento";"Standard";"Protein Bento";"16.75";"16.75";"13.4";"20.1";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"232.83";"misecast-menu-v2.0";"true"
"FC-000286";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-012";"MI-012-STANDARD";"Salmon Aburi Bento";"Standard";"Protein Bento";"15.857";"15.857";"12.686";"19.028";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"236.27";"misecast-menu-v2.0";"true"
"FC-000287";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-013";"MI-013-STANDARD";"Tofu Bento";"Standard";"Protein Bento";"15.821";"15.821";"12.657";"18.985";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"204.09";"misecast-menu-v2.0";"true"
"FC-000288";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-014";"MI-014-SMALL";"Create Your Own - Sous-vide Chicken - Small";"Small";"Create Your Own Bowl";"8.821";"8.821";"7.057";"10.585";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"140.25";"misecast-menu-v2.0";"true"
"FC-000289";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-014";"MI-014-LARGE";"Create Your Own - Sous-vide Chicken - Large";"Large";"Create Your Own Bowl";"8.643";"8.643";"6.914";"10.372";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"163.35";"misecast-menu-v2.0";"true"
"FC-000290";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-015";"MI-015-SMALL";"Create Your Own - Seared Chicken - Small";"Small";"Create Your Own Bowl";"8.821";"8.821";"7.057";"10.585";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"140.25";"misecast-menu-v2.0";"true"
"FC-000291";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-015";"MI-015-LARGE";"Create Your Own - Seared Chicken - Large";"Large";"Create Your Own Bowl";"8.893";"8.893";"7.114";"10.672";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"168.08";"misecast-menu-v2.0";"true"
"FC-000292";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-016";"MI-016-SMALL";"Create Your Own - Pan-seared Tofu - Small";"Small";"Create Your Own Bowl";"8.464";"8.464";"6.771";"10.157";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"134.58";"misecast-menu-v2.0";"true"
"FC-000293";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-016";"MI-016-LARGE";"Create Your Own - Pan-seared Tofu - Large";"Large";"Create Your Own Bowl";"8.393";"8.393";"6.714";"10.072";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"158.63";"misecast-menu-v2.0";"true"
"FC-000294";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-017";"MI-017-SMALL";"Create Your Own - Crispy Eggplant - Small";"Small";"Create Your Own Bowl";"9.643";"9.643";"7.714";"11.572";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"162.97";"misecast-menu-v2.0";"true"
"FC-000295";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-017";"MI-017-LARGE";"Create Your Own - Crispy Eggplant - Large";"Large";"Create Your Own Bowl";"9.643";"9.643";"7.714";"11.572";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"191.9";"misecast-menu-v2.0";"true"
"FC-000296";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-018";"MI-018-SMALL";"Create Your Own - Miso Beet Falafel - Small";"Small";"Create Your Own Bowl";"9.607";"9.607";"7.686";"11.528";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"162.36";"misecast-menu-v2.0";"true"
"FC-000297";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-018";"MI-018-LARGE";"Create Your Own - Miso Beet Falafel - Large";"Large";"Create Your Own Bowl";"9.571";"9.571";"7.657";"11.485";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"190.46";"misecast-menu-v2.0";"true"
"FC-000298";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-019";"MI-019-SMALL";"Create Your Own - Tiger Prawns - Small";"Small";"Create Your Own Bowl";"8.643";"8.643";"6.914";"10.372";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"146.07";"misecast-menu-v2.0";"true"
"FC-000299";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-019";"MI-019-LARGE";"Create Your Own - Tiger Prawns - Large";"Large";"Create Your Own Bowl";"8.714";"8.714";"6.971";"10.457";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"173.41";"misecast-menu-v2.0";"true"
"FC-000300";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-020";"MI-020-SMALL";"Create Your Own - Karaage Chicken - Small";"Small";"Create Your Own Bowl";"9.143";"9.143";"7.314";"10.972";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"163.66";"misecast-menu-v2.0";"true"
"FC-000301";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-020";"MI-020-LARGE";"Create Your Own - Karaage Chicken - Large";"Large";"Create Your Own Bowl";"9.429";"9.429";"7.543";"11.315";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"197.07";"misecast-menu-v2.0";"true"
"FC-000302";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-021";"MI-021-SMALL";"Create Your Own - Sashimi Salmon - Small";"Small";"Create Your Own Bowl";"8.143";"8.143";"6.514";"9.772";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"145.76";"misecast-menu-v2.0";"true"
"FC-000303";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-021";"MI-021-LARGE";"Create Your Own - Sashimi Salmon - Large";"Large";"Create Your Own Bowl";"8.357";"8.357";"6.686";"10.028";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"174.66";"misecast-menu-v2.0";"true"
"FC-000304";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-022";"MI-022-SMALL";"Create Your Own - Sashimi Tuna - Small";"Small";"Create Your Own Bowl";"8.571";"8.571";"6.857";"10.285";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"153.42";"misecast-menu-v2.0";"true"
"FC-000305";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-022";"MI-022-LARGE";"Create Your Own - Sashimi Tuna - Large";"Large";"Create Your Own Bowl";"8.714";"8.714";"6.971";"10.457";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"182.12";"misecast-menu-v2.0";"true"
"FC-000306";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-023";"MI-023-SMALL";"Create Your Own - Flame-seared Salmon - Small";"Small";"Create Your Own Bowl";"8.571";"8.571";"6.857";"10.285";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"161.99";"misecast-menu-v2.0";"true"
"FC-000307";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-023";"MI-023-LARGE";"Create Your Own - Flame-seared Salmon - Large";"Large";"Create Your Own Bowl";"8.643";"8.643";"6.914";"10.372";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"189.28";"misecast-menu-v2.0";"true"
"FC-000308";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-024";"MI-024-SMALL";"Create Your Own - Flame-seared Wagyu - Small";"Small";"Create Your Own Bowl";"8.25";"8.25";"6.6";"9.9";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"155.92";"misecast-menu-v2.0";"true"
"FC-000309";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-024";"MI-024-LARGE";"Create Your Own - Flame-seared Wagyu - Large";"Large";"Create Your Own Bowl";"8.464";"8.464";"6.771";"10.157";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"185.36";"misecast-menu-v2.0";"true"
"FC-000310";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-025";"MI-025-SMALL";"Create Your Own - No Protein - Small";"Small";"Create Your Own Bowl";"7.464";"7.464";"5.971";"8.957";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"96.29";"misecast-menu-v2.0";"true"
"FC-000311";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-025";"MI-025-LARGE";"Create Your Own - No Protein - Large";"Large";"Create Your Own Bowl";"7.679";"7.679";"6.143";"9.215";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"122.1";"misecast-menu-v2.0";"true"
"FC-000312";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-026";"MI-026-STANDARD";"Miso Soup";"Standard";"Light Bites";"10.393";"10.393";"8.314";"12.472";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"25.98";"misecast-menu-v2.0";"true"
"FC-000313";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-027";"MI-027-STANDARD";"Raw Balls - Peanut Butter";"Standard";"Light Bites";"1.821";"1.821";"1.457";"2.185";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"7.65";"misecast-menu-v2.0";"true"
"FC-000314";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-028";"MI-028-STANDARD";"Raw Balls - Choc Brownie";"Standard";"Light Bites";"1.786";"1.786";"1.429";"2.143";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"7.5";"misecast-menu-v2.0";"true"
"FC-000315";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-029";"MI-029-STANDARD";"Raw Balls - Coconut Cacao";"Standard";"Light Bites";"1.821";"1.821";"1.457";"2.185";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"7.65";"misecast-menu-v2.0";"true"
"FC-000316";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-030";"MI-030-STANDARD";"Raw Balls - Hazelnut";"Standard";"Light Bites";"1.893";"1.893";"1.514";"2.272";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"7.95";"misecast-menu-v2.0";"true"
"FC-000317";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-031";"MI-031-STANDARD";"Raw Balls - Apricot Delight";"Standard";"Light Bites";"1.893";"1.893";"1.514";"2.272";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"7.95";"misecast-menu-v2.0";"true"
"FC-000318";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-032";"MI-032-STANDARD";"myDeal - $5 Crispy Chicken Bites";"Standard";"Promotions";"3.464";"3.464";"2.771";"4.157";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"17.32";"misecast-menu-v2.0";"true"
"FC-000319";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-033";"MI-033-STANDARD";"Coconut Water";"Standard";"Drinks";"12.214";"12.214";"9.771";"14.657";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"51.3";"misecast-menu-v2.0";"true"
"FC-000320";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-034";"MI-034-STANDARD";"Cold Pressed Juice - Watermelon Lime";"Standard";"Drinks";"11.429";"11.429";"9.143";"13.715";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"62.86";"misecast-menu-v2.0";"true"
"FC-000321";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-035";"MI-035-STANDARD";"Cold Pressed Juice - Classic OJ";"Standard";"Drinks";"11.393";"11.393";"9.114";"13.672";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"62.66";"misecast-menu-v2.0";"true"
"FC-000322";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-036";"MI-036-STANDARD";"Cold Pressed Juice - Pineapple Mint";"Standard";"Drinks";"11.107";"11.107";"8.886";"13.328";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"61.09";"misecast-menu-v2.0";"true"
"FC-000323";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-037";"MI-037-STANDARD";"Dash Sparkling Water - Lime";"Standard";"Drinks";"12.929";"12.929";"10.343";"15.515";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"51.72";"misecast-menu-v2.0";"true"
"FC-000324";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-038";"MI-038-STANDARD";"Dash Sparkling Water - Raspberry";"Standard";"Drinks";"12.5";"12.5";"10";"15";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"50";"misecast-menu-v2.0";"true"
"FC-000325";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-039";"MI-039-STANDARD";"Dash Sparkling Water - Peach";"Standard";"Drinks";"12.714";"12.714";"10.171";"15.257";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"50.86";"misecast-menu-v2.0";"true"
"FC-000326";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-040";"MI-040-STANDARD";"Kombucha - Ginger Lemon";"Standard";"Drinks";"12.536";"12.536";"10.029";"15.043";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"68.95";"misecast-menu-v2.0";"true"
"FC-000327";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-041";"MI-041-STANDARD";"Kombucha - Lemon Lime Mint";"Standard";"Drinks";"12.643";"12.643";"10.114";"15.172";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"69.54";"misecast-menu-v2.0";"true"
"FC-000328";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-042";"MI-042-STANDARD";"Kombucha - Peach";"Standard";"Drinks";"12.536";"12.536";"10.029";"15.043";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"68.95";"misecast-menu-v2.0";"true"
"FC-000329";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-043";"MI-043-STANDARD";"Kombucha - Raspberry Lemonade";"Standard";"Drinks";"12.821";"12.821";"10.257";"15.385";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"70.52";"misecast-menu-v2.0";"true"
"FC-000330";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-044";"MI-044-STANDARD";"Sodaly - Passionfruit";"Standard";"Drinks";"12.679";"12.679";"10.143";"15.215";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"62.13";"misecast-menu-v2.0";"true"
"FC-000331";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-045";"MI-045-STANDARD";"Sodaly - Guava";"Standard";"Drinks";"12.393";"12.393";"9.914";"14.872";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"60.73";"misecast-menu-v2.0";"true"
"FC-000332";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-046";"MI-046-STANDARD";"Sodaly - Raspberry";"Standard";"Drinks";"12.893";"12.893";"10.314";"15.472";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"63.18";"misecast-menu-v2.0";"true"
"FC-000333";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-047";"MI-047-STANDARD";"Sparkling Water";"Standard";"Drinks";"19.179";"19.179";"15.343";"23.015";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"67.13";"misecast-menu-v2.0";"true"
"FC-000334";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-048";"MI-048-STANDARD";"Specialty Soda - Gingerella";"Standard";"Drinks";"12.464";"12.464";"9.971";"14.957";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"61.07";"misecast-menu-v2.0";"true"
"FC-000335";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-049";"MI-049-STANDARD";"Specialty Soda - Karma Cola";"Standard";"Drinks";"12.536";"12.536";"10.029";"15.043";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"61.43";"misecast-menu-v2.0";"true"
"FC-000336";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-050";"MI-050-STANDARD";"Specialty Soda - Lemmy";"Standard";"Drinks";"12.571";"12.571";"10.057";"15.085";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"61.6";"misecast-menu-v2.0";"true"
"FC-000337";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-051";"MI-051-STANDARD";"Still Water";"Standard";"Drinks";"22.821";"22.821";"18.257";"27.385";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"68.46";"misecast-menu-v2.0";"true"
"FC-000338";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-052";"MI-052-STANDARD";"Yuzu Ginger Cha";"Standard";"Drinks";"11.679";"11.679";"9.343";"14.015";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"52.56";"misecast-menu-v2.0";"true"
"FC-000339";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-053";"MI-053-STANDARD";"Avocado";"Standard";"Add-ons / Modifiers";"1.464";"1.464";"1.171";"1.757";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"2.93";"misecast-menu-v2.0";"true"
"FC-000340";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-054";"MI-054-STANDARD";"63 deg egg";"Standard";"Add-ons / Modifiers";"2";"2";"1.6";"2.4";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"5";"misecast-menu-v2.0";"true"
"FC-000341";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-055";"MI-055-STANDARD";"Extra Salad";"Standard";"Add-ons / Modifiers";"2.214";"2.214";"1.771";"2.657";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"4.43";"misecast-menu-v2.0";"true"
"FC-000342";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-056";"MI-056-STANDARD";"Standard topping (kimchi, corn, edamame, nori, etc.)";"Standard";"Add-ons / Modifiers";"1.143";"1.143";"0.914";"1.372";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"0.57";"misecast-menu-v2.0";"true"
"FC-000343";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-057";"MI-057-STANDARD";"Extra Sauce (any)";"Standard";"Add-ons / Modifiers";"1.036";"1.036";"0.829";"1.243";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"1.55";"misecast-menu-v2.0";"true"
"FC-000344";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-058";"MI-058-STANDARD";"Extra Sous-vide / Seared Chicken";"Standard";"Add-ons / Modifiers";"3.107";"3.107";"2.486";"3.728";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"12.43";"misecast-menu-v2.0";"true"
"FC-000345";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-059";"MI-059-STANDARD";"Extra Pan Seared Tofu";"Standard";"Add-ons / Modifiers";"2.393";"2.393";"1.914";"2.872";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"9.57";"misecast-menu-v2.0";"true"
"FC-000346";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-060";"MI-060-STANDARD";"Extra Eggplant";"Standard";"Add-ons / Modifiers";"3.893";"3.893";"3.114";"4.672";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"15.57";"misecast-menu-v2.0";"true"
"FC-000347";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-061";"MI-061-STANDARD";"Extra Falafels";"Standard";"Add-ons / Modifiers";"4.679";"4.679";"3.743";"5.615";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"23.4";"misecast-menu-v2.0";"true"
"FC-000348";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-062";"MI-062-STANDARD";"Extra Karaage Chicken";"Standard";"Add-ons / Modifiers";"3.786";"3.786";"3.029";"4.543";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"18.93";"misecast-menu-v2.0";"true"
"FC-000349";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-063";"MI-063-STANDARD";"Extra Tiger Prawns";"Standard";"Add-ons / Modifiers";"2.357";"2.357";"1.886";"2.828";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"11.79";"misecast-menu-v2.0";"true"
"FC-000350";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-064";"MI-064-STANDARD";"Extra Aburi / Sashimi Salmon";"Standard";"Add-ons / Modifiers";"2.464";"2.464";"1.971";"2.957";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"14.78";"misecast-menu-v2.0";"true"
"FC-000351";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-065";"MI-065-STANDARD";"Extra Sashimi Tuna";"Standard";"Add-ons / Modifiers";"2.357";"2.357";"1.886";"2.828";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"14.14";"misecast-menu-v2.0";"true"
"FC-000352";"2026-08-01";"2026-08-03";"2";"Dinner";"MI-066";"MI-066-STANDARD";"Extra Wagyu";"Standard";"Add-ons / Modifiers";"2.143";"2.143";"1.714";"2.572";"86.4";"35";"Cloudy";"None";"None";"Weekday | Cloudy";"12.86";"misecast-menu-v2.0";"true"
"FC-000353";"2026-08-01";"2026-08-04";"3";"Lunch";"MI-001";"MI-001-SMALL";"Chicken Teriyaki Bowl - Small";"Small";"Signature Nosh Bowls";"6.786";"6.786";"5.429";"8.143";"85.6";"27";"Rain";"None";"None";"Weekday | Rain";"101.11";"misecast-menu-v2.0";"true"
"FC-000354";"2026-08-01";"2026-08-04";"3";"Lunch";"MI-001";"MI-001-LARGE";"Chicken Teriyaki Bowl - Large";"Large";"Signature Nosh Bowls";"6.679";"6.679";"5.343";"8.015";"85.6";"27";"Rain";"None";"None";"Weekday | Rain";"119.55";"misecast-menu-v2.0";"true"
