"forecast_date";"ingredient_id";"ingredient_name";"category";"unit";"forecast_quantity_needed";"lower_bound_quantity";"upper_bound_quantity";"cumulative_forecast_quantity";"starting_inventory_quantity";"projected_inventory_end_of_day_no_order";"projected_expired_quantity_to_date";"projected_unfilled_demand_quantity";"is_synthetic"
"2026-08-04";"GARN-008";"Tamagoyaki";"GARN";"ea";"72.864";"58.291";"87.437";"225.492";"364";"84.008";"54.5";"0";"true"
"2026-08-04";"GARN-009";"Lemon wedge";"GARN";"ea";"70.678";"56.542";"84.814";"218.727";"353";"81.273";"53";"0";"true"
"2026-08-04";"GARN-010";"Avocado";"GARN";"g";"3980.853";"3184.683";"4777.024";"12321.973";"19905";"4597.277";"2985.75";"0";"true"
"2026-08-04";"GARN-011";"Pineapple";"GARN";"g";"1400.85";"1120.68";"1681.02";"4335.975";"7004";"1617.525";"1050.5";"0";"true"
"2026-08-04";"GARN-012";"Cucumber slice";"GARN";"slice";"202.331";"161.864";"242.797";"625.248";"1012";"235.002";"151.75";"0";"true"
"2026-08-04";"GARN-013";"Crushed walnuts";"GARN";"ea";"196.137";"156.909";"235.364";"606.108";"4119";"3512.892";"0";"0";"true"
"2026-08-04";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"cup";"110.586";"88.469";"132.703";"342.302";"2322.317";"1980.015";"0";"0";"true"
"2026-08-04";"LEAF-001";"Mixed leaf salad";"LEAF";"g";"29205.592";"23364.473";"35046.71";"90400.372";"146029";"33724.378";"21904.25";"0";"true"
"2026-08-04";"LEAF-002";"Baby spinach";"LEAF";"g";"1155.787";"924.63";"1386.945";"3577.926";"5779";"1334.324";"866.75";"0";"true"
"2026-08-04";"LEAF-003";"Kale";"LEAF";"g";"1186.111";"948.889";"1423.333";"3672.3";"5931";"1368.95";"889.75";"0";"true"
"2026-08-04";"LEAF-004";"Classic slaw";"LEAF";"g";"4552.437";"3641.949";"5462.924";"14068.089";"22762";"5279.661";"3414.25";"0";"true"
"2026-08-04";"MISC-001";"Miso paste (pre-packaged)";"MISC";"pack";"20.107";"16.086";"24.128";"62.151";"101";"38.849";"0";"0";"true"
"2026-08-04";"MISC-002";"Water";"MISC";"ml";"10812.5";"8650";"12975";"33417.25";"227063";"193645.75";"0";"0";"true"
"2026-08-04";"MISC-003";"Fresh ginger";"MISC";"matchsticks";"81.681";"65.345";"98.017";"252.416";"408";"155.584";"0";"0";"true"
"2026-08-04";"MISC-004";"Yuzu jam";"MISC";"g";"1180.765";"944.612";"1416.918";"3648.878";"5904";"2255.122";"0";"0";"true"
"2026-08-04";"PROT-001";"Seared chicken";"PROT";"g";"6265.984";"5012.787";"7519.181";"19393.063";"31330";"7237.437";"4699.5";"0";"true"
"2026-08-04";"PROT-002";"Sous-vide chicken";"PROT";"g";"3466.29";"2773.032";"4159.548";"10726.646";"17332";"4005.604";"2599.75";"0";"true"
"2026-08-04";"PROT-003";"Karaage chicken";"PROT";"g";"15787.189";"12629.751";"18944.627";"48840.761";"189445";"140604.239";"0";"0";"true"
"2026-08-04";"PROT-004";"Flame-seared wagyu";"PROT";"g";"4930.969";"3944.775";"5917.163";"15262.892";"24655";"5693.858";"3698.25";"0";"true"
"2026-08-04";"PROT-005";"Aburi salmon";"PROT";"g";"11156.898";"8925.518";"13388.278";"34514.844";"55785";"12902.406";"8367.75";"0";"true"
"2026-08-04";"PROT-006";"Sashimi salmon";"PROT";"g";"7010.617";"5608.494";"8412.74";"21699.303";"35053";"8095.697";"5258";"0";"true"
"2026-08-04";"PROT-007";"Sashimi tuna";"PROT";"g";"5516.587";"4413.27";"6619.905";"17074.841";"27583";"6370.659";"4137.5";"0";"true"
"2026-08-04";"PROT-008";"Tiger prawns";"PROT";"g";"2762.267";"2209.813";"3314.72";"8549.302";"33148";"24598.698";"0";"0";"true"
"2026-08-04";"PROT-009";"Pan-seared tofu";"PROT";"g";"9364.978";"7491.983";"11237.974";"28964.536";"46825";"10836.714";"7023.75";"0";"true"
"2026-08-04";"PROT-010";"Miso beet falafel";"PROT";"ea";"389.01";"311.208";"466.812";"1203.781";"4668";"3464.219";"0";"0";"true"
"2026-08-04";"PROT-011";"Crispy eggplant";"PROT";"g";"8716.001";"6972.801";"10459.201";"26976.934";"104592";"77615.066";"0";"0";"true"
"2026-08-04";"SAUC-001";"Teriyaki sauce";"SAUC";"g";"4593.196";"3674.557";"5511.835";"14218.433";"22966";"8747.567";"0";"0";"true"
"2026-08-04";"SAUC-002";"Japanese mayo";"SAUC";"g";"333.588";"266.87";"400.305";"1032.454";"1668";"635.546";"0";"0";"true"
"2026-08-04";"SAUC-003";"Spicy mayo";"SAUC";"g";"1675.959";"1340.767";"2011.15";"5187.526";"8380";"3192.474";"0";"0";"true"
"2026-08-04";"SAUC-004";"Sweet miso sauce";"SAUC";"g";"1817.773";"1454.219";"2181.328";"5622.979";"9089";"3466.021";"0";"0";"true"
"2026-08-04";"SAUC-005";"Shoyu";"SAUC";"g";"1239.691";"991.753";"1487.629";"3837.783";"6198";"2360.217";"0";"0";"true"
"2026-08-04";"SAUC-006";"Creamy roasted sesame";"SAUC";"g";"3440.938";"2752.75";"4129.126";"10639.778";"17205";"6565.222";"0";"0";"true"
"2026-08-04";"SAUC-007";"Yuzu kosho mayo";"SAUC";"g";"3556.691";"2845.353";"4268.029";"11003.144";"17784";"6780.856";"0";"0";"true"
"2026-08-04";"SAUC-008";"Bao sauce";"SAUC";"g";"1146.881";"917.505";"1376.258";"3543.732";"5735";"2191.268";"0";"0";"true"
"2026-08-04";"SAUC-009";"Warm cashew satay";"SAUC";"g";"983.041";"786.433";"1179.649";"3037.485";"4915";"1877.515";"0";"0";"true"
"2026-08-04";"SAUC-010";"Assorted sauce";"SAUC";"g";"12990.061";"10392.049";"15588.074";"40208.853";"64951";"24742.147";"0";"0";"true"
"2026-08-04";"SEAS-001";"Aonori seasoning";"SEAS";"g";"333.57";"266.856";"400.284";"1031.44";"7005";"5973.56";"0";"0";"true"
"2026-08-04";"SEAS-002";"Furikake";"SEAS";"g";"132.286";"105.829";"158.743";"409.158";"2778";"2368.842";"0";"0";"true"
"2026-08-04";"SEAS-003";"Cinnamon";"SEAS";"dash";"23.143";"18.514";"27.772";"71.518";"486";"414.482";"0";"0";"true"
"2026-08-04";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"ea";"3.785";"3.028";"4.542";"11.692";"80";"68.308";"0";"0";"true"
"2026-08-04";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"ea";"3.679";"2.943";"4.415";"11.364";"77";"65.636";"0";"0";"true"
"2026-08-04";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"ea";"3.714";"2.971";"4.457";"11.474";"78";"66.526";"0";"0";"true"
"2026-08-04";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"ea";"3.679";"2.943";"4.415";"11.371";"77";"65.629";"0";"0";"true"
"2026-08-04";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"ea";"3.786";"3.029";"4.543";"11.698";"80";"68.302";"0";"0";"true"
"2026-08-05";"BASE-001";"Cooked jasmine rice";"BASE";"g";"139249.467";"111399.573";"167099.36";"570196.981";"696249";"21614.769";"104437.25";"0";"true"
"2026-08-05";"BASE-002";"Cooked brown rice";"BASE";"g";"6224.49";"4979.592";"7469.388";"25496.275";"31122";"957.475";"4668.25";"0";"true"
"2026-08-05";"BASE-003";"Turmeric coconut rice";"BASE";"g";"13959.388";"11167.51";"16751.265";"57169.898";"69798";"2158.352";"10469.75";"0";"true"
"2026-08-05";"DRNK-001";"Coconut water 330ml";"DRNK";"ea";"24.393";"19.514";"29.272";"99.768";"122";"22.232";"0";"0";"true"
"2026-08-05";"DRNK-002";"Cold pressed juice - Watermelon Lime 300ml";"DRNK";"ea";"22.643";"18.114";"27.172";"92.616";"113";"20.384";"0";"0";"true"
"2026-08-05";"DRNK-003";"Cold pressed juice - Classic OJ 300ml";"DRNK";"ea";"22.822";"18.258";"27.386";"93.34";"114";"20.66";"0";"0";"true"
"2026-08-05";"DRNK-004";"Cold pressed juice - Pineapple Mint 300ml";"DRNK";"ea";"22.5";"18";"27";"92.016";"113";"20.984";"0";"0";"true"
"2026-08-05";"DRNK-005";"Dash sparkling water - Lime 330ml";"DRNK";"ea";"25";"20";"30";"102.276";"125";"22.724";"0";"0";"true"
"2026-08-05";"DRNK-006";"Dash sparkling water - Raspberry 330ml";"DRNK";"ea";"24.857";"19.886";"29.828";"101.67";"124";"22.33";"0";"0";"true"
"2026-08-05";"DRNK-007";"Dash sparkling water - Peach 330ml";"DRNK";"ea";"24.893";"19.914";"29.872";"101.828";"124";"22.172";"0";"0";"true"
"2026-08-05";"DRNK-008";"Kombucha - Ginger Lemon 330ml";"DRNK";"ea";"24.786";"19.829";"29.743";"101.383";"124";"22.617";"0";"0";"true"
"2026-08-05";"DRNK-009";"Kombucha - Lemon Lime Mint 330ml";"DRNK";"ea";"24.607";"19.686";"29.528";"100.663";"123";"22.337";"0";"0";"true"
"2026-08-05";"DRNK-010";"Kombucha - Peach 330ml";"DRNK";"ea";"25.036";"20.029";"30.043";"102.398";"125";"22.602";"0";"0";"true"
"2026-08-05";"DRNK-011";"Kombucha - Raspberry Lemonade 330ml";"DRNK";"ea";"24.892";"19.914";"29.87";"101.832";"124";"22.168";"0";"0";"true"
"2026-08-05";"DRNK-012";"Sodaly - Passionfruit 330ml";"DRNK";"ea";"25.108";"20.086";"30.13";"102.698";"126";"23.302";"0";"0";"true"
"2026-08-05";"DRNK-013";"Sodaly - Guava 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"101.955";"125";"23.045";"0";"0";"true"
"2026-08-05";"DRNK-014";"Sodaly - Raspberry 330ml";"DRNK";"ea";"25.322";"20.258";"30.386";"103.58";"127";"23.42";"0";"0";"true"
"2026-08-05";"DRNK-015";"Sparkling water 500ml";"DRNK";"ea";"37.929";"30.343";"45.515";"155.142";"190";"34.858";"0";"0";"true"
"2026-08-05";"DRNK-016";"Specialty soda - Gingerella 330ml";"DRNK";"ea";"24.643";"19.714";"29.572";"100.798";"123";"22.202";"0";"0";"true"
"2026-08-05";"DRNK-017";"Specialty soda - Karma Cola 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"101.963";"125";"23.037";"0";"0";"true"
"2026-08-05";"DRNK-018";"Specialty soda - Lemmy 330ml";"DRNK";"ea";"24.678";"19.742";"29.614";"100.948";"123";"22.052";"0";"0";"true"
"2026-08-05";"DRNK-019";"Still water 600ml";"DRNK";"ea";"45.107";"36.086";"54.128";"184.504";"226";"41.496";"0";"0";"true"
"2026-08-05";"GARN-001";"Edamame";"GARN";"cup";"85.806";"68.645";"102.968";"351.405";"429.032";"13.272";"64.355";"0";"true"
"2026-08-05";"GARN-002";"Pickled ginger";"GARN";"g";"3016.051";"2412.841";"3619.261";"12351.725";"15080";"466.275";"2262";"0";"true"
"2026-08-05";"GARN-003";"Crispy shallots";"GARN";"spoon";"161.955";"129.564";"194.346";"663.289";"3401";"2737.711";"0";"0";"true"
"2026-08-05";"GARN-004";"Nori strips";"GARN";"g";"386.146";"308.917";"463.375";"1581.486";"8109";"6527.514";"0";"0";"true"
"2026-08-05";"GARN-005";"Nori sheet";"GARN";"ea";"34";"27.2";"40.8";"139.24";"714";"574.76";"0";"0";"true"
"2026-08-05";"GARN-006";"63-degree egg";"GARN";"ea";"38.534";"30.827";"46.24";"157.798";"193";"6.202";"29";"0";"true"
"2026-08-05";"GARN-007";"Half-boiled egg";"GARN";"ea";"67.707";"54.166";"81.249";"276.951";"339";"11.299";"50.75";"0";"true"
"2026-08-05";"GARN-008";"Tamagoyaki";"GARN";"ea";"72.864";"58.291";"87.437";"298.356";"364";"11.144";"54.5";"0";"true"
"2026-08-05";"GARN-009";"Lemon wedge";"GARN";"ea";"70.678";"56.542";"84.814";"289.405";"353";"10.595";"53";"0";"true"
"2026-08-05";"GARN-010";"Avocado";"GARN";"g";"3980.853";"3184.683";"4777.024";"16302.827";"19905";"616.423";"2985.75";"0";"true"
"2026-08-05";"GARN-011";"Pineapple";"GARN";"g";"1400.85";"1120.68";"1681.02";"5736.825";"7004";"216.675";"1050.5";"0";"true"
"2026-08-05";"GARN-012";"Cucumber slice";"GARN";"slice";"202.331";"161.864";"242.797";"827.579";"1012";"32.671";"151.75";"0";"true"
"2026-08-05";"GARN-013";"Crushed walnuts";"GARN";"ea";"196.137";"156.909";"235.364";"802.245";"4119";"3316.755";"0";"0";"true"
"2026-08-05";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"cup";"110.586";"88.469";"132.703";"452.888";"2322.317";"1869.429";"0";"0";"true"
"2026-08-05";"LEAF-001";"Mixed leaf salad";"LEAF";"g";"29205.592";"23364.473";"35046.71";"119605.964";"146029";"4518.786";"21904.25";"0";"true"
"2026-08-05";"LEAF-002";"Baby spinach";"LEAF";"g";"1155.787";"924.63";"1386.945";"4733.713";"5779";"178.537";"866.75";"0";"true"
"2026-08-05";"LEAF-003";"Kale";"LEAF";"g";"1186.111";"948.889";"1423.333";"4858.411";"5931";"182.839";"889.75";"0";"true"
"2026-08-05";"LEAF-004";"Classic slaw";"LEAF";"g";"4552.437";"3641.949";"5462.924";"18620.526";"22762";"727.224";"3414.25";"0";"true"
"2026-08-05";"MISC-001";"Miso paste (pre-packaged)";"MISC";"pack";"20.107";"16.086";"24.128";"82.258";"101";"18.742";"0";"0";"true"
"2026-08-05";"MISC-002";"Water";"MISC";"ml";"10812.5";"8650";"12975";"44229.75";"227063";"182833.25";"0";"0";"true"
"2026-08-05";"MISC-003";"Fresh ginger";"MISC";"matchsticks";"81.681";"65.345";"98.017";"334.098";"408";"73.902";"0";"0";"true"
"2026-08-05";"MISC-004";"Yuzu jam";"MISC";"g";"1180.765";"944.612";"1416.918";"4829.643";"5904";"1074.357";"0";"0";"true"
"2026-08-05";"PROT-001";"Seared chicken";"PROT";"g";"6265.984";"5012.787";"7519.181";"25659.047";"31330";"971.453";"4699.5";"0";"true"
"2026-08-05";"PROT-002";"Sous-vide chicken";"PROT";"g";"3466.29";"2773.032";"4159.548";"14192.936";"17332";"539.314";"2599.75";"0";"true"
"2026-08-05";"PROT-003";"Karaage chicken";"PROT";"g";"15787.189";"12629.751";"18944.627";"64627.95";"189445";"124817.05";"0";"0";"true"
"2026-08-05";"PROT-004";"Flame-seared wagyu";"PROT";"g";"4930.969";"3944.775";"5917.163";"20193.861";"24655";"762.889";"3698.25";"0";"true"
"2026-08-05";"PROT-005";"Aburi salmon";"PROT";"g";"11156.898";"8925.518";"13388.278";"45671.742";"55785";"1745.508";"8367.75";"0";"true"
"2026-08-05";"PROT-006";"Sashimi salmon";"PROT";"g";"7010.617";"5608.494";"8412.74";"28709.92";"35053";"1085.08";"5258";"0";"true"
"2026-08-05";"PROT-007";"Sashimi tuna";"PROT";"g";"5516.587";"4413.27";"6619.905";"22591.429";"27583";"854.071";"4137.5";"0";"true"
"2026-08-05";"PROT-008";"Tiger prawns";"PROT";"g";"2762.267";"2209.813";"3314.72";"11311.569";"33148";"21836.431";"0";"0";"true"
"2026-08-05";"PROT-009";"Pan-seared tofu";"PROT";"g";"9364.978";"7491.983";"11237.974";"38329.515";"46825";"1471.735";"7023.75";"0";"true"
"2026-08-05";"PROT-010";"Miso beet falafel";"PROT";"ea";"389.01";"311.208";"466.812";"1592.791";"4668";"3075.209";"0";"0";"true"
"2026-08-05";"PROT-011";"Crispy eggplant";"PROT";"g";"8716.001";"6972.801";"10459.201";"35692.934";"104592";"68899.066";"0";"0";"true"
"2026-08-05";"SAUC-001";"Teriyaki sauce";"SAUC";"g";"4593.196";"3674.557";"5511.835";"18811.629";"22966";"4154.371";"0";"0";"true"
"2026-08-05";"SAUC-002";"Japanese mayo";"SAUC";"g";"333.588";"266.87";"400.305";"1366.041";"1668";"301.959";"0";"0";"true"
"2026-08-05";"SAUC-003";"Spicy mayo";"SAUC";"g";"1675.959";"1340.767";"2011.15";"6863.484";"8380";"1516.516";"0";"0";"true"
"2026-08-05";"SAUC-004";"Sweet miso sauce";"SAUC";"g";"1817.773";"1454.219";"2181.328";"7440.753";"9089";"1648.247";"0";"0";"true"
"2026-08-05";"SAUC-005";"Shoyu";"SAUC";"g";"1239.691";"991.753";"1487.629";"5077.474";"6198";"1120.526";"0";"0";"true"
"2026-08-05";"SAUC-006";"Creamy roasted sesame";"SAUC";"g";"3440.938";"2752.75";"4129.126";"14080.716";"17205";"3124.284";"0";"0";"true"
"2026-08-05";"SAUC-007";"Yuzu kosho mayo";"SAUC";"g";"3556.691";"2845.353";"4268.029";"14559.835";"17784";"3224.165";"0";"0";"true"
"2026-08-05";"SAUC-008";"Bao sauce";"SAUC";"g";"1146.881";"917.505";"1376.258";"4690.613";"5735";"1044.387";"0";"0";"true"
"2026-08-05";"SAUC-009";"Warm cashew satay";"SAUC";"g";"983.041";"786.433";"1179.649";"4020.526";"4915";"894.474";"0";"0";"true"
"2026-08-05";"SAUC-010";"Assorted sauce";"SAUC";"g";"12990.061";"10392.049";"15588.074";"53198.915";"64951";"11752.085";"0";"0";"true"
"2026-08-05";"SEAS-001";"Aonori seasoning";"SEAS";"g";"333.57";"266.856";"400.284";"1365.01";"7005";"5639.99";"0";"0";"true"
"2026-08-05";"SEAS-002";"Furikake";"SEAS";"g";"132.286";"105.829";"158.743";"541.444";"2778";"2236.556";"0";"0";"true"
"2026-08-05";"SEAS-003";"Cinnamon";"SEAS";"dash";"23.143";"18.514";"27.772";"94.661";"486";"391.339";"0";"0";"true"
"2026-08-05";"SNCK-001";"Raw ball - Peanut Butter";"SNCK";"ea";"3.785";"3.028";"4.542";"15.477";"80";"64.523";"0";"0";"true"
"2026-08-05";"SNCK-002";"Raw ball - Choc Brownie";"SNCK";"ea";"3.679";"2.943";"4.415";"15.043";"77";"61.957";"0";"0";"true"
"2026-08-05";"SNCK-003";"Raw ball - Coconut Cacao";"SNCK";"ea";"3.714";"2.971";"4.457";"15.188";"78";"62.812";"0";"0";"true"
"2026-08-05";"SNCK-004";"Raw ball - Hazelnut";"SNCK";"ea";"3.679";"2.943";"4.415";"15.05";"77";"61.95";"0";"0";"true"
"2026-08-05";"SNCK-005";"Raw ball - Apricot Delight";"SNCK";"ea";"3.786";"3.029";"4.543";"15.484";"80";"64.516";"0";"0";"true"
"2026-08-06";"BASE-001";"Cooked jasmine rice";"BASE";"g";"139249.467";"111399.573";"167099.36";"709446.448";"696249";"0";"174062.25";"187259.698";"true"
"2026-08-06";"BASE-002";"Cooked brown rice";"BASE";"g";"6224.49";"4979.592";"7469.388";"31720.765";"31122";"0";"7780.5";"8379.265";"true"
"2026-08-06";"BASE-003";"Turmeric coconut rice";"BASE";"g";"13959.388";"11167.51";"16751.265";"71129.286";"69798";"0";"17449.5";"18780.786";"true"
"2026-08-06";"DRNK-001";"Coconut water 330ml";"DRNK";"ea";"24.393";"19.514";"29.272";"124.161";"122";"0";"0";"2.161";"true"
"2026-08-06";"DRNK-002";"Cold pressed juice - Watermelon Lime 300ml";"DRNK";"ea";"22.643";"18.114";"27.172";"115.259";"113";"0";"0";"2.259";"true"
"2026-08-06";"DRNK-003";"Cold pressed juice - Classic OJ 300ml";"DRNK";"ea";"22.822";"18.258";"27.386";"116.162";"114";"0";"0";"2.162";"true"
"2026-08-06";"DRNK-004";"Cold pressed juice - Pineapple Mint 300ml";"DRNK";"ea";"22.5";"18";"27";"114.516";"113";"0";"0";"1.516";"true"
"2026-08-06";"DRNK-005";"Dash sparkling water - Lime 330ml";"DRNK";"ea";"25";"20";"30";"127.276";"125";"0";"0";"2.276";"true"
"2026-08-06";"DRNK-006";"Dash sparkling water - Raspberry 330ml";"DRNK";"ea";"24.857";"19.886";"29.828";"126.527";"124";"0";"0";"2.527";"true"
"2026-08-06";"DRNK-007";"Dash sparkling water - Peach 330ml";"DRNK";"ea";"24.893";"19.914";"29.872";"126.721";"124";"0";"0";"2.721";"true"
"2026-08-06";"DRNK-008";"Kombucha - Ginger Lemon 330ml";"DRNK";"ea";"24.786";"19.829";"29.743";"126.169";"124";"0";"0";"2.169";"true"
"2026-08-06";"DRNK-009";"Kombucha - Lemon Lime Mint 330ml";"DRNK";"ea";"24.607";"19.686";"29.528";"125.27";"123";"0";"0";"2.27";"true"
"2026-08-06";"DRNK-010";"Kombucha - Peach 330ml";"DRNK";"ea";"25.036";"20.029";"30.043";"127.434";"125";"0";"0";"2.434";"true"
"2026-08-06";"DRNK-011";"Kombucha - Raspberry Lemonade 330ml";"DRNK";"ea";"24.892";"19.914";"29.87";"126.724";"124";"0";"0";"2.724";"true"
"2026-08-06";"DRNK-012";"Sodaly - Passionfruit 330ml";"DRNK";"ea";"25.108";"20.086";"30.13";"127.806";"126";"0";"0";"1.806";"true"
"2026-08-06";"DRNK-013";"Sodaly - Guava 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"126.884";"125";"0";"0";"1.884";"true"
"2026-08-06";"DRNK-014";"Sodaly - Raspberry 330ml";"DRNK";"ea";"25.322";"20.258";"30.386";"128.902";"127";"0";"0";"1.902";"true"
"2026-08-06";"DRNK-015";"Sparkling water 500ml";"DRNK";"ea";"37.929";"30.343";"45.515";"193.071";"190";"0";"0";"3.071";"true"
"2026-08-06";"DRNK-016";"Specialty soda - Gingerella 330ml";"DRNK";"ea";"24.643";"19.714";"29.572";"125.441";"123";"0";"0";"2.441";"true"
"2026-08-06";"DRNK-017";"Specialty soda - Karma Cola 330ml";"DRNK";"ea";"24.929";"19.943";"29.915";"126.892";"125";"0";"0";"1.892";"true"
"2026-08-06";"DRNK-018";"Specialty soda - Lemmy 330ml";"DRNK";"ea";"24.678";"19.742";"29.614";"125.626";"123";"0";"0";"2.626";"true"
"2026-08-06";"DRNK-019";"Still water 600ml";"DRNK";"ea";"45.107";"36.086";"54.128";"229.611";"226";"0";"0";"3.611";"true"
"2026-08-06";"GARN-001";"Edamame";"GARN";"cup";"85.806";"68.645";"102.968";"437.211";"429.032";"0";"64.355";"72.534";"true"
"2026-08-06";"GARN-002";"Pickled ginger";"GARN";"g";"3016.051";"2412.841";"3619.261";"15367.776";"15080";"0";"2262";"2549.776";"true"
"2026-08-06";"GARN-003";"Crispy shallots";"GARN";"spoon";"161.955";"129.564";"194.346";"825.244";"3401";"2575.756";"0";"0";"true"
"2026-08-06";"GARN-004";"Nori strips";"GARN";"g";"386.146";"308.917";"463.375";"1967.632";"8109";"6141.368";"0";"0";"true"
"2026-08-06";"GARN-005";"Nori sheet";"GARN";"ea";"34";"27.2";"40.8";"173.24";"714";"540.76";"0";"0";"true"
"2026-08-06";"GARN-006";"63-degree egg";"GARN";"ea";"38.534";"30.827";"46.24";"196.332";"193";"0";"29";"32.332";"true"
"2026-08-06";"GARN-007";"Half-boiled egg";"GARN";"ea";"67.707";"54.166";"81.249";"344.658";"339";"0";"50.75";"56.408";"true"
"2026-08-06";"GARN-008";"Tamagoyaki";"GARN";"ea";"72.864";"58.291";"87.437";"371.22";"364";"0";"54.5";"61.72";"true"
"2026-08-06";"GARN-009";"Lemon wedge";"GARN";"ea";"70.678";"56.542";"84.814";"360.083";"353";"0";"53";"60.083";"true"
"2026-08-06";"GARN-010";"Avocado";"GARN";"g";"3980.853";"3184.683";"4777.024";"20283.68";"19905";"0";"2985.75";"3364.43";"true"
"2026-08-06";"GARN-011";"Pineapple";"GARN";"g";"1400.85";"1120.68";"1681.02";"7137.675";"7004";"0";"1050.5";"1184.175";"true"
"2026-08-06";"GARN-012";"Cucumber slice";"GARN";"slice";"202.331";"161.864";"242.797";"1029.909";"1012";"0";"151.75";"169.659";"true"
"2026-08-06";"GARN-013";"Crushed walnuts";"GARN";"ea";"196.137";"156.909";"235.364";"998.381";"4119";"3120.619";"0";"0";"true"
"2026-08-06";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"cup";"110.586";"88.469";"132.703";"563.474";"2322.317";"1758.843";"0";"0";"true"
"2026-08-06";"LEAF-001";"Mixed leaf salad";"LEAF";"g";"29205.592";"23364.473";"35046.71";"148811.556";"146029";"0";"21904.25";"24686.806";"true"
"2026-08-06";"LEAF-002";"Baby spinach";"LEAF";"g";"1155.787";"924.63";"1386.945";"5889.5";"5779";"0";"866.75";"977.25";"true"
"2026-08-06";"LEAF-003";"Kale";"LEAF";"g";"1186.111";"948.889";"1423.333";"6044.522";"5931";"0";"889.75";"1003.272";"true"
"2026-08-06";"LEAF-004";"Classic slaw";"LEAF";"g";"4552.437";"3641.949";"5462.924";"23172.963";"22762";"0";"3414.25";"3825.213";"true"
"2026-08-06";"MISC-001";"Miso paste (pre-packaged)";"MISC";"pack";"20.107";"16.086";"24.128";"102.365";"101";"0";"0";"1.365";"true"
"2026-08-06";"MISC-002";"Water";"MISC";"ml";"10812.5";"8650";"12975";"55042.25";"227063";"172020.75";"0";"0";"true"
"2026-08-06";"MISC-003";"Fresh ginger";"MISC";"matchsticks";"81.681";"65.345";"98.017";"415.779";"408";"0";"0";"7.779";"true"
"2026-08-06";"MISC-004";"Yuzu jam";"MISC";"g";"1180.765";"944.612";"1416.918";"6010.408";"5904";"0";"0";"106.408";"true"
"2026-08-06";"PROT-001";"Seared chicken";"PROT";"g";"6265.984";"5012.787";"7519.181";"31925.031";"31330";"0";"7832.5";"8427.531";"true"
"2026-08-06";"PROT-002";"Sous-vide chicken";"PROT";"g";"3466.29";"2773.032";"4159.548";"17659.226";"17332";"0";"4333";"4660.226";"true"
"2026-08-06";"PROT-003";"Karaage chicken";"PROT";"g";"15787.189";"12629.751";"18944.627";"80415.139";"189445";"109029.861";"0";"0";"true"
"2026-08-06";"PROT-004";"Flame-seared wagyu";"PROT";"g";"4930.969";"3944.775";"5917.163";"25124.83";"24655";"0";"6163.75";"6633.58";"true"
"2026-08-06";"PROT-005";"Aburi salmon";"PROT";"g";"11156.898";"8925.518";"13388.278";"56828.64";"55785";"0";"13946.25";"14989.89";"true"
"2026-08-06";"PROT-006";"Sashimi salmon";"PROT";"g";"7010.617";"5608.494";"8412.74";"35720.536";"35053";"0";"8763.25";"9430.786";"true"
"2026-08-06";"PROT-007";"Sashimi tuna";"PROT";"g";"5516.587";"4413.27";"6619.905";"28108.016";"27583";"0";"6895.75";"7420.766";"true"
"2026-08-06";"PROT-008";"Tiger prawns";"PROT";"g";"2762.267";"2209.813";"3314.72";"14073.836";"33148";"19074.164";"0";"0";"true"
"2026-08-06";"PROT-009";"Pan-seared tofu";"PROT";"g";"9364.978";"7491.983";"11237.974";"47694.493";"46825";"0";"11706.25";"12575.743";"true"
"2026-08-06";"PROT-010";"Miso beet falafel";"PROT";"ea";"389.01";"311.208";"466.812";"1981.801";"4668";"2686.199";"0";"0";"true"
"2026-08-06";"PROT-011";"Crispy eggplant";"PROT";"g";"8716.001";"6972.801";"10459.201";"44408.935";"104592";"60183.065";"0";"0";"true"
"2026-08-06";"SAUC-001";"Teriyaki sauce";"SAUC";"g";"4593.196";"3674.557";"5511.835";"23404.825";"22966";"0";"0";"438.825";"true"
"2026-08-06";"SAUC-002";"Japanese mayo";"SAUC";"g";"333.588";"266.87";"400.305";"1699.629";"1668";"0";"0";"31.629";"true"
"2026-08-06";"SAUC-003";"Spicy mayo";"SAUC";"g";"1675.959";"1340.767";"2011.15";"8539.443";"8380";"0";"0";"159.443";"true"
"2026-08-06";"SAUC-004";"Sweet miso sauce";"SAUC";"g";"1817.773";"1454.219";"2181.328";"9258.526";"9089";"0";"0";"169.526";"true"
"2026-08-06";"SAUC-005";"Shoyu";"SAUC";"g";"1239.691";"991.753";"1487.629";"6317.165";"6198";"0";"0";"119.165";"true"
