"data_split";"date";"service_period";"menu_item_id";"menu_variant_id";"menu_item_name";"portion_size";"category";"day_of_week";"month";"season";"is_weekend";"is_public_holiday";"is_school_holiday";"special_occasion";"average_temperature_c";"maximum_temperature_c";"rain_probability_pct";"rainfall_mm";"weather_condition";"is_hot_day";"is_cold_day";"confirmed_reservation_covers";"event_count";"event_types";"total_event_attendance";"nearest_event_distance_km";"maximum_event_relevance_score";"promotion_active";"promotion_discount_pct";"lag_7_day_quantity";"rolling_28_day_average";"quantity_sold_target";"dine_in_quantity_actual";"takeaway_quantity_actual";"delivery_quantity_actual";"gross_sales_aud_actual";"net_sales_aud_actual";"is_synthetic"
"training";"2026-05-29";"Dinner";"MI-005";"MI-005-LARGE";"Sashimi Bowl - Large";"Large";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"9.421";"11";"6";"2";"3";"229.9";"229.9";"true"
"training";"2026-05-29";"Dinner";"MI-006";"MI-006-SMALL";"Poke Bowl - Small";"Small";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"7";"9.211";"9";"5";"2";"2";"152.1";"152.1";"true"
"training";"2026-05-29";"Dinner";"MI-006";"MI-006-LARGE";"Poke Bowl - Large";"Large";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"9.263";"10";"5";"2";"3";"199";"199";"true"
"training";"2026-05-29";"Dinner";"MI-007";"MI-007-SMALL";"Wagyu Beef Bowl - Small";"Small";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"9.474";"9";"5";"2";"2";"161.1";"161.1";"true"
"training";"2026-05-29";"Dinner";"MI-007";"MI-007-LARGE";"Wagyu Beef Bowl - Large";"Large";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"9.684";"8";"4";"2";"2";"167.2";"167.2";"true"
"training";"2026-05-29";"Dinner";"MI-008";"MI-008-SMALL";"Karaage Chicken Bowl - Small";"Small";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"9.368";"8";"4";"2";"2";"135.2";"135.2";"true"
"training";"2026-05-29";"Dinner";"MI-008";"MI-008-LARGE";"Karaage Chicken Bowl - Large";"Large";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"9.053";"8";"4";"2";"2";"159.2";"159.2";"true"
"training";"2026-05-29";"Dinner";"MI-009";"MI-009-SMALL";"Power Meal - Small";"Small";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"10.526";"10";"5";"2";"3";"189";"189";"true"
"training";"2026-05-29";"Dinner";"MI-009";"MI-009-LARGE";"Power Meal - Large";"Large";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"10.579";"10";"5";"2";"3";"219";"219";"true"
"training";"2026-05-29";"Dinner";"MI-010";"MI-010-SMALL";"Salmon Yuzu Bowl - Small";"Small";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"10.158";"9";"5";"2";"2";"161.1";"161.1";"true"
"training";"2026-05-29";"Dinner";"MI-010";"MI-010-LARGE";"Salmon Yuzu Bowl - Large";"Large";"Signature Nosh Bowls";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"9.895";"8";"4";"2";"2";"167.2";"167.2";"true"
"training";"2026-05-29";"Dinner";"MI-011";"MI-011-STANDARD";"Karaage Bento";"Standard";"Protein Bento";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"14";"16.105";"17";"9";"4";"4";"236.3";"236.3";"true"
"training";"2026-05-29";"Dinner";"MI-012";"MI-012-STANDARD";"Salmon Aburi Bento";"Standard";"Protein Bento";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"17";"15.632";"17";"9";"4";"4";"253.3";"253.3";"true"
"training";"2026-05-29";"Dinner";"MI-013";"MI-013-STANDARD";"Tofu Bento";"Standard";"Protein Bento";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"14";"15.526";"15";"8";"3";"4";"193.5";"193.5";"true"
"training";"2026-05-29";"Dinner";"MI-014";"MI-014-SMALL";"Create Your Own - Sous-vide Chicken - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"7";"8.579";"8";"4";"2";"2";"127.2";"127.2";"true"
"training";"2026-05-29";"Dinner";"MI-014";"MI-014-LARGE";"Create Your Own - Sous-vide Chicken - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"8.632";"9";"5";"2";"2";"170.1";"170.1";"true"
"training";"2026-05-29";"Dinner";"MI-015";"MI-015-SMALL";"Create Your Own - Seared Chicken - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"8.842";"8";"4";"2";"2";"127.2";"127.2";"true"
"training";"2026-05-29";"Dinner";"MI-015";"MI-015-LARGE";"Create Your Own - Seared Chicken - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"8.526";"7";"4";"1";"2";"132.3";"132.3";"true"
"training";"2026-05-29";"Dinner";"MI-016";"MI-016-SMALL";"Create Your Own - Pan-seared Tofu - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"8.368";"7";"4";"1";"2";"111.3";"111.3";"true"
"training";"2026-05-29";"Dinner";"MI-016";"MI-016-LARGE";"Create Your Own - Pan-seared Tofu - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"7";"8.474";"8";"4";"2";"2";"151.2";"151.2";"true"
"training";"2026-05-29";"Dinner";"MI-017";"MI-017-SMALL";"Create Your Own - Crispy Eggplant - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"9.105";"10";"5";"2";"3";"169";"169";"true"
"training";"2026-05-29";"Dinner";"MI-017";"MI-017-LARGE";"Create Your Own - Crispy Eggplant - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"8.947";"10";"5";"2";"3";"199";"199";"true"
"training";"2026-05-29";"Dinner";"MI-018";"MI-018-SMALL";"Create Your Own - Miso Beet Falafel - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"9.579";"11";"6";"2";"3";"185.9";"185.9";"true"
"training";"2026-05-29";"Dinner";"MI-018";"MI-018-LARGE";"Create Your Own - Miso Beet Falafel - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"9.579";"10";"5";"2";"3";"199";"199";"true"
"training";"2026-05-29";"Dinner";"MI-019";"MI-019-SMALL";"Create Your Own - Tiger Prawns - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"7";"8.211";"9";"5";"2";"2";"152.1";"152.1";"true"
"training";"2026-05-29";"Dinner";"MI-019";"MI-019-LARGE";"Create Your Own - Tiger Prawns - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"7";"8.158";"9";"5";"2";"2";"179.1";"179.1";"true"
"training";"2026-05-29";"Dinner";"MI-020";"MI-020-SMALL";"Create Your Own - Karaage Chicken - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"9.105";"10";"5";"2";"3";"179";"179";"true"
"training";"2026-05-29";"Dinner";"MI-020";"MI-020-LARGE";"Create Your Own - Karaage Chicken - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"8.947";"9";"5";"2";"2";"188.1";"188.1";"true"
"training";"2026-05-29";"Dinner";"MI-021";"MI-021-SMALL";"Create Your Own - Sashimi Salmon - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"8.316";"7";"4";"1";"2";"125.3";"125.3";"true"
"training";"2026-05-29";"Dinner";"MI-021";"MI-021-LARGE";"Create Your Own - Sashimi Salmon - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"8.316";"8";"4";"2";"2";"167.2";"167.2";"true"
"training";"2026-05-29";"Dinner";"MI-022";"MI-022-SMALL";"Create Your Own - Sashimi Tuna - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"8.316";"8";"4";"2";"2";"143.2";"143.2";"true"
"training";"2026-05-29";"Dinner";"MI-022";"MI-022-LARGE";"Create Your Own - Sashimi Tuna - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"8.105";"8";"4";"2";"2";"167.2";"167.2";"true"
"training";"2026-05-29";"Dinner";"MI-023";"MI-023-SMALL";"Create Your Own - Flame-seared Salmon - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"7";"8.474";"9";"5";"2";"2";"170.1";"170.1";"true"
"training";"2026-05-29";"Dinner";"MI-023";"MI-023-LARGE";"Create Your Own - Flame-seared Salmon - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"8.368";"9";"5";"2";"2";"197.1";"197.1";"true"
"training";"2026-05-29";"Dinner";"MI-024";"MI-024-SMALL";"Create Your Own - Flame-seared Wagyu - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"8";"8.105";"7";"4";"1";"2";"132.3";"132.3";"true"
"training";"2026-05-29";"Dinner";"MI-024";"MI-024-LARGE";"Create Your Own - Flame-seared Wagyu - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"9";"8.211";"8";"4";"2";"2";"175.2";"175.2";"true"
"training";"2026-05-29";"Dinner";"MI-025";"MI-025-SMALL";"Create Your Own - No Protein - Small";"Small";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"6";"7.211";"7";"4";"1";"2";"90.3";"90.3";"true"
"training";"2026-05-29";"Dinner";"MI-025";"MI-025-LARGE";"Create Your Own - No Protein - Large";"Large";"Create Your Own Bowl";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"7";"7.316";"7";"4";"1";"2";"111.3";"111.3";"true"
"training";"2026-05-29";"Dinner";"MI-026";"MI-026-STANDARD";"Miso Soup";"Standard";"Light Bites";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"11";"10.368";"8";"4";"2";"2";"20";"20";"true"
"training";"2026-05-29";"Dinner";"MI-027";"MI-027-STANDARD";"Raw Balls - Peanut Butter";"Standard";"Light Bites";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"1.842";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-29";"Dinner";"MI-028";"MI-028-STANDARD";"Raw Balls - Choc Brownie";"Standard";"Light Bites";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"1.947";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-29";"Dinner";"MI-029";"MI-029-STANDARD";"Raw Balls - Coconut Cacao";"Standard";"Light Bites";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"1.842";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-29";"Dinner";"MI-030";"MI-030-STANDARD";"Raw Balls - Hazelnut";"Standard";"Light Bites";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"1.895";"1";"1";"0";"0";"4.2";"4.2";"true"
"training";"2026-05-29";"Dinner";"MI-031";"MI-031-STANDARD";"Raw Balls - Apricot Delight";"Standard";"Light Bites";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"1.737";"2";"1";"0";"1";"8.4";"8.4";"true"
"training";"2026-05-29";"Dinner";"MI-032";"MI-032-STANDARD";"myDeal - $5 Crispy Chicken Bites";"Standard";"Promotions";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"3";"3.368";"3";"1";"1";"1";"15";"15";"true"
"training";"2026-05-29";"Dinner";"MI-033";"MI-033-STANDARD";"Coconut Water";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"12";"11.947";"10";"5";"2";"3";"42";"42";"true"
"training";"2026-05-29";"Dinner";"MI-034";"MI-034-STANDARD";"Cold Pressed Juice - Watermelon Lime";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"12";"11.105";"11";"6";"2";"3";"60.5";"60.5";"true"
"training";"2026-05-29";"Dinner";"MI-035";"MI-035-STANDARD";"Cold Pressed Juice - Classic OJ";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"11.632";"10";"5";"2";"3";"55";"55";"true"
"training";"2026-05-29";"Dinner";"MI-036";"MI-036-STANDARD";"Cold Pressed Juice - Pineapple Mint";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"11";"10.895";"12";"6";"3";"3";"66";"66";"true"
"training";"2026-05-29";"Dinner";"MI-037";"MI-037-STANDARD";"Dash Sparkling Water - Lime";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"13";"12.842";"12";"6";"3";"3";"48";"48";"true"
"training";"2026-05-29";"Dinner";"MI-038";"MI-038-STANDARD";"Dash Sparkling Water - Raspberry";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"11";"12.421";"10";"5";"2";"3";"40";"40";"true"
"training";"2026-05-29";"Dinner";"MI-039";"MI-039-STANDARD";"Dash Sparkling Water - Peach";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"12";"12.105";"13";"7";"3";"3";"52";"52";"true"
"training";"2026-05-29";"Dinner";"MI-040";"MI-040-STANDARD";"Kombucha - Ginger Lemon";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"12";"12.789";"10";"5";"2";"3";"55";"55";"true"
"training";"2026-05-29";"Dinner";"MI-041";"MI-041-STANDARD";"Kombucha - Lemon Lime Mint";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"11";"11.947";"12";"6";"3";"3";"66";"66";"true"
"training";"2026-05-29";"Dinner";"MI-042";"MI-042-STANDARD";"Kombucha - Peach";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"12";"12.421";"11";"6";"2";"3";"60.5";"60.5";"true"
"training";"2026-05-29";"Dinner";"MI-043";"MI-043-STANDARD";"Kombucha - Raspberry Lemonade";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"12";"12";"6";"3";"3";"66";"66";"true"
"training";"2026-05-29";"Dinner";"MI-044";"MI-044-STANDARD";"Sodaly - Passionfruit";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"11";"12.263";"12";"6";"3";"3";"58.8";"58.8";"true"
"training";"2026-05-29";"Dinner";"MI-045";"MI-045-STANDARD";"Sodaly - Guava";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"13";"12.632";"13";"7";"3";"3";"63.7";"63.7";"true"
"training";"2026-05-29";"Dinner";"MI-046";"MI-046-STANDARD";"Sodaly - Raspberry";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"13";"11.737";"13";"7";"3";"3";"63.7";"63.7";"true"
"training";"2026-05-29";"Dinner";"MI-047";"MI-047-STANDARD";"Sparkling Water";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"18";"19.158";"16";"8";"4";"4";"56";"56";"true"
"training";"2026-05-29";"Dinner";"MI-048";"MI-048-STANDARD";"Specialty Soda - Gingerella";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"13";"12.684";"13";"7";"3";"3";"63.7";"63.7";"true"
"training";"2026-05-29";"Dinner";"MI-049";"MI-049-STANDARD";"Specialty Soda - Karma Cola";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"11";"11.947";"11";"6";"2";"3";"53.9";"53.9";"true"
"training";"2026-05-29";"Dinner";"MI-050";"MI-050-STANDARD";"Specialty Soda - Lemmy";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"13";"12.579";"13";"7";"3";"3";"63.7";"63.7";"true"
"training";"2026-05-29";"Dinner";"MI-051";"MI-051-STANDARD";"Still Water";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"19";"22.579";"21";"11";"5";"5";"63";"63";"true"
"training";"2026-05-29";"Dinner";"MI-052";"MI-052-STANDARD";"Yuzu Ginger Cha";"Standard";"Drinks";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"10";"11.053";"11";"6";"2";"3";"49.5";"49.5";"true"
"training";"2026-05-29";"Dinner";"MI-053";"MI-053-STANDARD";"Avocado";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"1";"1.579";"1";"1";"0";"0";"2";"2";"true"
"training";"2026-05-29";"Dinner";"MI-054";"MI-054-STANDARD";"63 deg egg";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"2";"2";"1";"0";"1";"5";"5";"true"
"training";"2026-05-29";"Dinner";"MI-055";"MI-055-STANDARD";"Extra Salad";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"2.105";"2";"1";"0";"1";"4";"4";"true"
"training";"2026-05-29";"Dinner";"MI-056";"MI-056-STANDARD";"Standard topping (kimchi, corn, edamame, nori, etc.)";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"1";"1.158";"1";"1";"0";"0";"0.5";"0.5";"true"
"training";"2026-05-29";"Dinner";"MI-057";"MI-057-STANDARD";"Extra Sauce (any)";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"1";"1";"1";"1";"0";"0";"1.5";"1.5";"true"
"training";"2026-05-29";"Dinner";"MI-058";"MI-058-STANDARD";"Extra Sous-vide / Seared Chicken";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"3";"3";"3";"1";"1";"1";"12";"12";"true"
"training";"2026-05-29";"Dinner";"MI-059";"MI-059-STANDARD";"Extra Pan Seared Tofu";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"2.368";"2";"1";"0";"1";"8";"8";"true"
"training";"2026-05-29";"Dinner";"MI-060";"MI-060-STANDARD";"Extra Eggplant";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"4";"4";"4";"2";"1";"1";"16";"16";"true"
"training";"2026-05-29";"Dinner";"MI-061";"MI-061-STANDARD";"Extra Falafels";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"4";"4.263";"4";"2";"1";"1";"20";"20";"true"
"training";"2026-05-29";"Dinner";"MI-062";"MI-062-STANDARD";"Extra Karaage Chicken";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"4";"3.737";"3";"1";"1";"1";"15";"15";"true"
"training";"2026-05-29";"Dinner";"MI-063";"MI-063-STANDARD";"Extra Tiger Prawns";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"2.316";"2";"1";"0";"1";"10";"10";"true"
"training";"2026-05-29";"Dinner";"MI-064";"MI-064-STANDARD";"Extra Aburi / Sashimi Salmon";"Standard";"Add-ons / Modifiers";"Friday";"May";"Autumn";"false";"false";"false";"None";"12.7";"18.2";"78";"5.4";"Rain";"false";"false";"57";"0";"None";"0";"";"0";"false";"0";"2";"2.211";"2";"1";"0";"1";"12";"12";"true"
