forecast_id;forecast_generated_date;forecast_date;forecast_horizon_days;service_period;menu_item_id;menu_variant_id;menu_item_name;portion_size;category;baseline_portions;predicted_portions;lower_bound_portions;upper_bound_portions;forecast_confidence_pct;confirmed_reservation_covers;weather_condition;special_occasion;event_types;key_demand_drivers;predicted_revenue_aud;model_version;is_synthetic
FC-d1f53997-146c-4c7f-9553-64af4a1d408b;2026-08-02;2026-08-07;5;Lunch;MI-007;MI-007-SMALL;Wagyu Beef Bowl;Small;Signature Bowls;6.75;6.688021003720921;;7.42516371193938;;37;;;;;119.72;misecast-demand-p50p90-v1;True
FC-72dadfa6-7752-48e1-b23e-ba08b1586a1e;2026-08-02;2026-08-08;6;Lunch;MI-007;MI-007-SMALL;Wagyu Beef Bowl;Small;Signature Bowls;7.0;6.990527715703419;;7.866103099543382;;39;;;;;125.13;misecast-demand-p50p90-v1;True
FC-7bd6d582-f413-44f1-9a4f-3e0336525a9f;2026-08-02;2026-08-09;7;Lunch;MI-007;MI-007-SMALL;Wagyu Beef Bowl;Small;Signature Bowls;7.25;6.8608687752913715;;7.919286750588797;;30;;;;;122.81;misecast-demand-p50p90-v1;True
FC-5f0c8afe-ec97-42a0-8607-f5855a216840;2026-08-02;2026-08-10;8;Lunch;MI-007;MI-007-SMALL;Wagyu Beef Bowl;Small;Signature Bowls;6.5;6.6846094812025365;;7.440035785026478;;24;;;;;119.65;misecast-demand-p50p90-v1;True
FC-a10e2d48-69de-4edd-bd09-11fc521b7777;2026-08-02;2026-08-11;9;Lunch;MI-007;MI-007-SMALL;Wagyu Beef Bowl;Small;Signature Bowls;6.25;6.689585510477263;;7.410345416956362;;26;;;;;119.74;misecast-demand-p50p90-v1;True
FC-81f2e40f-faf0-4444-9a4b-9b429a56964f;2026-08-02;2026-08-02;0;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;10.75;10.305421528691472;;12.046916100251126;;60;;;;;215.38;misecast-demand-p50p90-v1;True
FC-ecb2bc30-61b8-4204-b894-b7a170bb525d;2026-08-02;2026-08-03;1;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;9.25;9.252573631981205;;10.359595262854857;;38;;;;;193.38;misecast-demand-p50p90-v1;True
FC-10eaeffa-3424-474c-ad20-f232e343251c;2026-08-02;2026-08-04;2;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;9.25;9.174034483143062;;10.38408198916885;;41;;;;;191.74;misecast-demand-p50p90-v1;True
FC-eaf96b70-9234-4556-917f-e3ec4b23e3eb;2026-08-02;2026-08-05;3;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;9.5;9.286887741184572;;10.52057930153806;;36;;;;;194.1;misecast-demand-p50p90-v1;True
FC-8917c33c-115a-44f3-84ae-2064434e733e;2026-08-02;2026-08-06;4;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;9.0;9.11984075552749;;10.43006389890447;;50;;;;;190.6;misecast-demand-p50p90-v1;True
FC-7e86886b-90d1-488e-a3d4-711b5bd53500;2026-08-02;2026-08-07;5;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;10.0;9.288549950560165;;11.132537722053893;;62;;;;;194.13;misecast-demand-p50p90-v1;True
FC-4e02cf03-eecc-477c-8ad4-b7443a897c62;2026-08-02;2026-08-08;6;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;10.5;10.947817998439078;;12.160819426805732;;83;;;;;228.81;misecast-demand-p50p90-v1;True
FC-5f7f65f8-0a24-49e4-8db2-da4e3f6953cc;2026-08-02;2026-08-09;7;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;10.75;10.47476753751213;;12.052880917528432;;47;;;;;218.92;misecast-demand-p50p90-v1;True
FC-dfe30bb9-af50-4b06-990b-14c4d302a70b;2026-08-02;2026-08-10;8;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;9.25;9.273736193186933;;10.491933371448635;;35;;;;;193.82;misecast-demand-p50p90-v1;True
FC-de95e043-df4c-428a-bc17-13be66bfc527;2026-08-02;2026-08-11;9;Dinner;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;9.25;9.279936081440479;;10.485213245864905;;47;;;;;193.95;misecast-demand-p50p90-v1;True
FC-df766685-c788-4333-8aa5-71f32855761e;2026-08-02;2026-08-02;0;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.75;7.039686466004984;;7.856579110820405;;32;;;;;147.13;misecast-demand-p50p90-v1;True
FC-c9c67a8c-ef33-4fe3-b7c9-f00c31f83ad6;2026-08-02;2026-08-03;1;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.75;6.6171762600719175;;7.391243539181258;;22;;;;;138.3;misecast-demand-p50p90-v1;True
FC-029cc89b-60c1-45ed-a334-fbabf16eb059;2026-08-02;2026-08-04;2;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.5;6.691637060897223;;7.396228067205309;;29;;;;;139.86;misecast-demand-p50p90-v1;True
FC-da06d8a9-e092-444c-9f2f-2b7a1ff862a5;2026-08-02;2026-08-05;3;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.25;6.607705464314581;;7.324924345337444;;22;;;;;138.1;misecast-demand-p50p90-v1;True
FC-1c27dc29-09d6-4209-b214-ff3ff76a1d22;2026-08-02;2026-08-06;4;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.0;6.7291859559193625;;7.580110553878983;;36;;;;;140.64;misecast-demand-p50p90-v1;True
FC-16bf606a-3c5c-473e-8a0e-e619a34bcc8c;2026-08-02;2026-08-07;5;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.5;6.693713706495449;;7.420829088800804;;37;;;;;139.9;misecast-demand-p50p90-v1;True
FC-680ce9f8-938e-4d70-baf0-210c3e67a3ed;2026-08-02;2026-08-08;6;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;7.25;7.125202949040435;;8.235674804108646;;39;;;;;148.92;misecast-demand-p50p90-v1;True
FC-d4c8a5d1-e9f1-4817-8cad-50996f9f0164;2026-08-02;2026-08-09;7;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.75;7.045867888450969;;7.864883504936872;;30;;;;;147.26;misecast-demand-p50p90-v1;True
FC-130e7f12-1ea1-4c8c-867e-486e5a2dd07f;2026-08-02;2026-08-10;8;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.75;6.710798605481877;;7.408370413131284;;24;;;;;140.26;misecast-demand-p50p90-v1;True
FC-023d0a2a-93d1-49b3-bf30-92e39ab875e9;2026-08-02;2026-08-11;9;Lunch;MI-007;MI-007-LARGE;Wagyu Beef Bowl;Large;Signature Bowls;6.5;6.694645425071251;;7.41141328121476;;26;;;;;139.92;misecast-demand-p50p90-v1;True
FC-9e90b390-d26b-4dc1-920b-0e5b19ab21ed;2026-08-02;2026-08-02;0;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;10.25;10.36453415966825;;11.06723702123561;;60;;;;;175.16;misecast-demand-p50p90-v1;True
FC-640e8c01-c1c6-49ee-b506-2446f7cca331;2026-08-02;2026-08-03;1;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;9.25;9.216596155098054;;9.974068082869401;;38;;;;;155.76;misecast-demand-p50p90-v1;True
FC-387dd55b-f051-488d-b949-145dac1da61f;2026-08-02;2026-08-04;2;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;8.75;8.560034327090198;;9.849647431290787;;41;;;;;144.66;misecast-demand-p50p90-v1;True
FC-ac68d826-87b2-49d0-a380-6d5bb4f0d568;2026-08-02;2026-08-05;3;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;8.5;8.512788424369035;;9.790153839545653;;36;;;;;143.87;misecast-demand-p50p90-v1;True
FC-df6146ae-8e34-479e-b0a3-732143e8f444;2026-08-02;2026-08-06;4;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;7.75;8.58672100998731;;9.723074028849197;;50;;;;;145.12;misecast-demand-p50p90-v1;True
FC-7f7d85d6-a8fe-4efe-a3c6-9428af0528dc;2026-08-02;2026-08-07;5;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;9.5;8.837953687178475;;10.157673669936916;;62;;;;;149.36;misecast-demand-p50p90-v1;True
FC-4bea0c9b-3c83-434a-8222-c67e07fb2977;2026-08-02;2026-08-08;6;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;10.75;10.937351418567568;;11.984328818331356;;83;;;;;184.84;misecast-demand-p50p90-v1;True
FC-aaf36ecf-e4e9-457f-9d95-9abfd9df4e58;2026-08-02;2026-08-09;7;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;10.25;10.463811921108112;;11.16262112879904;;47;;;;;176.84;misecast-demand-p50p90-v1;True
FC-8df7f870-8027-4bbb-bc80-eddcc007c0ca;2026-08-02;2026-08-10;8;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;9.25;9.191222132958414;;10.112890086499265;;35;;;;;155.33;misecast-demand-p50p90-v1;True
FC-ad0a8587-ef1d-4fd6-b162-9846e3629e55;2026-08-02;2026-08-11;9;Dinner;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;8.75;8.612533570229592;;9.9617403307141;;47;;;;;145.55;misecast-demand-p50p90-v1;True
FC-c548c206-1624-466b-b772-4099faea2877;2026-08-02;2026-08-02;0;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;7.0;6.856387948835614;;7.750180253870832;;32;;;;;115.87;misecast-demand-p50p90-v1;True
FC-664825b9-c2d7-4638-b089-b40272e1bd2b;2026-08-02;2026-08-03;1;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;6.5;6.564506834702565;;7.164228026012779;;22;;;;;110.94;misecast-demand-p50p90-v1;True
FC-3f44c71f-bc5d-497c-8d96-2aefa62b8073;2026-08-02;2026-08-04;2;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;6.25;6.555899303144262;;6.99229427991928;;29;;;;;110.79;misecast-demand-p50p90-v1;True
FC-5ff2d732-0fa1-4cb0-bf54-85cf6a0ba33e;2026-08-02;2026-08-05;3;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;6.75;6.484398427467812;;7.194245528391538;;22;;;;;109.59;misecast-demand-p50p90-v1;True
FC-294e684b-f034-46ab-b540-8e7eefedccc6;2026-08-02;2026-08-06;4;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;6.5;6.594474209846331;;7.216225141003;;36;;;;;111.45;misecast-demand-p50p90-v1;True
FC-d988018a-c0ac-4e8d-b976-55b4ce43cec2;2026-08-02;2026-08-07;5;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;6.75;6.575131048037258;;7.166221431233759;;37;;;;;111.12;misecast-demand-p50p90-v1;True
FC-8c547bb1-865f-4a33-a295-3032521c6882;2026-08-02;2026-08-08;6;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;6.75;7.043738931298435;;7.586981011017947;;39;;;;;119.04;misecast-demand-p50p90-v1;True
FC-eeb69816-5a06-469c-b72e-96638923c4ab;2026-08-02;2026-08-09;7;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;7.0;6.8428591259887295;;7.786054467795124;;30;;;;;115.64;misecast-demand-p50p90-v1;True
FC-9af095c3-3431-4353-b2d7-26873855a428;2026-08-02;2026-08-10;8;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;6.5;6.585241073387567;;7.197052564613162;;24;;;;;111.29;misecast-demand-p50p90-v1;True
FC-cebcae39-48ab-4d51-b108-bae124d8d70a;2026-08-02;2026-08-11;9;Lunch;MI-008;MI-008-SMALL;Karaage Chicken Bowl;Small;Signature Bowls;6.25;6.533245318973434;;7.0184664972591575;;26;;;;;110.41;misecast-demand-p50p90-v1;True
FC-d81765ed-345b-4c95-9849-de0659581ad9;2026-08-02;2026-08-02;0;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;10.5;10.28025230728196;;11.530694730697324;;60;;;;;204.58;misecast-demand-p50p90-v1;True
FC-d0eb1ad2-70ab-4e18-a3ad-13c8fdd2c3d0;2026-08-02;2026-08-03;1;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;9.5;9.167234220827593;;10.016735572689718;;38;;;;;182.43;misecast-demand-p50p90-v1;True
FC-adc20aca-9cab-4f82-9be6-c5e8cbdcd14c;2026-08-02;2026-08-04;2;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;8.75;8.763139095822282;;9.863822731052531;;41;;;;;174.39;misecast-demand-p50p90-v1;True
FC-63bd933f-a6c4-405c-b7cd-94d9bf36322f;2026-08-02;2026-08-05;3;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;8.5;8.468524165009985;;9.788554762175785;;36;;;;;168.52;misecast-demand-p50p90-v1;True
FC-d992a5f2-1855-4696-8967-ef812eb723db;2026-08-02;2026-08-06;4;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;8.5;8.427936006259351;;9.782187448593692;;50;;;;;167.72;misecast-demand-p50p90-v1;True
FC-939989e4-23d1-44b2-9f3d-ee11d5089947;2026-08-02;2026-08-07;5;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;9.75;9.196512247174352;;10.73649098478107;;62;;;;;183.01;misecast-demand-p50p90-v1;True
FC-020b8d33-ae89-46d9-9a4e-2d2987cfe539;2026-08-02;2026-08-08;6;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;11.0;10.938982256794379;;11.89807735425373;;83;;;;;217.69;misecast-demand-p50p90-v1;True
FC-e30713fb-da43-44df-92f2-df83ea0195dc;2026-08-02;2026-08-09;7;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;10.5;10.440090678552775;;11.60939755600158;;47;;;;;207.76;misecast-demand-p50p90-v1;True
FC-ba844bc5-c256-49fc-ad9e-45c2938d7358;2026-08-02;2026-08-10;8;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;9.5;9.134921778134826;;10.106256133254442;;35;;;;;181.78;misecast-demand-p50p90-v1;True
FC-97f91d82-6ab8-4a72-8c52-676e780ba400;2026-08-02;2026-08-11;9;Dinner;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;8.75;8.73127319502671;;9.953315428341602;;47;;;;;173.75;misecast-demand-p50p90-v1;True
FC-ccb6ffa8-6d80-4def-ba7c-3714eb52d777;2026-08-02;2026-08-02;0;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;7.5;6.928662236793651;;7.478040360671936;;32;;;;;137.88;misecast-demand-p50p90-v1;True
FC-d981e14c-db69-4b9e-a27b-2873d888249b;2026-08-02;2026-08-03;1;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;5.75;5.988540484138972;;6.925857347535309;;22;;;;;119.17;misecast-demand-p50p90-v1;True
FC-5cbdef19-a9fd-49a7-b501-3c2542c0fbac;2026-08-02;2026-08-04;2;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;6.5;6.210250128649227;;6.973127335115426;;29;;;;;123.58;misecast-demand-p50p90-v1;True
FC-d1d16213-dddd-4901-92fa-2560c6c3015b;2026-08-02;2026-08-05;3;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;6.75;6.184284693595964;;7.001997325644384;;22;;;;;123.07;misecast-demand-p50p90-v1;True
FC-9f7105a6-688f-4a22-aa7d-499c240a7fb1;2026-08-02;2026-08-06;4;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;6.0;6.265399663200543;;6.974489768334439;;36;;;;;124.68;misecast-demand-p50p90-v1;True
FC-bc27e11b-788e-42e1-a024-b98e2dbae124;2026-08-02;2026-08-07;5;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;6.0;6.281184384690002;;6.966710624793742;;37;;;;;125.0;misecast-demand-p50p90-v1;True
FC-f2321320-a044-49a0-8f95-3b7c665a8352;2026-08-02;2026-08-08;6;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;6.5;6.4423043601595325;;7.2473702473755015;;39;;;;;128.2;misecast-demand-p50p90-v1;True
FC-785bb661-dd54-4918-83e1-35bd2bab4cd1;2026-08-02;2026-08-09;7;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;7.5;6.9895638840424965;;7.486412627083754;;30;;;;;139.09;misecast-demand-p50p90-v1;True
FC-e17224ff-e730-480a-ab66-ac149c3e4a35;2026-08-02;2026-08-10;8;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;5.75;5.970462839291875;;6.93370184182721;;24;;;;;118.81;misecast-demand-p50p90-v1;True
FC-a6653d4b-1dbe-449c-979b-e90b55bf360d;2026-08-02;2026-08-11;9;Lunch;MI-008;MI-008-LARGE;Karaage Chicken Bowl;Large;Signature Bowls;6.5;6.212326224969977;;6.968781010357008;;26;;;;;123.63;misecast-demand-p50p90-v1;True
FC-73a09fc3-5d7c-49e0-b0b7-4b9bb38328c3;2026-08-02;2026-08-02;0;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;11.75;11.127096464910172;;12.80971545902782;;60;;;;;210.3;misecast-demand-p50p90-v1;True
FC-8e15a8ad-e5ef-4c23-9382-09d272af3f4c;2026-08-02;2026-08-03;1;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;9.25;9.227978796833542;;10.421885186806243;;38;;;;;174.41;misecast-demand-p50p90-v1;True
FC-a8eb06f8-3f30-4049-839a-c553905d3f07;2026-08-02;2026-08-04;2;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;9.75;9.599066947844445;;11.22669407288002;;41;;;;;181.42;misecast-demand-p50p90-v1;True
FC-dee60f1f-5b73-41d2-a361-c187ae714c19;2026-08-02;2026-08-05;3;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;10.25;9.757056277662059;;11.280548552741248;;36;;;;;184.41;misecast-demand-p50p90-v1;True
FC-6d8cd1d9-9542-4d99-b3ca-b79b9bddfdc9;2026-08-02;2026-08-06;4;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;10.25;9.781229236397689;;11.310955577760955;;50;;;;;184.87;misecast-demand-p50p90-v1;True
FC-da0eb2b5-e1c8-4266-8d6b-cd9efb9fb505;2026-08-02;2026-08-07;5;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;9.5;9.45492246815903;;10.621755294523041;;62;;;;;178.7;misecast-demand-p50p90-v1;True
FC-2a548147-417b-4f14-ae80-8106e58cd41c;2026-08-02;2026-08-08;6;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;11.5;11.815202156296172;;12.700519781555276;;83;;;;;223.31;misecast-demand-p50p90-v1;True
FC-53a85a91-a47a-4c56-ba07-e4cc2fee17ce;2026-08-02;2026-08-09;7;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;11.75;11.09754613202322;;12.717346215408373;;47;;;;;209.74;misecast-demand-p50p90-v1;True
FC-67f870a1-6fdc-4a0f-ae2d-243a05a2a810;2026-08-02;2026-08-10;8;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;9.25;9.20813676630516;;10.666391072568294;;35;;;;;174.03;misecast-demand-p50p90-v1;True
FC-29b39bd0-68db-43f5-b636-bba677bb8fea;2026-08-02;2026-08-11;9;Dinner;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;9.75;9.383406736779857;;11.396187005494875;;47;;;;;177.35;misecast-demand-p50p90-v1;True
FC-d97d5682-c8ad-4f20-b055-9ff86daf010b;2026-08-02;2026-08-02;0;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;8.0;8.094526727703974;;8.998443390826875;;32;;;;;152.99;misecast-demand-p50p90-v1;True
FC-5b874b62-77fb-40cf-98cc-c9af72eeb0dd;2026-08-02;2026-08-03;1;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;7.75;7.311994562019968;;8.853037186011065;;22;;;;;138.2;misecast-demand-p50p90-v1;True
FC-969fe98b-9a4b-4cd4-a19b-1f66be3eff39;2026-08-02;2026-08-04;2;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;7.75;7.869003922354806;;8.89196963670067;;29;;;;;148.72;misecast-demand-p50p90-v1;True
FC-b367a0a2-e90d-42cf-97b4-fbf81d1bc7bb;2026-08-02;2026-08-05;3;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;7.75;7.727336331278032;;8.948891576563442;;22;;;;;146.05;misecast-demand-p50p90-v1;True
FC-0e655367-b62d-40a9-be39-a7a321c7aa04;2026-08-02;2026-08-06;4;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;8.25;7.9352306455537605;;8.98339980354534;;36;;;;;149.98;misecast-demand-p50p90-v1;True
FC-2d0813a8-e62a-4bf6-b6e5-64f6e1cd18cc;2026-08-02;2026-08-07;5;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;8.0;7.940739256383864;;8.903357366819915;;37;;;;;150.08;misecast-demand-p50p90-v1;True
FC-2eca660f-39ef-4fa6-ac9c-df114288f1de;2026-08-02;2026-08-08;6;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;8.5;8.068949914297699;;9.0821392034082;;39;;;;;152.5;misecast-demand-p50p90-v1;True
FC-cf87af97-6fb3-442d-ab95-542063bda86f;2026-08-02;2026-08-09;7;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;8.0;8.096546426286691;;9.078837229694113;;30;;;;;153.02;misecast-demand-p50p90-v1;True
FC-2101440f-6f44-430c-8985-08445232ca98;2026-08-02;2026-08-10;8;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;7.75;7.444157872112532;;8.97032431065868;;24;;;;;140.69;misecast-demand-p50p90-v1;True
FC-28a0fe53-dab7-4a0b-a1a5-d29cceca0ab1;2026-08-02;2026-08-11;9;Lunch;MI-009;MI-009-SMALL;Power Meal;Small;Signature Bowls;7.75;7.81944887510225;;8.971744054704063;;26;;;;;147.79;misecast-demand-p50p90-v1;True
FC-987482f1-1123-4b56-9b3c-c8c7aa134d3d;2026-08-02;2026-08-02;0;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;11.5;10.958517629403586;;13.08163843367736;;60;;;;;239.99;misecast-demand-p50p90-v1;True
FC-61b0d4b9-d75b-4f75-83cf-dd4de9751d69;2026-08-02;2026-08-03;1;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;9.75;9.676695681331282;;11.063274847216436;;38;;;;;211.92;misecast-demand-p50p90-v1;True
FC-dff26053-9934-40b0-8a02-2aecaa943b1a;2026-08-02;2026-08-04;2;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;9.75;9.693584536842037;;11.122400313038742;;41;;;;;212.29;misecast-demand-p50p90-v1;True
FC-716dfb6e-2e41-4da4-a1d8-11a955a4dbf6;2026-08-02;2026-08-05;3;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;10.75;9.875870662805138;;11.81407313506375;;36;;;;;216.28;misecast-demand-p50p90-v1;True
FC-95d6cd1f-3852-429d-9959-de63aae21061;2026-08-02;2026-08-06;4;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;10.5;9.887359036273843;;11.736048315980373;;50;;;;;216.53;misecast-demand-p50p90-v1;True
FC-8b8a5c04-c9ed-4e57-a268-c9eab361b0ac;2026-08-02;2026-08-07;5;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;9.75;9.609864768807984;;11.233086014497882;;62;;;;;210.46;misecast-demand-p50p90-v1;True
FC-1da8e7b4-78b7-480a-bfff-31168a6ed053;2026-08-02;2026-08-08;6;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;11.75;11.838581658135025;;12.9277520120272;;83;;;;;259.26;misecast-demand-p50p90-v1;True
FC-9e4e8988-1afb-4e78-a2ce-f744b6246655;2026-08-02;2026-08-09;7;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;11.5;10.941329296108723;;13.057725257261069;;47;;;;;239.62;misecast-demand-p50p90-v1;True
FC-e2adc230-0f6f-495e-baaa-cd05072ab669;2026-08-02;2026-08-10;8;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;9.75;9.613930177230172;;11.369194782930542;;35;;;;;210.55;misecast-demand-p50p90-v1;True
FC-d29926f6-d604-4391-af88-731205ff26ab;2026-08-02;2026-08-11;9;Dinner;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;9.75;9.49817150524932;;11.379306700677343;;47;;;;;208.01;misecast-demand-p50p90-v1;True
FC-7b5baefd-434d-41b6-b1db-c653df448bec;2026-08-02;2026-08-02;0;Lunch;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;8.25;7.969471014993117;;9.2052166787894;;32;;;;;174.53;misecast-demand-p50p90-v1;True
FC-00a65d0a-8b81-475c-b090-7637a57c8300;2026-08-02;2026-08-03;1;Lunch;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;7.5;7.1796793198197815;;8.321507326275675;;22;;;;;157.23;misecast-demand-p50p90-v1;True
FC-a1fc4dc1-ba45-409b-85ed-985a4d8dabf3;2026-08-02;2026-08-04;2;Lunch;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;7.25;7.828519433906736;;8.274291839379565;;29;;;;;171.44;misecast-demand-p50p90-v1;True
FC-4bf5e685-accc-45fa-b91b-b0e33e974cbf;2026-08-02;2026-08-05;3;Lunch;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;7.5;7.709250121031503;;8.396040596847541;;22;;;;;168.83;misecast-demand-p50p90-v1;True
FC-afeb04be-74d4-44e1-8b58-5fd1e1f69d64;2026-08-02;2026-08-06;4;Lunch;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;8.5;8.0403954387784;;9.149738747964141;;36;;;;;176.08;misecast-demand-p50p90-v1;True
FC-21a81783-c857-45f4-a7d8-2700803dcb6f;2026-08-02;2026-08-07;5;Lunch;MI-009;MI-009-LARGE;Power Meal;Large;Signature Bowls;7.75;7.940184718949779;;8.89529225263621;;37;;;;;173.89;misecast-demand-p50p90-v1;True
