"file_name;""field_order"";""field_name"";""data_type"";""required_for_join_or_model"";""description"""
"order_recommendations.csv;""3"";""ingredient_id"";""text"";""Yes"";""Ingredient id."""
"order_recommendations.csv;""4"";""ingredient_name"";""text"";""Depends on feature"";""Ingredient name."""
"order_recommendations.csv;""5"";""unit"";""text"";""Depends on feature"";""Unit."""
"order_recommendations.csv;""6"";""order_required"";""boolean"";""Depends on feature"";""Order required."""
"order_recommendations.csv;""7"";""forecast_demand_quantity"";""number"";""Depends on feature"";""Forecast demand quantity."""
"order_recommendations.csv;""8"";""usable_current_inventory_quantity"";""number"";""Depends on feature"";""Usable current inventory quantity."""
"order_recommendations.csv;""9"";""safety_stock_quantity"";""number"";""Depends on feature"";""Safety stock quantity."""
"order_recommendations.csv;""10"";""raw_order_requirement_quantity"";""number"";""Depends on feature"";""Raw order requirement quantity."""
"order_recommendations.csv;""11"";""recommended_order_packs"";""text"";""Depends on feature"";""Recommended order packs."""
"order_recommendations.csv;""12"";""pack_size"";""number"";""Depends on feature"";""Pack size."""
"order_recommendations.csv;""13"";""recommended_order_quantity"";""number"";""Depends on feature"";""Recommended order quantity."""
"order_recommendations.csv;""14"";""projected_end_stock_after_order"";""text"";""Depends on feature"";""Projected end stock after order."""
"order_recommendations.csv;""15"";""supplier_id"";""text"";""Yes"";""Supplier id."""
"order_recommendations.csv;""16"";""supplier_name"";""text"";""Depends on feature"";""Supplier name."""
"order_recommendations.csv;""17"";""unit_cost_aud"";""number"";""Depends on feature"";""Unit cost aud."""
"order_recommendations.csv;""18"";""line_subtotal_aud"";""text"";""Depends on feature"";""Line subtotal aud."""
"order_recommendations.csv;""19"";""supplier_delivery_fee_aud"";""number"";""Depends on feature"";""Supplier delivery fee aud."""
"order_recommendations.csv;""20"";""estimated_total_supplier_order_aud"";""text"";""Depends on feature"";""Estimated total supplier order aud."""
"order_recommendations.csv;""21"";""order_cutoff_time"";""time"";""Depends on feature"";""Order cutoff time."""
"order_recommendations.csv;""22"";""expected_delivery_date"";""date"";""Yes"";""Expected delivery date."""
"order_recommendations.csv;""23"";""order_urgency"";""text"";""Depends on feature"";""Order urgency."""
"order_recommendations.csv;""24"";""recommendation_reason"";""text"";""Depends on feature"";""Recommendation reason."""
"order_recommendations.csv;""25"";""is_synthetic"";""boolean"";""Depends on feature"";""Is synthetic."""
"expiry_menu_actions.csv;""1"";""expiry_action_id"";""text"";""Yes"";""Expiry action id."""
"expiry_menu_actions.csv;""2"";""action_generated_date"";""date"";""Yes"";""Action generated date."""
"expiry_menu_actions.csv;""3"";""batch_id"";""text"";""Yes"";""Batch id."""
"expiry_menu_actions.csv;""4"";""ingredient_id"";""text"";""Yes"";""Ingredient id."""
"expiry_menu_actions.csv;""5"";""ingredient_name"";""text"";""Depends on feature"";""Ingredient name."""
"expiry_menu_actions.csv;""6"";""expiry_date"";""date"";""Yes"";""Expiry date."""
"expiry_menu_actions.csv;""7"";""days_until_expiry"";""number"";""Depends on feature"";""Days until expiry."""
"expiry_menu_actions.csv;""8"";""batch_quantity_remaining"";""number"";""Depends on feature"";""Batch quantity remaining."""
"expiry_menu_actions.csv;""9"";""unit"";""text"";""Depends on feature"";""Unit."""
"expiry_menu_actions.csv;""10"";""projected_batch_usage_before_expiry"";""text"";""Depends on feature"";""Projected batch usage before expiry."""
"expiry_menu_actions.csv;""11"";""projected_waste_quantity"";""number"";""Depends on feature"";""Projected waste quantity."""
"expiry_menu_actions.csv;""12"";""inventory_value_at_risk_aud"";""number"";""Depends on feature"";""Inventory value at risk aud."""
"expiry_menu_actions.csv;""13"";""expiry_risk_level"";""text"";""Depends on feature"";""Expiry risk level."""
"expiry_menu_actions.csv;""14"";""recommended_menu_item_id"";""text"";""Yes"";""Recommended menu item id."""
"expiry_menu_actions.csv;""15"";""recommended_menu_variant_id"";""text"";""Yes"";""Recommended menu variant id."""
"expiry_menu_actions.csv;""16"";""recommended_menu_item_name"";""text"";""Depends on feature"";""Recommended menu item name."""
"expiry_menu_actions.csv;""17"";""ingredient_quantity_per_portion"";""number"";""Depends on feature"";""Ingredient quantity per portion."""
"expiry_menu_actions.csv;""18"";""recommended_additional_portions"";""number"";""Depends on feature"";""Recommended additional portions."""
"expiry_menu_actions.csv;""19"";""recommended_discount_pct"";""number"";""Depends on feature"";""Recommended discount pct."""
"expiry_menu_actions.csv;""20"";""promotion_start_date"";""date"";""Yes"";""Promotion start date."""
"expiry_menu_actions.csv;""21"";""promotion_end_date"";""date"";""Yes"";""Promotion end date."""
"expiry_menu_actions.csv;""22"";""estimated_incremental_revenue_aud"";""number"";""Depends on feature"";""Estimated incremental revenue aud."""
"expiry_menu_actions.csv;""23"";""estimated_waste_value_avoided_aud"";""number"";""Depends on feature"";""Estimated waste value avoided aud."""
"expiry_menu_actions.csv;""24"";""recommended_action"";""text"";""Depends on feature"";""Recommended action."""
"expiry_menu_actions.csv;""25"";""is_synthetic"";""boolean"";""Depends on feature"";""Is synthetic."""
"data_assumptions.csv;""1"";""assumption_id"";""text"";""Yes"";""Assumption id."""
"data_assumptions.csv;""2"";""category"";""text"";""Depends on feature"";""Category."""
"data_assumptions.csv;""3"";""affected_entities"";""text"";""Depends on feature"";""Affected entities."""
"data_assumptions.csv;""4"";""assumption"";""text"";""Depends on feature"";""Assumption."""
"data_assumptions.csv;""5"";""value"";""number"";""Depends on feature"";""Value."""
"data_assumptions.csv;""6"";""rationale"";""number"";""Depends on feature"";""Rationale."""
"data_assumptions.csv;""7"";""replacement_required"";""text"";""Depends on feature"";""Replacement required."""
"data_assumptions.csv;""8"";""is_synthetic"";""boolean"";""Depends on feature"";""Is synthetic."""
