"sales_record_id;""restaurant_id"";""date"";""service_period"";""channel"";""menu_item_id"";""menu_variant_id"";""menu_item_name"";""portion_size"";""quantity_sold"";""unit_price_aud"";""discount_pct"";""gross_sales_aud"";""net_sales_aud"";""promotion_id"";""is_synthetic"""
"SALE-20260527-L-MI-013-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-013"";""MI-013-STANDARD"";""Tofu Bento"";""Standard"";""3"";""12.9"";""0"";""38.7"";""38.7"";"""";""true"""
"SALE-20260527-L-MI-013-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-013"";""MI-013-STANDARD"";""Tofu Bento"";""Standard"";""3"";""12.9"";""0"";""38.7"";""38.7"";"""";""true"""
"SALE-20260527-L-MI-014-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-014"";""MI-014-SMALL"";""Create Your Own - Sous-vide Chicken - Small"";""Small"";""3"";""15.9"";""0"";""47.7"";""47.7"";"""";""true"""
"SALE-20260527-L-MI-014-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-014"";""MI-014-SMALL"";""Create Your Own - Sous-vide Chicken - Small"";""Small"";""1"";""15.9"";""0"";""15.9"";""15.9"";"""";""true"""
"SALE-20260527-L-MI-014-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-014"";""MI-014-SMALL"";""Create Your Own - Sous-vide Chicken - Small"";""Small"";""1"";""15.9"";""0"";""15.9"";""15.9"";"""";""true"""
"SALE-20260527-L-MI-014-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-014"";""MI-014-LARGE"";""Create Your Own - Sous-vide Chicken - Large"";""Large"";""3"";""18.9"";""0"";""56.7"";""56.7"";"""";""true"""
"SALE-20260527-L-MI-014-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-014"";""MI-014-LARGE"";""Create Your Own - Sous-vide Chicken - Large"";""Large"";""1"";""18.9"";""0"";""18.9"";""18.9"";"""";""true"""
"SALE-20260527-L-MI-014-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-014"";""MI-014-LARGE"";""Create Your Own - Sous-vide Chicken - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260527-L-MI-015-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-015"";""MI-015-SMALL"";""Create Your Own - Seared Chicken - Small"";""Small"";""3"";""15.9"";""0"";""47.7"";""47.7"";"""";""true"""
"SALE-20260527-L-MI-015-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-015"";""MI-015-SMALL"";""Create Your Own - Seared Chicken - Small"";""Small"";""1"";""15.9"";""0"";""15.9"";""15.9"";"""";""true"""
"SALE-20260527-L-MI-015-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-015"";""MI-015-SMALL"";""Create Your Own - Seared Chicken - Small"";""Small"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260527-L-MI-015-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-015"";""MI-015-LARGE"";""Create Your Own - Seared Chicken - Large"";""Large"";""4"";""18.9"";""0"";""75.6"";""75.6"";"""";""true"""
"SALE-20260527-L-MI-015-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-015"";""MI-015-LARGE"";""Create Your Own - Seared Chicken - Large"";""Large"";""1"";""18.9"";""0"";""18.9"";""18.9"";"""";""true"""
"SALE-20260527-L-MI-015-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-015"";""MI-015-LARGE"";""Create Your Own - Seared Chicken - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260527-L-MI-016-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-016"";""MI-016-SMALL"";""Create Your Own - Pan-seared Tofu - Small"";""Small"";""4"";""15.9"";""0"";""63.6"";""63.6"";"""";""true"""
"SALE-20260527-L-MI-016-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-016"";""MI-016-SMALL"";""Create Your Own - Pan-seared Tofu - Small"";""Small"";""1"";""15.9"";""0"";""15.9"";""15.9"";"""";""true"""
"SALE-20260527-L-MI-016-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-016"";""MI-016-SMALL"";""Create Your Own - Pan-seared Tofu - Small"";""Small"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260527-L-MI-016-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-016"";""MI-016-LARGE"";""Create Your Own - Pan-seared Tofu - Large"";""Large"";""3"";""18.9"";""0"";""56.7"";""56.7"";"""";""true"""
"SALE-20260527-L-MI-016-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-016"";""MI-016-LARGE"";""Create Your Own - Pan-seared Tofu - Large"";""Large"";""1"";""18.9"";""0"";""18.9"";""18.9"";"""";""true"""
"SALE-20260527-L-MI-016-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-016"";""MI-016-LARGE"";""Create Your Own - Pan-seared Tofu - Large"";""Large"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260527-L-MI-017-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-017"";""MI-017-SMALL"";""Create Your Own - Crispy Eggplant - Small"";""Small"";""3"";""16.9"";""0"";""50.7"";""50.7"";"""";""true"""
"SALE-20260527-L-MI-017-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-017"";""MI-017-SMALL"";""Create Your Own - Crispy Eggplant - Small"";""Small"";""1"";""16.9"";""0"";""16.9"";""16.9"";"""";""true"""
"SALE-20260527-L-MI-017-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-017"";""MI-017-SMALL"";""Create Your Own - Crispy Eggplant - Small"";""Small"";""2"";""16.9"";""0"";""33.8"";""33.8"";"""";""true"""
"SALE-20260527-L-MI-017-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-017"";""MI-017-LARGE"";""Create Your Own - Crispy Eggplant - Large"";""Large"";""4"";""19.9"";""0"";""79.6"";""79.6"";"""";""true"""
"SALE-20260527-L-MI-017-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-017"";""MI-017-LARGE"";""Create Your Own - Crispy Eggplant - Large"";""Large"";""1"";""19.9"";""0"";""19.9"";""19.9"";"""";""true"""
"SALE-20260527-L-MI-017-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-017"";""MI-017-LARGE"";""Create Your Own - Crispy Eggplant - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260527-L-MI-018-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-018"";""MI-018-SMALL"";""Create Your Own - Miso Beet Falafel - Small"";""Small"";""4"";""16.9"";""0"";""67.6"";""67.6"";"""";""true"""
"SALE-20260527-L-MI-018-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-018"";""MI-018-SMALL"";""Create Your Own - Miso Beet Falafel - Small"";""Small"";""1"";""16.9"";""0"";""16.9"";""16.9"";"""";""true"""
"SALE-20260527-L-MI-018-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-018"";""MI-018-SMALL"";""Create Your Own - Miso Beet Falafel - Small"";""Small"";""2"";""16.9"";""0"";""33.8"";""33.8"";"""";""true"""
"SALE-20260527-L-MI-018-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-018"";""MI-018-LARGE"";""Create Your Own - Miso Beet Falafel - Large"";""Large"";""4"";""19.9"";""0"";""79.6"";""79.6"";"""";""true"""
"SALE-20260527-L-MI-018-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-018"";""MI-018-LARGE"";""Create Your Own - Miso Beet Falafel - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260527-L-MI-018-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-018"";""MI-018-LARGE"";""Create Your Own - Miso Beet Falafel - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260527-L-MI-019-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-019"";""MI-019-SMALL"";""Create Your Own - Tiger Prawns - Small"";""Small"";""3"";""16.9"";""0"";""50.7"";""50.7"";"""";""true"""
"SALE-20260527-L-MI-019-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-019"";""MI-019-SMALL"";""Create Your Own - Tiger Prawns - Small"";""Small"";""1"";""16.9"";""0"";""16.9"";""16.9"";"""";""true"""
"SALE-20260527-L-MI-019-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-019"";""MI-019-SMALL"";""Create Your Own - Tiger Prawns - Small"";""Small"";""1"";""16.9"";""0"";""16.9"";""16.9"";"""";""true"""
"SALE-20260527-L-MI-019-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-019"";""MI-019-LARGE"";""Create Your Own - Tiger Prawns - Large"";""Large"";""3"";""19.9"";""0"";""59.7"";""59.7"";"""";""true"""
"SALE-20260527-L-MI-019-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-019"";""MI-019-LARGE"";""Create Your Own - Tiger Prawns - Large"";""Large"";""1"";""19.9"";""0"";""19.9"";""19.9"";"""";""true"""
"SALE-20260527-L-MI-019-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-019"";""MI-019-LARGE"";""Create Your Own - Tiger Prawns - Large"";""Large"";""2"";""19.9"";""0"";""39.8"";""39.8"";"""";""true"""
"SALE-20260527-L-MI-020-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-020"";""MI-020-SMALL"";""Create Your Own - Karaage Chicken - Small"";""Small"";""3"";""17.9"";""0"";""53.7"";""53.7"";"""";""true"""
"SALE-20260527-L-MI-020-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-020"";""MI-020-SMALL"";""Create Your Own - Karaage Chicken - Small"";""Small"";""1"";""17.9"";""0"";""17.9"";""17.9"";"""";""true"""
"SALE-20260527-L-MI-020-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-020"";""MI-020-SMALL"";""Create Your Own - Karaage Chicken - Small"";""Small"";""2"";""17.9"";""0"";""35.8"";""35.8"";"""";""true"""
"SALE-20260527-L-MI-020-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-020"";""MI-020-LARGE"";""Create Your Own - Karaage Chicken - Large"";""Large"";""4"";""20.9"";""0"";""83.6"";""83.6"";"""";""true"""
"SALE-20260527-L-MI-020-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-020"";""MI-020-LARGE"";""Create Your Own - Karaage Chicken - Large"";""Large"";""1"";""20.9"";""0"";""20.9"";""20.9"";"""";""true"""
"SALE-20260527-L-MI-020-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-020"";""MI-020-LARGE"";""Create Your Own - Karaage Chicken - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260527-L-MI-021-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-021"";""MI-021-SMALL"";""Create Your Own - Sashimi Salmon - Small"";""Small"";""3"";""17.9"";""0"";""53.7"";""53.7"";"""";""true"""
"SALE-20260527-L-MI-021-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-021"";""MI-021-SMALL"";""Create Your Own - Sashimi Salmon - Small"";""Small"";""1"";""17.9"";""0"";""17.9"";""17.9"";"""";""true"""
"SALE-20260527-L-MI-021-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-021"";""MI-021-SMALL"";""Create Your Own - Sashimi Salmon - Small"";""Small"";""2"";""17.9"";""0"";""35.8"";""35.8"";"""";""true"""
"SALE-20260527-L-MI-021-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-021"";""MI-021-LARGE"";""Create Your Own - Sashimi Salmon - Large"";""Large"";""4"";""20.9"";""0"";""83.6"";""83.6"";"""";""true"""
"SALE-20260527-L-MI-021-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-021"";""MI-021-LARGE"";""Create Your Own - Sashimi Salmon - Large"";""Large"";""1"";""20.9"";""0"";""20.9"";""20.9"";"""";""true"""
"SALE-20260527-L-MI-021-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-021"";""MI-021-LARGE"";""Create Your Own - Sashimi Salmon - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260527-L-MI-022-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-022"";""MI-022-SMALL"";""Create Your Own - Sashimi Tuna - Small"";""Small"";""3"";""17.9"";""0"";""53.7"";""53.7"";"""";""true"""
"SALE-20260527-L-MI-022-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-022"";""MI-022-SMALL"";""Create Your Own - Sashimi Tuna - Small"";""Small"";""1"";""17.9"";""0"";""17.9"";""17.9"";"""";""true"""
"SALE-20260527-L-MI-022-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-022"";""MI-022-SMALL"";""Create Your Own - Sashimi Tuna - Small"";""Small"";""1"";""17.9"";""0"";""17.9"";""17.9"";"""";""true"""
"SALE-20260527-L-MI-022-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-022"";""MI-022-LARGE"";""Create Your Own - Sashimi Tuna - Large"";""Large"";""3"";""20.9"";""0"";""62.7"";""62.7"";"""";""true"""
"SALE-20260527-L-MI-022-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-022"";""MI-022-LARGE"";""Create Your Own - Sashimi Tuna - Large"";""Large"";""1"";""20.9"";""0"";""20.9"";""20.9"";"""";""true"""
"SALE-20260527-L-MI-022-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-022"";""MI-022-LARGE"";""Create Your Own - Sashimi Tuna - Large"";""Large"";""2"";""20.9"";""0"";""41.8"";""41.8"";"""";""true"""
"SALE-20260527-L-MI-023-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-023"";""MI-023-SMALL"";""Create Your Own - Flame-seared Salmon - Small"";""Small"";""3"";""18.9"";""0"";""56.7"";""56.7"";"""";""true"""
"SALE-20260527-L-MI-023-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-023"";""MI-023-SMALL"";""Create Your Own - Flame-seared Salmon - Small"";""Small"";""1"";""18.9"";""0"";""18.9"";""18.9"";"""";""true"""
"SALE-20260527-L-MI-023-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-023"";""MI-023-SMALL"";""Create Your Own - Flame-seared Salmon - Small"";""Small"";""2"";""18.9"";""0"";""37.8"";""37.8"";"""";""true"""
"SALE-20260527-L-MI-023-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-023"";""MI-023-LARGE"";""Create Your Own - Flame-seared Salmon - Large"";""Large"";""3"";""21.9"";""0"";""65.7"";""65.7"";"""";""true"""
"SALE-20260527-L-MI-023-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-023"";""MI-023-LARGE"";""Create Your Own - Flame-seared Salmon - Large"";""Large"";""1"";""21.9"";""0"";""21.9"";""21.9"";"""";""true"""
"SALE-20260527-L-MI-023-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-023"";""MI-023-LARGE"";""Create Your Own - Flame-seared Salmon - Large"";""Large"";""2"";""21.9"";""0"";""43.8"";""43.8"";"""";""true"""
"SALE-20260527-L-MI-024-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-024"";""MI-024-SMALL"";""Create Your Own - Flame-seared Wagyu - Small"";""Small"";""3"";""18.9"";""0"";""56.7"";""56.7"";"""";""true"""
"SALE-20260527-L-MI-024-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-024"";""MI-024-SMALL"";""Create Your Own - Flame-seared Wagyu - Small"";""Small"";""1"";""18.9"";""0"";""18.9"";""18.9"";"""";""true"""
"SALE-20260527-L-MI-024-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-024"";""MI-024-SMALL"";""Create Your Own - Flame-seared Wagyu - Small"";""Small"";""1"";""18.9"";""0"";""18.9"";""18.9"";"""";""true"""
"SALE-20260527-L-MI-024-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-024"";""MI-024-LARGE"";""Create Your Own - Flame-seared Wagyu - Large"";""Large"";""3"";""21.9"";""0"";""65.7"";""65.7"";"""";""true"""
"SALE-20260527-L-MI-024-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-024"";""MI-024-LARGE"";""Create Your Own - Flame-seared Wagyu - Large"";""Large"";""1"";""21.9"";""0"";""21.9"";""21.9"";"""";""true"""
"SALE-20260527-L-MI-024-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-024"";""MI-024-LARGE"";""Create Your Own - Flame-seared Wagyu - Large"";""Large"";""1"";""21.9"";""0"";""21.9"";""21.9"";"""";""true"""
"SALE-20260527-L-MI-025-SMALL-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-025"";""MI-025-SMALL"";""Create Your Own - No Protein - Small"";""Small"";""3"";""12.9"";""0"";""38.7"";""38.7"";"""";""true"""
"SALE-20260527-L-MI-025-SMALL-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-025"";""MI-025-SMALL"";""Create Your Own - No Protein - Small"";""Small"";""1"";""12.9"";""0"";""12.9"";""12.9"";"""";""true"""
"SALE-20260527-L-MI-025-SMALL-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-025"";""MI-025-SMALL"";""Create Your Own - No Protein - Small"";""Small"";""1"";""12.9"";""0"";""12.9"";""12.9"";"""";""true"""
"SALE-20260527-L-MI-025-LARGE-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-025"";""MI-025-LARGE"";""Create Your Own - No Protein - Large"";""Large"";""2"";""15.9"";""0"";""31.8"";""31.8"";"""";""true"""
"SALE-20260527-L-MI-025-LARGE-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-025"";""MI-025-LARGE"";""Create Your Own - No Protein - Large"";""Large"";""1"";""15.9"";""0"";""15.9"";""15.9"";"""";""true"""
"SALE-20260527-L-MI-025-LARGE-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-025"";""MI-025-LARGE"";""Create Your Own - No Protein - Large"";""Large"";""1"";""15.9"";""0"";""15.9"";""15.9"";"""";""true"""
"SALE-20260527-L-MI-026-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-026"";""MI-026-STANDARD"";""Miso Soup"";""Standard"";""6"";""2.5"";""0"";""15"";""15"";"""";""true"""
"SALE-20260527-L-MI-026-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-026"";""MI-026-STANDARD"";""Miso Soup"";""Standard"";""2"";""2.5"";""0"";""5"";""5"";"""";""true"""
"SALE-20260527-L-MI-026-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-026"";""MI-026-STANDARD"";""Miso Soup"";""Standard"";""2"";""2.5"";""0"";""5"";""5"";"""";""true"""
"SALE-20260527-L-MI-027-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-027"";""MI-027-STANDARD"";""Raw Balls - Peanut Butter"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-027-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-027"";""MI-027-STANDARD"";""Raw Balls - Peanut Butter"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260527-L-MI-027-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-027"";""MI-027-STANDARD"";""Raw Balls - Peanut Butter"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260527-L-MI-028-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-028"";""MI-028-STANDARD"";""Raw Balls - Choc Brownie"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-028-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-028"";""MI-028-STANDARD"";""Raw Balls - Choc Brownie"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260527-L-MI-028-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-028"";""MI-028-STANDARD"";""Raw Balls - Choc Brownie"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-029-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-029"";""MI-029-STANDARD"";""Raw Balls - Coconut Cacao"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-029-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-029"";""MI-029-STANDARD"";""Raw Balls - Coconut Cacao"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260527-L-MI-029-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-029"";""MI-029-STANDARD"";""Raw Balls - Coconut Cacao"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-030-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-030"";""MI-030-STANDARD"";""Raw Balls - Hazelnut"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-030-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-030"";""MI-030-STANDARD"";""Raw Balls - Hazelnut"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260527-L-MI-030-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-030"";""MI-030-STANDARD"";""Raw Balls - Hazelnut"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-031-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-031"";""MI-031-STANDARD"";""Raw Balls - Apricot Delight"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-031-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-031"";""MI-031-STANDARD"";""Raw Balls - Apricot Delight"";""Standard"";""0"";""4.2"";""0"";""0"";""0"";"""";""true"""
"SALE-20260527-L-MI-031-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-031"";""MI-031-STANDARD"";""Raw Balls - Apricot Delight"";""Standard"";""1"";""4.2"";""0"";""4.2"";""4.2"";"""";""true"""
"SALE-20260527-L-MI-032-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-032"";""MI-032-STANDARD"";""myDeal - $5 Crispy Chicken Bites"";""Standard"";""2"";""5"";""0"";""10"";""10"";"""";""true"""
"SALE-20260527-L-MI-032-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-032"";""MI-032-STANDARD"";""myDeal - $5 Crispy Chicken Bites"";""Standard"";""0"";""5"";""0"";""0"";""0"";"""";""true"""
"SALE-20260527-L-MI-032-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-032"";""MI-032-STANDARD"";""myDeal - $5 Crispy Chicken Bites"";""Standard"";""1"";""5"";""0"";""5"";""5"";"""";""true"""
"SALE-20260527-L-MI-033-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-033"";""MI-033-STANDARD"";""Coconut Water"";""Standard"";""7"";""4.2"";""0"";""29.4"";""29.4"";"""";""true"""
"SALE-20260527-L-MI-033-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-033"";""MI-033-STANDARD"";""Coconut Water"";""Standard"";""3"";""4.2"";""0"";""12.6"";""12.6"";"""";""true"""
"SALE-20260527-L-MI-033-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-033"";""MI-033-STANDARD"";""Coconut Water"";""Standard"";""3"";""4.2"";""0"";""12.6"";""12.6"";"""";""true"""
"SALE-20260527-L-MI-034-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-034"";""MI-034-STANDARD"";""Cold Pressed Juice - Watermelon Lime"";""Standard"";""6"";""5.5"";""0"";""33"";""33"";"""";""true"""
"SALE-20260527-L-MI-034-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-034"";""MI-034-STANDARD"";""Cold Pressed Juice - Watermelon Lime"";""Standard"";""2"";""5.5"";""0"";""11"";""11"";"""";""true"""
"SALE-20260527-L-MI-034-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-034"";""MI-034-STANDARD"";""Cold Pressed Juice - Watermelon Lime"";""Standard"";""3"";""5.5"";""0"";""16.5"";""16.5"";"""";""true"""
"SALE-20260527-L-MI-035-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-035"";""MI-035-STANDARD"";""Cold Pressed Juice - Classic OJ"";""Standard"";""5"";""5.5"";""0"";""27.5"";""27.5"";"""";""true"""
"SALE-20260527-L-MI-035-STANDARD-2;""REST001"";""2026-05-27"";""Lunch"";""Takeaway"";""MI-035"";""MI-035-STANDARD"";""Cold Pressed Juice - Classic OJ"";""Standard"";""2"";""5.5"";""0"";""11"";""11"";"""";""true"""
"SALE-20260527-L-MI-035-STANDARD-3;""REST001"";""2026-05-27"";""Lunch"";""Delivery"";""MI-035"";""MI-035-STANDARD"";""Cold Pressed Juice - Classic OJ"";""Standard"";""2"";""5.5"";""0"";""11"";""11"";"""";""true"""
"SALE-20260527-L-MI-036-STANDARD-1;""REST001"";""2026-05-27"";""Lunch"";""Dine-in"";""MI-036"";""MI-036-STANDARD"";""Cold Pressed Juice - Pineapple Mint"";""Standard"";""6"";""5.5"";""0"";""33"";""33"";"""";""true"""
