"_id";"date";"avg_temp";"rain"
"WEA-00559";"2025-07-12";"7.1";"true"
"WEA-00560";"2025-07-13";"7.9";"false"
"WEA-00561";"2025-07-14";"13.2";"false"
"WEA-00562";"2025-07-15";"9.6";"true"
"WEA-00563";"2025-07-16";"7.3";"true"
"WEA-00564";"2025-07-17";"5.9";"true"
"WEA-00565";"2025-07-18";"10.8";"true"
"WEA-00566";"2025-07-19";"8.3";"false"
"WEA-00567";"2025-07-20";"7.4";"true"
"WEA-00568";"2025-07-21";"7.0";"false"
"WEA-00569";"2025-07-22";"13.7";"false"
"WEA-00570";"2025-07-23";"4.1";"true"
"WEA-00571";"2025-07-24";"9.2";"false"
"WEA-00572";"2025-07-25";"9.6";"false"
"WEA-00573";"2025-07-26";"8.7";"false"
"WEA-00574";"2025-07-27";"9.6";"false"
"WEA-00575";"2025-07-28";"11.4";"false"
"WEA-00576";"2025-07-29";"9.2";"true"
"WEA-00577";"2025-07-30";"7.0";"false"
"WEA-00578";"2025-07-31";"6.7";"false"
"WEA-00579";"2025-08-01";"4.8";"false"
"WEA-00580";"2025-08-02";"9.9";"true"
"WEA-00581";"2025-08-03";"9.2";"true"
"WEA-00582";"2025-08-04";"6.7";"true"
"WEA-00583";"2025-08-05";"6.2";"true"
"WEA-00584";"2025-08-06";"10.2";"false"
"WEA-00585";"2025-08-07";"8.6";"true"
"WEA-00586";"2025-08-08";"9.3";"false"
"WEA-00587";"2025-08-09";"10.1";"true"
"WEA-00588";"2025-08-10";"13.9";"true"
"WEA-00589";"2025-08-11";"10.6";"true"
"WEA-00590";"2025-08-12";"7.8";"false"
"WEA-00591";"2025-08-13";"12.4";"false"
"WEA-00592";"2025-08-14";"12.5";"false"
"WEA-00593";"2025-08-15";"7.8";"true"
"WEA-00594";"2025-08-16";"10.4";"true"
"WEA-00595";"2025-08-17";"5.5";"true"
"WEA-00596";"2025-08-18";"9.6";"false"
"WEA-00597";"2025-08-19";"12.8";"false"
"WEA-00598";"2025-08-20";"11.4";"true"
"WEA-00599";"2025-08-21";"10.0";"false"
"WEA-00600";"2025-08-22";"11.4";"true"
"WEA-00601";"2025-08-23";"8.3";"true"
"WEA-00602";"2025-08-24";"12.5";"false"
"WEA-00603";"2025-08-25";"11.6";"false"
"WEA-00604";"2025-08-26";"8.9";"true"
"WEA-00605";"2025-08-27";"8.1";"false"
"WEA-00606";"2025-08-28";"9.4";"false"
"WEA-00607";"2025-08-29";"12.1";"false"
"WEA-00608";"2025-08-30";"6.2";"true"
"WEA-00609";"2025-08-31";"8.5";"true"
"WEA-00610";"2025-09-01";"12.2";"false"
"WEA-00611";"2025-09-02";"10.4";"false"
"WEA-00612";"2025-09-03";"10.1";"false"
"WEA-00613";"2025-09-04";"9.6";"false"
"WEA-00614";"2025-09-05";"9.5";"false"
"WEA-00615";"2025-09-06";"10.6";"true"
"WEA-00616";"2025-09-07";"12.2";"false"
"WEA-00617";"2025-09-08";"12.3";"false"
"WEA-00618";"2025-09-09";"10.3";"false"
"WEA-00619";"2025-09-10";"12.6";"true"
"WEA-00620";"2025-09-11";"12.4";"true"
"WEA-00621";"2025-09-12";"9.3";"false"
"WEA-00622";"2025-09-13";"16.1";"false"
"WEA-00623";"2025-09-14";"12.6";"false"
"WEA-00624";"2025-09-15";"16.6";"false"
"WEA-00625";"2025-09-16";"12.6";"true"
"WEA-00626";"2025-09-17";"11.4";"false"
"WEA-00627";"2025-09-18";"12.7";"false"
"WEA-00628";"2025-09-19";"13.5";"false"
"WEA-00629";"2025-09-20";"9.8";"false"
"WEA-00630";"2025-09-21";"9.5";"false"
"WEA-00631";"2025-09-22";"11.3";"false"
"WEA-00632";"2025-09-23";"14.6";"true"
"WEA-00633";"2025-09-24";"12.8";"false"
"WEA-00634";"2025-09-25";"13.5";"false"
"WEA-00635";"2025-09-26";"9.9";"false"
"WEA-00636";"2025-09-27";"17.8";"false"
"WEA-00637";"2025-09-28";"17.2";"false"
"WEA-00638";"2025-09-29";"14.4";"false"
"WEA-00639";"2025-09-30";"15.4";"false"
"WEA-00640";"2025-10-01";"12.7";"false"
"WEA-00641";"2025-10-02";"14.6";"false"
"WEA-00642";"2025-10-03";"16.3";"false"
"WEA-00643";"2025-10-04";"12.2";"true"
"WEA-00644";"2025-10-05";"14.0";"true"
"WEA-00645";"2025-10-06";"11.9";"false"
"WEA-00646";"2025-10-07";"11.8";"false"
"WEA-00647";"2025-10-08";"14.5";"false"
"WEA-00648";"2025-10-09";"15.9";"false"
"WEA-00649";"2025-10-10";"14.2";"true"
"WEA-00650";"2025-10-11";"11.4";"false"
"WEA-00651";"2025-10-12";"15.7";"false"
"WEA-00652";"2025-10-13";"13.6";"false"
"WEA-00653";"2025-10-14";"11.7";"true"
"WEA-00654";"2025-10-15";"18.4";"false"
"WEA-00655";"2025-10-16";"12.9";"false"
"WEA-00656";"2025-10-17";"16.2";"true"
"WEA-00657";"2025-10-18";"15.9";"false"
"WEA-00658";"2025-10-19";"18.8";"false"
"WEA-00659";"2025-10-20";"13.0";"false"
"WEA-00660";"2025-10-21";"14.9";"false"
"WEA-00661";"2025-10-22";"18.5";"true"
"WEA-00662";"2025-10-23";"20.1";"false"
"WEA-00663";"2025-10-24";"14.9";"true"
"WEA-00664";"2025-10-25";"16.1";"false"
"WEA-00665";"2025-10-26";"22.4";"true"
"WEA-00666";"2025-10-27";"16.6";"false"
"WEA-00667";"2025-10-28";"19.9";"false"
"WEA-00668";"2025-10-29";"19.8";"false"
"WEA-00669";"2025-10-30";"17.4";"false"
"WEA-00670";"2025-10-31";"15.9";"false"
"WEA-00671";"2025-11-01";"22.3";"false"
"WEA-00672";"2025-11-02";"15.4";"true"
"WEA-00673";"2025-11-03";"19.9";"false"
"WEA-00674";"2025-11-04";"18.6";"false"
"WEA-00675";"2025-11-05";"19.6";"false"
"WEA-00676";"2025-11-06";"20.0";"false"
"WEA-00677";"2025-11-07";"20.0";"true"
"WEA-00678";"2025-11-08";"18.2";"false"
"WEA-00679";"2025-11-09";"20.3";"false"
"WEA-00680";"2025-11-10";"14.6";"false"
"WEA-00681";"2025-11-11";"17.2";"false"
"WEA-00682";"2025-11-12";"17.0";"false"
"WEA-00683";"2025-11-13";"18.5";"true"
"WEA-00684";"2025-11-14";"13.5";"false"
"WEA-00685";"2025-11-15";"19.4";"false"
"WEA-00686";"2025-11-16";"19.2";"false"
"WEA-00687";"2025-11-17";"16.8";"false"
"WEA-00688";"2025-11-18";"18.7";"false"
"WEA-00689";"2025-11-19";"21.1";"false"
"WEA-00690";"2025-11-20";"23.8";"false"
"WEA-00691";"2025-11-21";"19.1";"false"
"WEA-00692";"2025-11-22";"15.3";"false"
"WEA-00693";"2025-11-23";"23.1";"false"
"WEA-00694";"2025-11-24";"13.7";"false"
"WEA-00695";"2025-11-25";"17.4";"false"
"WEA-00696";"2025-11-26";"22.6";"false"
"WEA-00697";"2025-11-27";"20.8";"false"
"WEA-00698";"2025-11-28";"20.9";"true"
"WEA-00699";"2025-11-29";"23.2";"false"
"WEA-00700";"2025-11-30";"17.4";"false"
"WEA-00701";"2025-12-01";"17.9";"true"
"WEA-00702";"2025-12-02";"20.5";"false"
"WEA-00703";"2025-12-03";"20.6";"false"
"WEA-00704";"2025-12-04";"21.8";"false"
"WEA-00705";"2025-12-05";"21.3";"false"
"WEA-00706";"2025-12-06";"21.4";"false"
"WEA-00707";"2025-12-07";"25.6";"false"
"WEA-00708";"2025-12-08";"18.9";"false"
"WEA-00709";"2025-12-09";"18.4";"false"
"WEA-00710";"2025-12-10";"20.8";"false"
"WEA-00711";"2025-12-11";"24.1";"false"
"WEA-00712";"2025-12-12";"19.4";"false"
"WEA-00713";"2025-12-13";"20.1";"false"
"WEA-00714";"2025-12-14";"21.8";"false"
"WEA-00715";"2025-12-15";"19.5";"true"
"WEA-00716";"2025-12-16";"21.0";"false"
"WEA-00717";"2025-12-17";"24.8";"false"
"WEA-00718";"2025-12-18";"22.8";"false"
"WEA-00719";"2025-12-19";"24.2";"false"
"WEA-00720";"2025-12-20";"23.6";"false"
"WEA-00721";"2025-12-21";"24.4";"false"
"WEA-00722";"2025-12-22";"26.6";"false"
"WEA-00723";"2025-12-23";"21.0";"true"
"WEA-00724";"2025-12-24";"24.1";"false"
"WEA-00725";"2025-12-25";"21.6";"false"
"WEA-00726";"2025-12-26";"22.4";"false"
"WEA-00727";"2025-12-27";"20.7";"false"
"WEA-00728";"2025-12-28";"23.2";"true"
"WEA-00729";"2025-12-29";"22.3";"true"
"WEA-00730";"2025-12-30";"19.0";"true"
"WEA-00731";"2025-12-31";"20.2";"true"
"WEA-00732";"2026-01-01";"22.4";"false"
"WEA-00733";"2026-01-02";"18.9";"false"
"WEA-00734";"2026-01-03";"24.9";"false"
"WEA-00735";"2026-01-04";"19.4";"false"
"WEA-00736";"2026-01-05";"20.1";"false"
"WEA-00737";"2026-01-06";"23.0";"false"
"WEA-00738";"2026-01-07";"18.4";"false"
"WEA-00739";"2026-01-08";"19.3";"false"
"WEA-00740";"2026-01-09";"23.0";"false"
"WEA-00741";"2026-01-10";"19.1";"true"
"WEA-00742";"2026-01-11";"26.4";"false"
"WEA-00743";"2026-01-12";"21.8";"false"
"WEA-00744";"2026-01-13";"19.0";"true"
"WEA-00745";"2026-01-14";"19.6";"false"
"WEA-00746";"2026-01-15";"19.8";"true"
"WEA-00747";"2026-01-16";"24.2";"true"
"WEA-00748";"2026-01-17";"20.4";"false"
"WEA-00749";"2026-01-18";"20.5";"false"
"WEA-00750";"2026-01-19";"21.3";"false"
"WEA-00751";"2026-01-20";"24.4";"false"
"WEA-00752";"2026-01-21";"20.1";"false"
"WEA-00753";"2026-01-22";"20.9";"false"
"WEA-00754";"2026-01-23";"18.0";"false"
"WEA-00755";"2026-01-24";"19.4";"true"
"WEA-00756";"2026-01-25";"24.8";"false"
"WEA-00757";"2026-01-26";"23.7";"true"
"WEA-00758";"2026-01-27";"16.8";"false"
"WEA-00759";"2026-01-28";"18.8";"false"
"WEA-00760";"2026-01-29";"21.4";"false"
"WEA-00761";"2026-01-30";"21.8";"false"
"WEA-00762";"2026-01-31";"22.0";"true"
"WEA-00763";"2026-02-01";"27.5";"false"
"WEA-00764";"2026-02-02";"18.5";"true"
"WEA-00765";"2026-02-03";"20.8";"false"
"WEA-00766";"2026-02-04";"21.6";"false"
"WEA-00767";"2026-02-05";"20.1";"false"
"WEA-00768";"2026-02-06";"23.8";"false"
"WEA-00769";"2026-02-07";"22.2";"false"
"WEA-00770";"2026-02-08";"22.9";"false"
"WEA-00771";"2026-02-09";"25.1";"false"
"WEA-00772";"2026-02-10";"18.9";"false"
"WEA-00773";"2026-02-11";"22.4";"false"
"WEA-00774";"2026-02-12";"23.5";"true"
"WEA-00775";"2026-02-13";"25.4";"false"
"WEA-00776";"2026-02-14";"24.2";"false"
"WEA-00777";"2026-02-15";"19.8";"true"
"WEA-00778";"2026-02-16";"19.9";"false"
"WEA-00779";"2026-02-17";"20.5";"true"
"WEA-00780";"2026-02-18";"26.1";"false"
"WEA-00781";"2026-02-19";"20.6";"false"
"WEA-00782";"2026-02-20";"19.8";"false"
"WEA-00783";"2026-02-21";"19.2";"false"
"WEA-00784";"2026-02-22";"19.9";"true"
"WEA-00785";"2026-02-23";"23.1";"false"
"WEA-00786";"2026-02-24";"17.3";"false"
"WEA-00787";"2026-02-25";"20.7";"false"
"WEA-00788";"2026-02-26";"20.5";"false"
"WEA-00789";"2026-02-27";"23.2";"false"
"WEA-00790";"2026-02-28";"23.5";"false"
"WEA-00791";"2026-03-01";"18.3";"false"
"WEA-00792";"2026-03-02";"20.3";"false"
"WEA-00793";"2026-03-03";"15.9";"false"
"WEA-00794";"2026-03-04";"20.5";"false"
"WEA-00795";"2026-03-05";"20.5";"false"
"WEA-00796";"2026-03-06";"20.6";"false"
"WEA-00797";"2026-03-07";"20.5";"true"
"WEA-00798";"2026-03-08";"18.3";"false"
"WEA-00799";"2026-03-09";"17.7";"false"
"WEA-00800";"2026-03-10";"19.4";"true"
"WEA-00801";"2026-03-11";"19.7";"false"
"WEA-00802";"2026-03-12";"17.2";"false"
"WEA-00803";"2026-03-13";"17.1";"false"
"WEA-00804";"2026-03-14";"19.3";"false"
"WEA-00805";"2026-03-15";"22.1";"false"
"WEA-00806";"2026-03-16";"19.9";"false"
"WEA-00807";"2026-03-17";"17.0";"false"
"WEA-00808";"2026-03-18";"11.8";"false"
"WEA-00809";"2026-03-19";"20.0";"false"
"WEA-00810";"2026-03-20";"16.8";"false"
"WEA-00811";"2026-03-21";"18.4";"false"
"WEA-00812";"2026-03-22";"18.6";"false"
"WEA-00813";"2026-03-23";"14.7";"false"
"WEA-00814";"2026-03-24";"19.1";"false"
"WEA-00815";"2026-03-25";"21.6";"false"
"WEA-00816";"2026-03-26";"17.6";"false"
"WEA-00817";"2026-03-27";"20.3";"false"
"WEA-00818";"2026-03-28";"20.8";"false"
"WEA-00819";"2026-03-29";"15.8";"false"
"WEA-00820";"2026-03-30";"17.8";"true"
"WEA-00821";"2026-03-31";"18.8";"true"
"WEA-00822";"2026-04-01";"17.0";"false"
"WEA-00823";"2026-04-02";"15.2";"false"
"WEA-00824";"2026-04-03";"16.3";"true"
"WEA-00825";"2026-04-04";"16.9";"false"
"WEA-00826";"2026-04-05";"20.1";"false"
"WEA-00827";"2026-04-06";"16.1";"false"
"WEA-00828";"2026-04-07";"17.8";"true"
"WEA-00829";"2026-04-08";"12.8";"false"
"WEA-00830";"2026-04-09";"14.7";"false"
"WEA-00831";"2026-04-10";"17.2";"false"
"WEA-00832";"2026-04-11";"18.9";"false"
"WEA-00833";"2026-04-12";"13.7";"true"
"WEA-00834";"2026-04-13";"17.8";"false"
"WEA-00835";"2026-04-14";"17.4";"false"
"WEA-00836";"2026-04-15";"17.9";"false"
"WEA-00837";"2026-04-16";"14.6";"false"
"WEA-00838";"2026-04-17";"14.4";"false"
"WEA-00839";"2026-04-18";"16.7";"false"
"WEA-00840";"2026-04-19";"15.7";"false"
"WEA-00841";"2026-04-20";"11.0";"true"
"WEA-00842";"2026-04-21";"16.3";"false"
"WEA-00843";"2026-04-22";"16.6";"false"
"WEA-00844";"2026-04-23";"16.3";"false"
"WEA-00845";"2026-04-24";"18.3";"false"
"WEA-00846";"2026-04-25";"13.6";"false"
"WEA-00847";"2026-04-26";"11.6";"false"
"WEA-00848";"2026-04-27";"13.8";"false"
"WEA-00849";"2026-04-28";"13.9";"false"
"WEA-00850";"2026-04-29";"14.0";"false"
"WEA-00851";"2026-04-30";"12.4";"true"
"WEA-00852";"2026-05-01";"13.6";"false"
"WEA-00853";"2026-05-02";"13.7";"false"
"WEA-00854";"2026-05-03";"12.8";"false"
"WEA-00855";"2026-05-04";"8.3";"false"
"WEA-00856";"2026-05-05";"12.4";"true"
"WEA-00857";"2026-05-06";"11.9";"false"
"WEA-00858";"2026-05-07";"15.8";"false"
"WEA-00859";"2026-05-08";"10.9";"false"
"WEA-00860";"2026-05-09";"11.8";"false"
"WEA-00861";"2026-05-10";"9.0";"true"
"WEA-00862";"2026-05-11";"10.0";"false"
"WEA-00863";"2026-05-12";"11.3";"true"
"WEA-00864";"2026-05-13";"12.5";"false"
"WEA-00865";"2026-05-14";"13.0";"true"
"WEA-00866";"2026-05-15";"12.7";"false"
"WEA-00867";"2026-05-16";"8.7";"true"
"WEA-00868";"2026-05-17";"14.1";"false"
"WEA-00869";"2026-05-18";"9.8";"true"
"WEA-00870";"2026-05-19";"12.3";"true"
"WEA-00871";"2026-05-20";"10.6";"false"
"WEA-00872";"2026-05-21";"14.4";"false"
"WEA-00873";"2026-05-22";"12.2";"false"
"WEA-00874";"2026-05-23";"12.1";"false"
"WEA-00875";"2026-05-24";"14.0";"false"
"WEA-00876";"2026-05-25";"9.8";"false"
"WEA-00877";"2026-05-26";"9.9";"true"
"WEA-00878";"2026-05-27";"11.4";"false"
"WEA-00879";"2026-05-28";"7.1";"false"
"WEA-00880";"2026-05-29";"12.1";"false"
"WEA-00881";"2026-05-30";"8.9";"false"
"WEA-00882";"2026-05-31";"13.6";"false"
"WEA-00883";"2026-06-01";"9.7";"false"
"WEA-00884";"2026-06-02";"9.4";"true"
"WEA-00885";"2026-06-03";"14.5";"false"
"WEA-00886";"2026-06-04";"9.6";"true"
"WEA-00887";"2026-06-05";"16.0";"false"
"WEA-00888";"2026-06-06";"8.5";"false"
"WEA-00889";"2026-06-07";"7.4";"false"
"WEA-00890";"2026-06-08";"10.9";"true"
"WEA-00891";"2026-06-09";"9.9";"false"
"WEA-00892";"2026-06-10";"9.6";"false"
"WEA-00893";"2026-06-11";"5.9";"true"
"WEA-00894";"2026-06-12";"11.0";"true"
"WEA-00895";"2026-06-13";"4.6";"true"
"WEA-00896";"2026-06-14";"9.5";"false"
"WEA-00897";"2026-06-15";"13.3";"true"
"WEA-00898";"2026-06-16";"7.4";"false"
"WEA-00899";"2026-06-17";"12.7";"true"
"WEA-00900";"2026-06-18";"10.8";"false"
"WEA-00901";"2026-06-19";"11.2";"false"
"WEA-00902";"2026-06-20";"8.1";"true"
"WEA-00903";"2026-06-21";"10.7";"true"
"WEA-00904";"2026-06-22";"6.9";"true"
"WEA-00905";"2026-06-23";"7.1";"false"
"WEA-00906";"2026-06-24";"10.2";"true"
"WEA-00907";"2026-06-25";"14.4";"false"
"WEA-00908";"2026-06-26";"7.9";"false"
"WEA-00909";"2026-06-27";"10.0";"true"
"WEA-00910";"2026-06-28";"10.7";"true"
"WEA-00911";"2026-06-29";"6.7";"false"
"WEA-00912";"2026-06-30";"10.0";"true"
"WEA-00913";"2026-07-01";"8.5";"false"
"WEA-00914";"2026-07-02";"6.1";"true"
"WEA-00915";"2026-07-03";"7.8";"false"
"WEA-00916";"2026-07-04";"10.3";"false"
"WEA-00917";"2026-07-05";"8.6";"true"
"WEA-00918";"2026-07-06";"10.3";"false"
"WEA-00919";"2026-07-07";"6.8";"false"
"WEA-00920";"2026-07-08";"7.4";"true"
"WEA-00921";"2026-07-09";"6.6";"false"
"WEA-00922";"2026-07-10";"8.7";"true"
"WEA-00923";"2026-07-11";"9.2";"false"
"WEA-00924";"2026-07-12";"9.2";"false"
"WEA-00925";"2026-07-13";"9.9";"true"
"WEA-00926";"2026-07-14";"5.4";"false"
"WEA-00927";"2026-07-15";"10.8";"false"
"WEA-00928";"2026-07-16";"13.1";"true"
"WEA-00929";"2026-07-17";"14.2";"false"
"WEA-00930";"2026-07-18";"5.0";"true"
"WEA-00931";"2026-07-19";"9.0";"false"
"WEA-00932";"2026-07-20";"7.4";"false"
"WEA-00933";"2026-07-21";"4.0";"false"
"WEA-00934";"2026-07-22";"10.4";"false"
"WEA-00935";"2026-07-23";"8.3";"false"
"WEA-00936";"2026-07-24";"6.6";"false"
"WEA-00937";"2026-07-25";"10.1";"true"
"WEA-00938";"2026-07-26";"7.5";"false"
"WEA-00939";"2026-07-27";"10.6";"true"
"WEA-00940";"2026-07-28";"8.5";"false"
"WEA-00941";"2026-07-29";"6.9";"false"
"WEA-00942";"2026-07-30";"7.7";"true"
"WEA-00943";"2026-07-31";"7.5";"false"
"WEA-00944";"2026-08-01";"9.4";"false"
"WEA-00945";"2026-08-02";"8.0";"false"
"WEA-00946";"2026-08-03";"12.2";"true"
"WEA-00947";"2026-08-04";"10.4";"false"
"WEA-00948";"2026-08-05";"10.1";"false"
"WEA-00949";"2026-08-06";"4.9";"true"
"WEA-00950";"2026-08-07";"9.9";"true"
"WEA-00951";"2026-08-08";"9.5";"true"
"WEA-00952";"2026-08-09";"9.4";"false"
"WEA-00953";"2026-08-10";"7.7";"false"
"WEA-00954";"2026-08-11";"11.1";"true"
"WEA-00955";"2026-08-12";"9.0";"true"
"WEA-00956";"2026-08-13";"11.0";"false"
"WEA-00957";"2026-08-14";"9.3";"false"
"WEA-00958";"2026-08-15";"5.0";"true"
"WEA-00959";"2026-08-16";"8.1";"true"
"WEA-00960";"2026-08-17";"11.5";"false"
"WEA-00961";"2026-08-18";"8.4";"false"
"WEA-00962";"2026-08-19";"8.6";"false"
"WEA-00963";"2026-08-20";"10.5";"true"
"WEA-00964";"2026-08-21";"8.0";"true"
"WEA-00965";"2026-08-22";"10.4";"false"
"WEA-00966";"2026-08-23";"13.9";"true"
"WEA-00967";"2026-08-24";"8.1";"true"
"WEA-00968";"2026-08-25";"9.3";"true"
"WEA-00969";"2026-08-26";"11.4";"true"
"WEA-00970";"2026-08-27";"11.9";"true"
"WEA-00971";"2026-08-28";"10.3";"true"
"WEA-00972";"2026-08-29";"8.5";"false"
"WEA-00973";"2026-08-30";"14.5";"false"
"WEA-00974";"2026-08-31";"9.2";"true"
"WEA-00975";"2026-09-01";"6.3";"false"
"WEA-00976";"2026-09-02";"11.7";"false"
"WEA-00977";"2026-09-03";"6.2";"true"
"WEA-00978";"2026-09-04";"14.1";"true"
"WEA-00979";"2026-09-05";"13.4";"false"
"WEA-00980";"2026-09-06";"14.0";"false"
"WEA-00981";"2026-09-07";"13.1";"true"
"WEA-00982";"2026-09-08";"10.4";"true"
"WEA-00983";"2026-09-09";"8.7";"false"
"WEA-00984";"2026-09-10";"9.7";"false"
"WEA-00985";"2026-09-11";"4.5";"false"
"WEA-00986";"2026-09-12";"12.3";"true"
"WEA-00987";"2026-09-13";"12.2";"false"
