"_id";"date";"num_of_event"
"EVT-00699";"2025-11-29";"1"
"EVT-00700";"2025-11-30";"0"
"EVT-00701";"2025-12-01";"1"
"EVT-00702";"2025-12-02";"0"
"EVT-00703";"2025-12-03";"1"
"EVT-00704";"2025-12-04";"2"
"EVT-00705";"2025-12-05";"1"
"EVT-00706";"2025-12-06";"2"
"EVT-00707";"2025-12-07";"0"
"EVT-00708";"2025-12-08";"0"
"EVT-00709";"2025-12-09";"0"
"EVT-00710";"2025-12-10";"1"
"EVT-00711";"2025-12-11";"0"
"EVT-00712";"2025-12-12";"2"
"EVT-00713";"2025-12-13";"2"
"EVT-00714";"2025-12-14";"3"
"EVT-00715";"2025-12-15";"0"
"EVT-00716";"2025-12-16";"2"
"EVT-00717";"2025-12-17";"0"
"EVT-00718";"2025-12-18";"0"
"EVT-00719";"2025-12-19";"0"
"EVT-00720";"2025-12-20";"1"
"EVT-00721";"2025-12-21";"0"
"EVT-00722";"2025-12-22";"0"
"EVT-00723";"2025-12-23";"1"
"EVT-00724";"2025-12-24";"2"
"EVT-00725";"2025-12-25";"1"
"EVT-00726";"2025-12-26";"0"
"EVT-00727";"2025-12-27";"3"
"EVT-00728";"2025-12-28";"0"
"EVT-00729";"2025-12-29";"0"
"EVT-00730";"2025-12-30";"0"
"EVT-00731";"2025-12-31";"0"
"EVT-00732";"2026-01-01";"3"
"EVT-00733";"2026-01-02";"1"
"EVT-00734";"2026-01-03";"0"
"EVT-00735";"2026-01-04";"1"
"EVT-00736";"2026-01-05";"0"
"EVT-00737";"2026-01-06";"0"
"EVT-00738";"2026-01-07";"0"
"EVT-00739";"2026-01-08";"0"
"EVT-00740";"2026-01-09";"2"
"EVT-00741";"2026-01-10";"1"
"EVT-00742";"2026-01-11";"1"
"EVT-00743";"2026-01-12";"0"
"EVT-00744";"2026-01-13";"0"
"EVT-00745";"2026-01-14";"0"
"EVT-00746";"2026-01-15";"0"
"EVT-00747";"2026-01-16";"1"
"EVT-00748";"2026-01-17";"2"
"EVT-00749";"2026-01-18";"0"
"EVT-00750";"2026-01-19";"0"
"EVT-00751";"2026-01-20";"0"
"EVT-00752";"2026-01-21";"1"
"EVT-00753";"2026-01-22";"2"
"EVT-00754";"2026-01-23";"1"
"EVT-00755";"2026-01-24";"0"
"EVT-00756";"2026-01-25";"0"
"EVT-00757";"2026-01-26";"1"
"EVT-00758";"2026-01-27";"1"
"EVT-00759";"2026-01-28";"0"
"EVT-00760";"2026-01-29";"2"
"EVT-00761";"2026-01-30";"1"
"EVT-00762";"2026-01-31";"0"
"EVT-00763";"2026-02-01";"0"
"EVT-00764";"2026-02-02";"0"
"EVT-00765";"2026-02-03";"0"
"EVT-00766";"2026-02-04";"0"
"EVT-00767";"2026-02-05";"3"
"EVT-00768";"2026-02-06";"1"
"EVT-00769";"2026-02-07";"1"
"EVT-00770";"2026-02-08";"3"
"EVT-00771";"2026-02-09";"0"
"EVT-00772";"2026-02-10";"0"
"EVT-00773";"2026-02-11";"1"
"EVT-00774";"2026-02-12";"0"
"EVT-00775";"2026-02-13";"2"
"EVT-00776";"2026-02-14";"2"
"EVT-00777";"2026-02-15";"2"
"EVT-00778";"2026-02-16";"1"
"EVT-00779";"2026-02-17";"0"
"EVT-00780";"2026-02-18";"0"
"EVT-00781";"2026-02-19";"0"
"EVT-00782";"2026-02-20";"0"
"EVT-00783";"2026-02-21";"1"
"EVT-00784";"2026-02-22";"3"
"EVT-00785";"2026-02-23";"1"
"EVT-00786";"2026-02-24";"0"
"EVT-00787";"2026-02-25";"0"
"EVT-00788";"2026-02-26";"0"
"EVT-00789";"2026-02-27";"2"
"EVT-00790";"2026-02-28";"2"
"EVT-00791";"2026-03-01";"1"
"EVT-00792";"2026-03-02";"0"
"EVT-00793";"2026-03-03";"1"
"EVT-00794";"2026-03-04";"0"
"EVT-00795";"2026-03-05";"0"
"EVT-00796";"2026-03-06";"0"
"EVT-00797";"2026-03-07";"1"
"EVT-00798";"2026-03-08";"0"
"EVT-00799";"2026-03-09";"0"
"EVT-00800";"2026-03-10";"0"
"EVT-00801";"2026-03-11";"1"
"EVT-00802";"2026-03-12";"2"
"EVT-00803";"2026-03-13";"1"
"EVT-00804";"2026-03-14";"1"
"EVT-00805";"2026-03-15";"0"
"EVT-00806";"2026-03-16";"0"
"EVT-00807";"2026-03-17";"0"
"EVT-00808";"2026-03-18";"0"
"EVT-00809";"2026-03-19";"1"
"EVT-00810";"2026-03-20";"1"
"EVT-00811";"2026-03-21";"0"
"EVT-00812";"2026-03-22";"1"
"EVT-00813";"2026-03-23";"0"
"EVT-00814";"2026-03-24";"2"
"EVT-00815";"2026-03-25";"0"
"EVT-00816";"2026-03-26";"1"
"EVT-00817";"2026-03-27";"1"
"EVT-00818";"2026-03-28";"1"
"EVT-00819";"2026-03-29";"1"
"EVT-00820";"2026-03-30";"1"
"EVT-00821";"2026-03-31";"0"
"EVT-00822";"2026-04-01";"0"
"EVT-00823";"2026-04-02";"0"
"EVT-00824";"2026-04-03";"0"
"EVT-00825";"2026-04-04";"1"
"EVT-00826";"2026-04-05";"0"
"EVT-00827";"2026-04-06";"0"
"EVT-00828";"2026-04-07";"0"
"EVT-00829";"2026-04-08";"0"
"EVT-00830";"2026-04-09";"0"
"EVT-00831";"2026-04-10";"1"
"EVT-00832";"2026-04-11";"2"
"EVT-00833";"2026-04-12";"1"
"EVT-00834";"2026-04-13";"0"
"EVT-00835";"2026-04-14";"0"
"EVT-00836";"2026-04-15";"0"
"EVT-00837";"2026-04-16";"0"
"EVT-00838";"2026-04-17";"1"
"EVT-00839";"2026-04-18";"2"
"EVT-00840";"2026-04-19";"3"
"EVT-00841";"2026-04-20";"2"
"EVT-00842";"2026-04-21";"0"
"EVT-00843";"2026-04-22";"0"
"EVT-00844";"2026-04-23";"0"
"EVT-00845";"2026-04-24";"1"
"EVT-00846";"2026-04-25";"2"
"EVT-00847";"2026-04-26";"1"
"EVT-00848";"2026-04-27";"1"
"EVT-00849";"2026-04-28";"2"
"EVT-00850";"2026-04-29";"1"
"EVT-00851";"2026-04-30";"0"
"EVT-00852";"2026-05-01";"0"
"EVT-00853";"2026-05-02";"2"
"EVT-00854";"2026-05-03";"0"
"EVT-00855";"2026-05-04";"0"
"EVT-00856";"2026-05-05";"0"
"EVT-00857";"2026-05-06";"0"
"EVT-00858";"2026-05-07";"0"
"EVT-00859";"2026-05-08";"0"
"EVT-00860";"2026-05-09";"2"
"EVT-00861";"2026-05-10";"1"
"EVT-00862";"2026-05-11";"0"
"EVT-00863";"2026-05-12";"0"
"EVT-00864";"2026-05-13";"0"
"EVT-00865";"2026-05-14";"0"
"EVT-00866";"2026-05-15";"0"
"EVT-00867";"2026-05-16";"0"
"EVT-00868";"2026-05-17";"1"
"EVT-00869";"2026-05-18";"0"
"EVT-00870";"2026-05-19";"0"
"EVT-00871";"2026-05-20";"0"
"EVT-00872";"2026-05-21";"0"
"EVT-00873";"2026-05-22";"0"
"EVT-00874";"2026-05-23";"1"
"EVT-00875";"2026-05-24";"2"
"EVT-00876";"2026-05-25";"0"
"EVT-00877";"2026-05-26";"0"
"EVT-00878";"2026-05-27";"0"
"EVT-00879";"2026-05-28";"0"
"EVT-00880";"2026-05-29";"0"
"EVT-00881";"2026-05-30";"1"
"EVT-00882";"2026-05-31";"2"
"EVT-00883";"2026-06-01";"1"
"EVT-00884";"2026-06-02";"2"
"EVT-00885";"2026-06-03";"0"
"EVT-00886";"2026-06-04";"0"
"EVT-00887";"2026-06-05";"2"
"EVT-00888";"2026-06-06";"0"
"EVT-00889";"2026-06-07";"1"
"EVT-00890";"2026-06-08";"0"
"EVT-00891";"2026-06-09";"0"
"EVT-00892";"2026-06-10";"0"
"EVT-00893";"2026-06-11";"0"
"EVT-00894";"2026-06-12";"0"
"EVT-00895";"2026-06-13";"1"
"EVT-00896";"2026-06-14";"0"
"EVT-00897";"2026-06-15";"0"
"EVT-00898";"2026-06-16";"1"
"EVT-00899";"2026-06-17";"0"
"EVT-00900";"2026-06-18";"0"
"EVT-00901";"2026-06-19";"0"
"EVT-00902";"2026-06-20";"2"
"EVT-00903";"2026-06-21";"0"
"EVT-00904";"2026-06-22";"2"
"EVT-00905";"2026-06-23";"0"
"EVT-00906";"2026-06-24";"0"
"EVT-00907";"2026-06-25";"0"
"EVT-00908";"2026-06-26";"1"
"EVT-00909";"2026-06-27";"1"
"EVT-00910";"2026-06-28";"0"
"EVT-00911";"2026-06-29";"0"
"EVT-00912";"2026-06-30";"0"
"EVT-00913";"2026-07-01";"0"
"EVT-00914";"2026-07-02";"0"
"EVT-00915";"2026-07-03";"0"
"EVT-00916";"2026-07-04";"0"
"EVT-00917";"2026-07-05";"1"
"EVT-00918";"2026-07-06";"1"
"EVT-00919";"2026-07-07";"1"
"EVT-00920";"2026-07-08";"0"
"EVT-00921";"2026-07-09";"0"
"EVT-00922";"2026-07-10";"0"
"EVT-00923";"2026-07-11";"1"
"EVT-00924";"2026-07-12";"0"
"EVT-00925";"2026-07-13";"0"
"EVT-00926";"2026-07-14";"0"
"EVT-00927";"2026-07-15";"0"
"EVT-00928";"2026-07-16";"0"
"EVT-00929";"2026-07-17";"0"
"EVT-00930";"2026-07-18";"0"
"EVT-00931";"2026-07-19";"1"
"EVT-00932";"2026-07-20";"0"
"EVT-00933";"2026-07-21";"0"
"EVT-00934";"2026-07-22";"0"
"EVT-00935";"2026-07-23";"0"
"EVT-00936";"2026-07-24";"0"
"EVT-00937";"2026-07-25";"1"
"EVT-00938";"2026-07-26";"0"
"EVT-00939";"2026-07-27";"2"
"EVT-00940";"2026-07-28";"0"
"EVT-00941";"2026-07-29";"0"
"EVT-00942";"2026-07-30";"0"
"EVT-00943";"2026-07-31";"1"
"EVT-00944";"2026-08-01";"2"
"EVT-00945";"2026-08-02";"0"
"EVT-00946";"2026-08-03";"0"
"EVT-00947";"2026-08-04";"0"
"EVT-00948";"2026-08-05";"0"
"EVT-00949";"2026-08-06";"1"
"EVT-00950";"2026-08-07";"1"
"EVT-00951";"2026-08-08";"1"
"EVT-00952";"2026-08-09";"1"
"EVT-00953";"2026-08-10";"0"
"EVT-00954";"2026-08-11";"0"
"EVT-00955";"2026-08-12";"1"
"EVT-00956";"2026-08-13";"1"
"EVT-00957";"2026-08-14";"0"
"EVT-00958";"2026-08-15";"1"
"EVT-00959";"2026-08-16";"0"
"EVT-00960";"2026-08-17";"0"
"EVT-00961";"2026-08-18";"0"
"EVT-00962";"2026-08-19";"0"
"EVT-00963";"2026-08-20";"0"
"EVT-00964";"2026-08-21";"0"
"EVT-00965";"2026-08-22";"1"
"EVT-00966";"2026-08-23";"0"
"EVT-00967";"2026-08-24";"0"
"EVT-00968";"2026-08-25";"0"
"EVT-00969";"2026-08-26";"0"
"EVT-00970";"2026-08-27";"0"
"EVT-00971";"2026-08-28";"0"
"EVT-00972";"2026-08-29";"0"
"EVT-00973";"2026-08-30";"3"
"EVT-00974";"2026-08-31";"0"
"EVT-00975";"2026-09-01";"0"
"EVT-00976";"2026-09-02";"0"
"EVT-00977";"2026-09-03";"0"
"EVT-00978";"2026-09-04";"0"
"EVT-00979";"2026-09-05";"1"
"EVT-00980";"2026-09-06";"0"
"EVT-00981";"2026-09-07";"1"
"EVT-00982";"2026-09-08";"1"
"EVT-00983";"2026-09-09";"0"
"EVT-00984";"2026-09-10";"0"
"EVT-00985";"2026-09-11";"0"
"EVT-00986";"2026-09-12";"0"
"EVT-00987";"2026-09-13";"1"
