"_id";"menu_1";"menu_1_amount";"menu_2";"menu_2_amount";"menu_3";"menu_3_amount";"menu_4";"menu_4_amount";"menu_5";"menu_5_amount";"menu_6";"menu_6_amount";"menu_7";"menu_7_amount";"menu_8";"menu_8_amount";"menu_9";"menu_9_amount";"menu_10";"menu_10_amount";"menu_11";"menu_11_amount";"menu_12";"menu_12_amount";"menu_13";"menu_13_amount";"menu_14";"menu_14_amount";"menu_15";"menu_15_amount"
"MLI-00670";"Chicken Teriyaki Bowl";"33";"Sashimi Poke Bowl";"23";"Wagyu Beef Bowl";"31";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"23";"Tofu Bowl";"23";"Salmon Aburi Bowl";"7";"Miso soup";"7";"Bone Broth soup";"13";"Coconut water";"15";"Sparkling water";"13";"Yuzu tea";"14";"Specialty Soda";"11";"Hot Chocolate";"9";"Still waterr";"13"
"MLI-00671";"Chicken Teriyaki Bowl";"33";"Sashimi Poke Bowl";"23";"Wagyu Beef Bowl";"31";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"23";"Tofu Bowl";"23";"Salmon Aburi Bowl";"7";"Miso soup";"7";"Bone Broth soup";"13";"Coconut water";"15";"Sparkling water";"13";"Yuzu tea";"14";"Specialty Soda";"11";"Hot Chocolate";"9";"Still waterr";"13"
"MLI-00672";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00673";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00674";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00675";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00676";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00677";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00678";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00679";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00680";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00681";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00682";"Chicken Teriyaki Bowl";"38";"Sashimi Poke Bowl";"25";"Wagyu Beef Bowl";"24";"Miso Falafel Bowl";"16";"Karaage Chicken Bowl";"34";"Tofu Bowl";"14";"Salmon Aburi Bowl";"27";"Miso soup";"31";"Bone Broth soup";"11";"Coconut water";"18";"Sparkling water";"21";"Yuzu tea";"9";"Specialty Soda";"13";"Hot Chocolate";"10";"Still waterr";"19"
"MLI-00683";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00684";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00685";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00686";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00687";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00688";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00689";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00690";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00691";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00692";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00693";"Chicken Teriyaki Bowl";"29";"Sashimi Poke Bowl";"19";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"26";"Karaage Chicken Bowl";"23";"Tofu Bowl";"22";"Salmon Aburi Bowl";"24";"Miso soup";"11";"Bone Broth soup";"13";"Coconut water";"16";"Sparkling water";"13";"Yuzu tea";"11";"Specialty Soda";"20";"Hot Chocolate";"8";"Still waterr";"13"
"MLI-00694";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00695";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00696";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00697";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00698";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00699";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00700";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00701";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00702";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00703";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00704";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"21";"Miso Falafel Bowl";"11";"Karaage Chicken Bowl";"16";"Tofu Bowl";"14";"Salmon Aburi Bowl";"15";"Miso soup";"7";"Bone Broth soup";"5";"Coconut water";"3";"Sparkling water";"12";"Yuzu tea";"13";"Specialty Soda";"9";"Hot Chocolate";"5";"Still waterr";"11"
"MLI-00705";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00706";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00707";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00708";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00709";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00710";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00711";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00712";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00713";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00714";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00715";"Chicken Teriyaki Bowl";"15";"Sashimi Poke Bowl";"14";"Wagyu Beef Bowl";"10";"Miso Falafel Bowl";"7";"Karaage Chicken Bowl";"13";"Tofu Bowl";"12";"Salmon Aburi Bowl";"11";"Miso soup";"9";"Bone Broth soup";"11";"Coconut water";"7";"Sparkling water";"16";"Yuzu tea";"4";"Specialty Soda";"6";"Hot Chocolate";"7";"Still waterr";"8"
"MLI-00716";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00717";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00718";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00719";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00720";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00721";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00722";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00723";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00724";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00725";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00726";"Chicken Teriyaki Bowl";"25";"Sashimi Poke Bowl";"18";"Wagyu Beef Bowl";"28";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"25";"Tofu Bowl";"14";"Salmon Aburi Bowl";"14";"Miso soup";"6";"Bone Broth soup";"5";"Coconut water";"6";"Sparkling water";"16";"Yuzu tea";"12";"Specialty Soda";"10";"Hot Chocolate";"9";"Still waterr";"6"
"MLI-00727";"Chicken Teriyaki Bowl";"19";"Sashimi Poke Bowl";"21";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"21";"Tofu Bowl";"15";"Salmon Aburi Bowl";"23";"Miso soup";"12";"Bone Broth soup";"7";"Coconut water";"12";"Sparkling water";"12";"Yuzu tea";"8";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"6"
"MLI-00728";"Chicken Teriyaki Bowl";"19";"Sashimi Poke Bowl";"21";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"21";"Tofu Bowl";"15";"Salmon Aburi Bowl";"23";"Miso soup";"12";"Bone Broth soup";"7";"Coconut water";"12";"Sparkling water";"12";"Yuzu tea";"8";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"6"
"MLI-00729";"Chicken Teriyaki Bowl";"19";"Sashimi Poke Bowl";"21";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"21";"Tofu Bowl";"15";"Salmon Aburi Bowl";"23";"Miso soup";"12";"Bone Broth soup";"7";"Coconut water";"12";"Sparkling water";"12";"Yuzu tea";"8";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"6"
"MLI-00730";"Chicken Teriyaki Bowl";"19";"Sashimi Poke Bowl";"21";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"21";"Tofu Bowl";"15";"Salmon Aburi Bowl";"23";"Miso soup";"12";"Bone Broth soup";"7";"Coconut water";"12";"Sparkling water";"12";"Yuzu tea";"8";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"6"
"MLI-00731";"Chicken Teriyaki Bowl";"19";"Sashimi Poke Bowl";"21";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"21";"Tofu Bowl";"15";"Salmon Aburi Bowl";"23";"Miso soup";"12";"Bone Broth soup";"7";"Coconut water";"12";"Sparkling water";"12";"Yuzu tea";"8";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"6"
"MLI-00732";"Chicken Teriyaki Bowl";"19";"Sashimi Poke Bowl";"21";"Wagyu Beef Bowl";"22";"Miso Falafel Bowl";"13";"Karaage Chicken Bowl";"21";"Tofu Bowl";"15";"Salmon Aburi Bowl";"23";"Miso soup";"12";"Bone Broth soup";"7";"Coconut water";"12";"Sparkling water";"12";"Yuzu tea";"8";"Specialty Soda";"9";"Hot Chocolate";"8";"Still waterr";"6"
