"_id";"date";"menu_id";"amount_sold"
"SAL-0001343";"2024-03-30";"MI-008";"20"
"SAL-0001344";"2024-03-30";"MI-009";"13"
"SAL-0001345";"2024-03-30";"MI-010";"23"
"SAL-0001346";"2024-03-30";"MI-011";"21"
"SAL-0001347";"2024-03-30";"MI-012";"16"
"SAL-0001348";"2024-03-30";"MI-013";"13"
"SAL-0001349";"2024-03-30";"MI-014";"9"
"SAL-0001350";"2024-03-30";"MI-015";"19"
"SAL-0001351";"2024-03-31";"MI-001";"43"
"SAL-0001352";"2024-03-31";"MI-002";"30"
"SAL-0001353";"2024-03-31";"MI-003";"28"
"SAL-0001354";"2024-03-31";"MI-004";"19"
"SAL-0001355";"2024-03-31";"MI-005";"29"
"SAL-0001356";"2024-03-31";"MI-006";"19"
"SAL-0001357";"2024-03-31";"MI-007";"22"
"SAL-0001358";"2024-03-31";"MI-008";"18"
"SAL-0001359";"2024-03-31";"MI-009";"21"
"SAL-0001360";"2024-03-31";"MI-010";"18"
"SAL-0001361";"2024-03-31";"MI-011";"24"
"SAL-0001362";"2024-03-31";"MI-012";"13"
"SAL-0001363";"2024-03-31";"MI-013";"21"
"SAL-0001364";"2024-03-31";"MI-014";"10"
"SAL-0001365";"2024-03-31";"MI-015";"16"
"SAL-0001366";"2024-04-01";"MI-001";"24"
"SAL-0001367";"2024-04-01";"MI-002";"20"
"SAL-0001368";"2024-04-01";"MI-003";"19"
"SAL-0001369";"2024-04-01";"MI-004";"11"
"SAL-0001370";"2024-04-01";"MI-005";"9"
"SAL-0001371";"2024-04-01";"MI-006";"8"
"SAL-0001372";"2024-04-01";"MI-007";"18"
"SAL-0001373";"2024-04-01";"MI-008";"8"
"SAL-0001374";"2024-04-01";"MI-009";"9"
"SAL-0001375";"2024-04-01";"MI-010";"8"
"SAL-0001376";"2024-04-01";"MI-011";"10"
"SAL-0001377";"2024-04-01";"MI-012";"7"
"SAL-0001378";"2024-04-01";"MI-013";"7"
"SAL-0001379";"2024-04-01";"MI-014";"8"
"SAL-0001380";"2024-04-01";"MI-015";"12"
"SAL-0001381";"2024-04-02";"MI-001";"16"
"SAL-0001382";"2024-04-02";"MI-002";"17"
"SAL-0001383";"2024-04-02";"MI-003";"19"
"SAL-0001384";"2024-04-02";"MI-004";"6"
"SAL-0001385";"2024-04-02";"MI-005";"12"
"SAL-0001386";"2024-04-02";"MI-006";"15"
"SAL-0001387";"2024-04-02";"MI-007";"18"
"SAL-0001388";"2024-04-02";"MI-008";"8"
"SAL-0001389";"2024-04-02";"MI-009";"7"
"SAL-0001390";"2024-04-02";"MI-010";"5"
"SAL-0001391";"2024-04-02";"MI-011";"11"
"SAL-0001392";"2024-04-02";"MI-012";"11"
"SAL-0001393";"2024-04-02";"MI-013";"7"
"SAL-0001394";"2024-04-02";"MI-014";"6"
"SAL-0001395";"2024-04-02";"MI-015";"8"
"SAL-0001396";"2024-04-03";"MI-001";"17"
"SAL-0001397";"2024-04-03";"MI-002";"18"
"SAL-0001398";"2024-04-03";"MI-003";"14"
"SAL-0001399";"2024-04-03";"MI-004";"12"
"SAL-0001400";"2024-04-03";"MI-005";"10"
"SAL-0001401";"2024-04-03";"MI-006";"6"
"SAL-0001402";"2024-04-03";"MI-007";"14"
"SAL-0001403";"2024-04-03";"MI-008";"7"
"SAL-0001404";"2024-04-03";"MI-009";"9"
"SAL-0001405";"2024-04-03";"MI-010";"9"
"SAL-0001406";"2024-04-03";"MI-011";"10"
"SAL-0001407";"2024-04-03";"MI-012";"9"
"SAL-0001408";"2024-04-03";"MI-013";"5"
"SAL-0001409";"2024-04-03";"MI-014";"4"
"SAL-0001410";"2024-04-03";"MI-015";"4"
"SAL-0001411";"2024-04-04";"MI-001";"20"
"SAL-0001412";"2024-04-04";"MI-002";"16"
"SAL-0001413";"2024-04-04";"MI-003";"18"
"SAL-0001414";"2024-04-04";"MI-004";"11"
"SAL-0001415";"2024-04-04";"MI-005";"25"
"SAL-0001416";"2024-04-04";"MI-006";"16"
"SAL-0001417";"2024-04-04";"MI-007";"14"
"SAL-0001418";"2024-04-04";"MI-008";"11"
"SAL-0001419";"2024-04-04";"MI-009";"7"
"SAL-0001420";"2024-04-04";"MI-010";"8"
"SAL-0001421";"2024-04-04";"MI-011";"8"
"SAL-0001422";"2024-04-04";"MI-012";"6"
"SAL-0001423";"2024-04-04";"MI-013";"8"
"SAL-0001424";"2024-04-04";"MI-014";"3"
"SAL-0001425";"2024-04-04";"MI-015";"8"
"SAL-0001426";"2024-04-05";"MI-001";"35"
"SAL-0001427";"2024-04-05";"MI-002";"16"
"SAL-0001428";"2024-04-05";"MI-003";"27"
"SAL-0001429";"2024-04-05";"MI-004";"23"
"SAL-0001430";"2024-04-05";"MI-005";"34"
"SAL-0001431";"2024-04-05";"MI-006";"14"
"SAL-0001432";"2024-04-05";"MI-007";"18"
"SAL-0001433";"2024-04-05";"MI-008";"16"
"SAL-0001434";"2024-04-05";"MI-009";"5"
"SAL-0001435";"2024-04-05";"MI-010";"14"
"SAL-0001436";"2024-04-05";"MI-011";"10"
"SAL-0001437";"2024-04-05";"MI-012";"12"
"SAL-0001438";"2024-04-05";"MI-013";"6"
"SAL-0001439";"2024-04-05";"MI-014";"9"
"SAL-0001440";"2024-04-05";"MI-015";"9"
"SAL-0001441";"2024-04-06";"MI-001";"33"
"SAL-0001442";"2024-04-06";"MI-002";"26"
"SAL-0001443";"2024-04-06";"MI-003";"29"
"SAL-0001444";"2024-04-06";"MI-004";"24"
"SAL-0001445";"2024-04-06";"MI-005";"43"
"SAL-0001446";"2024-04-06";"MI-006";"15"
"SAL-0001447";"2024-04-06";"MI-007";"25"
"SAL-0001448";"2024-04-06";"MI-008";"23"
"SAL-0001449";"2024-04-06";"MI-009";"13"
"SAL-0001450";"2024-04-06";"MI-010";"8"
"SAL-0001451";"2024-04-06";"MI-011";"19"
"SAL-0001452";"2024-04-06";"MI-012";"15"
"SAL-0001453";"2024-04-06";"MI-013";"15"
"SAL-0001454";"2024-04-06";"MI-014";"6"
"SAL-0001455";"2024-04-06";"MI-015";"18"
"SAL-0001456";"2024-04-07";"MI-001";"40"
"SAL-0001457";"2024-04-07";"MI-002";"19"
"SAL-0001458";"2024-04-07";"MI-003";"33"
"SAL-0001459";"2024-04-07";"MI-004";"27"
"SAL-0001460";"2024-04-07";"MI-005";"30"
"SAL-0001461";"2024-04-07";"MI-006";"20"
"SAL-0001462";"2024-04-07";"MI-007";"20"
"SAL-0001463";"2024-04-07";"MI-008";"26"
"SAL-0001464";"2024-04-07";"MI-009";"18"
"SAL-0001465";"2024-04-07";"MI-010";"14"
"SAL-0001466";"2024-04-07";"MI-011";"18"
"SAL-0001467";"2024-04-07";"MI-012";"6"
"SAL-0001468";"2024-04-07";"MI-013";"16"
"SAL-0001469";"2024-04-07";"MI-014";"1"
"SAL-0001470";"2024-04-07";"MI-015";"6"
"SAL-0001471";"2024-04-08";"MI-001";"25"
"SAL-0001472";"2024-04-08";"MI-002";"17"
"SAL-0001473";"2024-04-08";"MI-003";"17"
"SAL-0001474";"2024-04-08";"MI-004";"8"
"SAL-0001475";"2024-04-08";"MI-005";"12"
"SAL-0001476";"2024-04-08";"MI-006";"8"
"SAL-0001477";"2024-04-08";"MI-007";"10"
"SAL-0001478";"2024-04-08";"MI-008";"15"
"SAL-0001479";"2024-04-08";"MI-009";"9"
"SAL-0001480";"2024-04-08";"MI-010";"5"
"SAL-0001481";"2024-04-08";"MI-011";"8"
"SAL-0001482";"2024-04-08";"MI-012";"12"
"SAL-0001483";"2024-04-08";"MI-013";"5"
"SAL-0001484";"2024-04-08";"MI-014";"4"
"SAL-0001485";"2024-04-08";"MI-015";"9"
"SAL-0001486";"2024-04-09";"MI-001";"18"
"SAL-0001487";"2024-04-09";"MI-002";"10"
"SAL-0001488";"2024-04-09";"MI-003";"20"
"SAL-0001489";"2024-04-09";"MI-004";"10"
"SAL-0001490";"2024-04-09";"MI-005";"14"
"SAL-0001491";"2024-04-09";"MI-006";"14"
"SAL-0001492";"2024-04-09";"MI-007";"15"
"SAL-0001493";"2024-04-09";"MI-008";"11"
"SAL-0001494";"2024-04-09";"MI-009";"7"
"SAL-0001495";"2024-04-09";"MI-010";"7"
"SAL-0001496";"2024-04-09";"MI-011";"3"
"SAL-0001497";"2024-04-09";"MI-012";"6"
"SAL-0001498";"2024-04-09";"MI-013";"4"
"SAL-0001499";"2024-04-09";"MI-014";"0"
"SAL-0001500";"2024-04-09";"MI-015";"7"
"SAL-0001501";"2024-04-10";"MI-001";"18"
"SAL-0001502";"2024-04-10";"MI-002";"11"
"SAL-0001503";"2024-04-10";"MI-003";"9"
"SAL-0001504";"2024-04-10";"MI-004";"12"
"SAL-0001505";"2024-04-10";"MI-005";"14"
"SAL-0001506";"2024-04-10";"MI-006";"13"
"SAL-0001507";"2024-04-10";"MI-007";"12"
"SAL-0001508";"2024-04-10";"MI-008";"15"
"SAL-0001509";"2024-04-10";"MI-009";"4"
"SAL-0001510";"2024-04-10";"MI-010";"3"
"SAL-0001511";"2024-04-10";"MI-011";"8"
"SAL-0001512";"2024-04-10";"MI-012";"9"
"SAL-0001513";"2024-04-10";"MI-013";"10"
"SAL-0001514";"2024-04-10";"MI-014";"3"
"SAL-0001515";"2024-04-10";"MI-015";"3"
"SAL-0001516";"2024-04-11";"MI-001";"19"
"SAL-0001517";"2024-04-11";"MI-002";"15"
"SAL-0001518";"2024-04-11";"MI-003";"16"
"SAL-0001519";"2024-04-11";"MI-004";"16"
"SAL-0001520";"2024-04-11";"MI-005";"21"
"SAL-0001521";"2024-04-11";"MI-006";"13"
"SAL-0001522";"2024-04-11";"MI-007";"18"
"SAL-0001523";"2024-04-11";"MI-008";"13"
"SAL-0001524";"2024-04-11";"MI-009";"7"
"SAL-0001525";"2024-04-11";"MI-010";"12"
"SAL-0001526";"2024-04-11";"MI-011";"12"
"SAL-0001527";"2024-04-11";"MI-012";"8"
"SAL-0001528";"2024-04-11";"MI-013";"6"
"SAL-0001529";"2024-04-11";"MI-014";"11"
"SAL-0001530";"2024-04-11";"MI-015";"8"
"SAL-0001531";"2024-04-12";"MI-001";"25"
"SAL-0001532";"2024-04-12";"MI-002";"14"
"SAL-0001533";"2024-04-12";"MI-003";"13"
"SAL-0001534";"2024-04-12";"MI-004";"17"
"SAL-0001535";"2024-04-12";"MI-005";"15"
"SAL-0001536";"2024-04-12";"MI-006";"11"
"SAL-0001537";"2024-04-12";"MI-007";"16"
"SAL-0001538";"2024-04-12";"MI-008";"12"
"SAL-0001539";"2024-04-12";"MI-009";"8"
"SAL-0001540";"2024-04-12";"MI-010";"10"
"SAL-0001541";"2024-04-12";"MI-011";"9"
"SAL-0001542";"2024-04-12";"MI-012";"7"
"SAL-0001543";"2024-04-12";"MI-013";"10"
"SAL-0001544";"2024-04-12";"MI-014";"6"
"SAL-0001545";"2024-04-12";"MI-015";"6"
"SAL-0001546";"2024-04-13";"MI-001";"39"
"SAL-0001547";"2024-04-13";"MI-002";"30"
"SAL-0001548";"2024-04-13";"MI-003";"25"
"SAL-0001549";"2024-04-13";"MI-004";"20"
"SAL-0001550";"2024-04-13";"MI-005";"30"
"SAL-0001551";"2024-04-13";"MI-006";"15"
"SAL-0001552";"2024-04-13";"MI-007";"22"
"SAL-0001553";"2024-04-13";"MI-008";"19"
"SAL-0001554";"2024-04-13";"MI-009";"11"
"SAL-0001555";"2024-04-13";"MI-010";"15"
"SAL-0001556";"2024-04-13";"MI-011";"11"
"SAL-0001557";"2024-04-13";"MI-012";"17"
"SAL-0001558";"2024-04-13";"MI-013";"11"
"SAL-0001559";"2024-04-13";"MI-014";"11"
"SAL-0001560";"2024-04-13";"MI-015";"12"
"SAL-0001561";"2024-04-14";"MI-001";"31"
"SAL-0001562";"2024-04-14";"MI-002";"16"
"SAL-0001563";"2024-04-14";"MI-003";"16"
"SAL-0001564";"2024-04-14";"MI-004";"19"
"SAL-0001565";"2024-04-14";"MI-005";"22"
"SAL-0001566";"2024-04-14";"MI-006";"16"
"SAL-0001567";"2024-04-14";"MI-007";"23"
"SAL-0001568";"2024-04-14";"MI-008";"10"
"SAL-0001569";"2024-04-14";"MI-009";"12"
"SAL-0001570";"2024-04-14";"MI-010";"10"
"SAL-0001571";"2024-04-14";"MI-011";"9"
"SAL-0001572";"2024-04-14";"MI-012";"10"
"SAL-0001573";"2024-04-14";"MI-013";"8"
"SAL-0001574";"2024-04-14";"MI-014";"9"
"SAL-0001575";"2024-04-14";"MI-015";"6"
"SAL-0001576";"2024-04-15";"MI-001";"13"
"SAL-0001577";"2024-04-15";"MI-002";"20"
"SAL-0001578";"2024-04-15";"MI-003";"12"
"SAL-0001579";"2024-04-15";"MI-004";"16"
"SAL-0001580";"2024-04-15";"MI-005";"21"
"SAL-0001581";"2024-04-15";"MI-006";"10"
"SAL-0001582";"2024-04-15";"MI-007";"18"
"SAL-0001583";"2024-04-15";"MI-008";"9"
"SAL-0001584";"2024-04-15";"MI-009";"5"
"SAL-0001585";"2024-04-15";"MI-010";"9"
"SAL-0001586";"2024-04-15";"MI-011";"9"
"SAL-0001587";"2024-04-15";"MI-012";"8"
"SAL-0001588";"2024-04-15";"MI-013";"10"
"SAL-0001589";"2024-04-15";"MI-014";"6"
"SAL-0001590";"2024-04-15";"MI-015";"11"
"SAL-0001591";"2024-04-16";"MI-001";"14"
"SAL-0001592";"2024-04-16";"MI-002";"9"
"SAL-0001593";"2024-04-16";"MI-003";"19"
"SAL-0001594";"2024-04-16";"MI-004";"13"
"SAL-0001595";"2024-04-16";"MI-005";"18"
"SAL-0001596";"2024-04-16";"MI-006";"12"
"SAL-0001597";"2024-04-16";"MI-007";"15"
"SAL-0001598";"2024-04-16";"MI-008";"9"
"SAL-0001599";"2024-04-16";"MI-009";"4"
"SAL-0001600";"2024-04-16";"MI-010";"4"
"SAL-0001601";"2024-04-16";"MI-011";"6"
"SAL-0001602";"2024-04-16";"MI-012";"4"
"SAL-0001603";"2024-04-16";"MI-013";"5"
"SAL-0001604";"2024-04-16";"MI-014";"7"
"SAL-0001605";"2024-04-16";"MI-015";"7"
"SAL-0001606";"2024-04-17";"MI-001";"16"
"SAL-0001607";"2024-04-17";"MI-002";"15"
"SAL-0001608";"2024-04-17";"MI-003";"18"
"SAL-0001609";"2024-04-17";"MI-004";"11"
"SAL-0001610";"2024-04-17";"MI-005";"17"
"SAL-0001611";"2024-04-17";"MI-006";"19"
"SAL-0001612";"2024-04-17";"MI-007";"10"
"SAL-0001613";"2024-04-17";"MI-008";"13"
"SAL-0001614";"2024-04-17";"MI-009";"11"
"SAL-0001615";"2024-04-17";"MI-010";"7"
"SAL-0001616";"2024-04-17";"MI-011";"16"
"SAL-0001617";"2024-04-17";"MI-012";"9"
"SAL-0001618";"2024-04-17";"MI-013";"2"
"SAL-0001619";"2024-04-17";"MI-014";"7"
"SAL-0001620";"2024-04-17";"MI-015";"8"
"SAL-0001621";"2024-04-18";"MI-001";"19"
"SAL-0001622";"2024-04-18";"MI-002";"8"
"SAL-0001623";"2024-04-18";"MI-003";"15"
"SAL-0001624";"2024-04-18";"MI-004";"8"
"SAL-0001625";"2024-04-18";"MI-005";"21"
"SAL-0001626";"2024-04-18";"MI-006";"16"
"SAL-0001627";"2024-04-18";"MI-007";"16"
"SAL-0001628";"2024-04-18";"MI-008";"7"
"SAL-0001629";"2024-04-18";"MI-009";"4"
"SAL-0001630";"2024-04-18";"MI-010";"13"
"SAL-0001631";"2024-04-18";"MI-011";"11"
"SAL-0001632";"2024-04-18";"MI-012";"3"
"SAL-0001633";"2024-04-18";"MI-013";"8"
"SAL-0001634";"2024-04-18";"MI-014";"12"
"SAL-0001635";"2024-04-18";"MI-015";"5"
"SAL-0001636";"2024-04-19";"MI-001";"26"
"SAL-0001637";"2024-04-19";"MI-002";"21"
"SAL-0001638";"2024-04-19";"MI-003";"23"
"SAL-0001639";"2024-04-19";"MI-004";"16"
"SAL-0001640";"2024-04-19";"MI-005";"16"
"SAL-0001641";"2024-04-19";"MI-006";"12"
"SAL-0001642";"2024-04-19";"MI-007";"9"
"SAL-0001643";"2024-04-19";"MI-008";"12"
"SAL-0001644";"2024-04-19";"MI-009";"6"
"SAL-0001645";"2024-04-19";"MI-010";"11"
"SAL-0001646";"2024-04-19";"MI-011";"11"
"SAL-0001647";"2024-04-19";"MI-012";"7"
"SAL-0001648";"2024-04-19";"MI-013";"18"
"SAL-0001649";"2024-04-19";"MI-014";"12"
"SAL-0001650";"2024-04-19";"MI-015";"14"
"SAL-0001651";"2024-04-20";"MI-001";"40"
"SAL-0001652";"2024-04-20";"MI-002";"34"
"SAL-0001653";"2024-04-20";"MI-003";"34"
"SAL-0001654";"2024-04-20";"MI-004";"23"
"SAL-0001655";"2024-04-20";"MI-005";"27"
"SAL-0001656";"2024-04-20";"MI-006";"26"
"SAL-0001657";"2024-04-20";"MI-007";"24"
"SAL-0001658";"2024-04-20";"MI-008";"18"
"SAL-0001659";"2024-04-20";"MI-009";"10"
"SAL-0001660";"2024-04-20";"MI-010";"9"
"SAL-0001661";"2024-04-20";"MI-011";"12"
"SAL-0001662";"2024-04-20";"MI-012";"20"
"SAL-0001663";"2024-04-20";"MI-013";"5"
"SAL-0001664";"2024-04-20";"MI-014";"15"
"SAL-0001665";"2024-04-20";"MI-015";"23"
"SAL-0001666";"2024-04-21";"MI-001";"23"
"SAL-0001667";"2024-04-21";"MI-002";"34"
"SAL-0001668";"2024-04-21";"MI-003";"16"
"SAL-0001669";"2024-04-21";"MI-004";"16"
"SAL-0001670";"2024-04-21";"MI-005";"34"
"SAL-0001671";"2024-04-21";"MI-006";"16"
"SAL-0001672";"2024-04-21";"MI-007";"21"
"SAL-0001673";"2024-04-21";"MI-008";"20"
"SAL-0001674";"2024-04-21";"MI-009";"14"
"SAL-0001675";"2024-04-21";"MI-010";"17"
"SAL-0001676";"2024-04-21";"MI-011";"11"
"SAL-0001677";"2024-04-21";"MI-012";"17"
"SAL-0001678";"2024-04-21";"MI-013";"9"
"SAL-0001679";"2024-04-21";"MI-014";"8"
"SAL-0001680";"2024-04-21";"MI-015";"13"
"SAL-0001681";"2024-04-22";"MI-001";"19"
"SAL-0001682";"2024-04-22";"MI-002";"18"
"SAL-0001683";"2024-04-22";"MI-003";"12"
"SAL-0001684";"2024-04-22";"MI-004";"13"
"SAL-0001685";"2024-04-22";"MI-005";"16"
"SAL-0001686";"2024-04-22";"MI-006";"9"
"SAL-0001687";"2024-04-22";"MI-007";"18"
"SAL-0001688";"2024-04-22";"MI-008";"8"
"SAL-0001689";"2024-04-22";"MI-009";"8"
"SAL-0001690";"2024-04-22";"MI-010";"8"
"SAL-0001691";"2024-04-22";"MI-011";"3"
"SAL-0001692";"2024-04-22";"MI-012";"5"
"SAL-0001693";"2024-04-22";"MI-013";"11"
"SAL-0001694";"2024-04-22";"MI-014";"4"
"SAL-0001695";"2024-04-22";"MI-015";"12"
"SAL-0001696";"2024-04-23";"MI-001";"18"
"SAL-0001697";"2024-04-23";"MI-002";"15"
"SAL-0001698";"2024-04-23";"MI-003";"15"
"SAL-0001699";"2024-04-23";"MI-004";"9"
"SAL-0001700";"2024-04-23";"MI-005";"20"
"SAL-0001701";"2024-04-23";"MI-006";"10"
"SAL-0001702";"2024-04-23";"MI-007";"15"
"SAL-0001703";"2024-04-23";"MI-008";"12"
"SAL-0001704";"2024-04-23";"MI-009";"7"
"SAL-0001705";"2024-04-23";"MI-010";"9"
"SAL-0001706";"2024-04-23";"MI-011";"12"
"SAL-0001707";"2024-04-23";"MI-012";"2"
"SAL-0001708";"2024-04-23";"MI-013";"5"
"SAL-0001709";"2024-04-23";"MI-014";"11"
"SAL-0001710";"2024-04-23";"MI-015";"5"
"SAL-0001711";"2024-04-24";"MI-001";"13"
"SAL-0001712";"2024-04-24";"MI-002";"20"
"SAL-0001713";"2024-04-24";"MI-003";"16"
"SAL-0001714";"2024-04-24";"MI-004";"12"
"SAL-0001715";"2024-04-24";"MI-005";"15"
"SAL-0001716";"2024-04-24";"MI-006";"12"
"SAL-0001717";"2024-04-24";"MI-007";"6"
"SAL-0001718";"2024-04-24";"MI-008";"5"
"SAL-0001719";"2024-04-24";"MI-009";"4"
"SAL-0001720";"2024-04-24";"MI-010";"6"
"SAL-0001721";"2024-04-24";"MI-011";"8"
"SAL-0001722";"2024-04-24";"MI-012";"8"
"SAL-0001723";"2024-04-24";"MI-013";"7"
"SAL-0001724";"2024-04-24";"MI-014";"5"
"SAL-0001725";"2024-04-24";"MI-015";"9"
"SAL-0001726";"2024-04-25";"MI-001";"38"
"SAL-0001727";"2024-04-25";"MI-002";"20"
"SAL-0001728";"2024-04-25";"MI-003";"20"
"SAL-0001729";"2024-04-25";"MI-004";"13"
"SAL-0001730";"2024-04-25";"MI-005";"28"
"SAL-0001731";"2024-04-25";"MI-006";"18"
"SAL-0001732";"2024-04-25";"MI-007";"20"
"SAL-0001733";"2024-04-25";"MI-008";"16"
"SAL-0001734";"2024-04-25";"MI-009";"17"
"SAL-0001735";"2024-04-25";"MI-010";"13"
"SAL-0001736";"2024-04-25";"MI-011";"13"
"SAL-0001737";"2024-04-25";"MI-012";"12"
"SAL-0001738";"2024-04-25";"MI-013";"12"
"SAL-0001739";"2024-04-25";"MI-014";"13"
"SAL-0001740";"2024-04-25";"MI-015";"15"
"SAL-0001741";"2024-04-26";"MI-001";"32"
"SAL-0001742";"2024-04-26";"MI-002";"23"
"SAL-0001743";"2024-04-26";"MI-003";"30"
"SAL-0001744";"2024-04-26";"MI-004";"14"
"SAL-0001745";"2024-04-26";"MI-005";"25"
"SAL-0001746";"2024-04-26";"MI-006";"19"
"SAL-0001747";"2024-04-26";"MI-007";"20"
"SAL-0001748";"2024-04-26";"MI-008";"6"
"SAL-0001749";"2024-04-26";"MI-009";"8"
"SAL-0001750";"2024-04-26";"MI-010";"13"
"SAL-0001751";"2024-04-26";"MI-011";"15"
"SAL-0001752";"2024-04-26";"MI-012";"13"
"SAL-0001753";"2024-04-26";"MI-013";"14"
"SAL-0001754";"2024-04-26";"MI-014";"12"
"SAL-0001755";"2024-04-26";"MI-015";"22"
"SAL-0001756";"2024-04-27";"MI-001";"32"
"SAL-0001757";"2024-04-27";"MI-002";"25"
"SAL-0001758";"2024-04-27";"MI-003";"28"
"SAL-0001759";"2024-04-27";"MI-004";"14"
"SAL-0001760";"2024-04-27";"MI-005";"41"
"SAL-0001761";"2024-04-27";"MI-006";"26"
"SAL-0001762";"2024-04-27";"MI-007";"27"
"SAL-0001763";"2024-04-27";"MI-008";"26"
"SAL-0001764";"2024-04-27";"MI-009";"24"
"SAL-0001765";"2024-04-27";"MI-010";"22"
"SAL-0001766";"2024-04-27";"MI-011";"19"
"SAL-0001767";"2024-04-27";"MI-012";"17"
"SAL-0001768";"2024-04-27";"MI-013";"9"
"SAL-0001769";"2024-04-27";"MI-014";"15"
"SAL-0001770";"2024-04-27";"MI-015";"11"
"SAL-0001771";"2024-04-28";"MI-001";"32"
"SAL-0001772";"2024-04-28";"MI-002";"18"
"SAL-0001773";"2024-04-28";"MI-003";"19"
"SAL-0001774";"2024-04-28";"MI-004";"19"
"SAL-0001775";"2024-04-28";"MI-005";"25"
"SAL-0001776";"2024-04-28";"MI-006";"11"
"SAL-0001777";"2024-04-28";"MI-007";"15"
"SAL-0001778";"2024-04-28";"MI-008";"11"
"SAL-0001779";"2024-04-28";"MI-009";"13"
"SAL-0001780";"2024-04-28";"MI-010";"7"
"SAL-0001781";"2024-04-28";"MI-011";"12"
"SAL-0001782";"2024-04-28";"MI-012";"11"
"SAL-0001783";"2024-04-28";"MI-013";"9"
"SAL-0001784";"2024-04-28";"MI-014";"7"
"SAL-0001785";"2024-04-28";"MI-015";"11"
"SAL-0001786";"2024-04-29";"MI-001";"23"
"SAL-0001787";"2024-04-29";"MI-002";"12"
"SAL-0001788";"2024-04-29";"MI-003";"13"
"SAL-0001789";"2024-04-29";"MI-004";"10"
"SAL-0001790";"2024-04-29";"MI-005";"15"
"SAL-0001791";"2024-04-29";"MI-006";"4"
"SAL-0001792";"2024-04-29";"MI-007";"12"
"SAL-0001793";"2024-04-29";"MI-008";"9"
"SAL-0001794";"2024-04-29";"MI-009";"2"
"SAL-0001795";"2024-04-29";"MI-010";"3"
"SAL-0001796";"2024-04-29";"MI-011";"9"
"SAL-0001797";"2024-04-29";"MI-012";"5"
"SAL-0001798";"2024-04-29";"MI-013";"16"
"SAL-0001799";"2024-04-29";"MI-014";"4"
"SAL-0001800";"2024-04-29";"MI-015";"7"
"SAL-0001801";"2024-04-30";"MI-001";"22"
"SAL-0001802";"2024-04-30";"MI-002";"15"
"SAL-0001803";"2024-04-30";"MI-003";"20"
"SAL-0001804";"2024-04-30";"MI-004";"17"
"SAL-0001805";"2024-04-30";"MI-005";"24"
"SAL-0001806";"2024-04-30";"MI-006";"13"
"SAL-0001807";"2024-04-30";"MI-007";"18"
"SAL-0001808";"2024-04-30";"MI-008";"19"
"SAL-0001809";"2024-04-30";"MI-009";"13"
"SAL-0001810";"2024-04-30";"MI-010";"14"
"SAL-0001811";"2024-04-30";"MI-011";"12"
"SAL-0001812";"2024-04-30";"MI-012";"9"
"SAL-0001813";"2024-04-30";"MI-013";"8"
"SAL-0001814";"2024-04-30";"MI-014";"6"
"SAL-0001815";"2024-04-30";"MI-015";"9"
"SAL-0001816";"2024-05-01";"MI-001";"20"
"SAL-0001817";"2024-05-01";"MI-002";"9"
"SAL-0001818";"2024-05-01";"MI-003";"19"
"SAL-0001819";"2024-05-01";"MI-004";"10"
"SAL-0001820";"2024-05-01";"MI-005";"24"
"SAL-0001821";"2024-05-01";"MI-006";"11"
"SAL-0001822";"2024-05-01";"MI-007";"9"
"SAL-0001823";"2024-05-01";"MI-008";"15"
"SAL-0001824";"2024-05-01";"MI-009";"7"
"SAL-0001825";"2024-05-01";"MI-010";"7"
"SAL-0001826";"2024-05-01";"MI-011";"12"
"SAL-0001827";"2024-05-01";"MI-012";"5"
"SAL-0001828";"2024-05-01";"MI-013";"6"
"SAL-0001829";"2024-05-01";"MI-014";"3"
"SAL-0001830";"2024-05-01";"MI-015";"7"
"SAL-0001831";"2024-05-02";"MI-001";"28"
"SAL-0001832";"2024-05-02";"MI-002";"16"
"SAL-0001833";"2024-05-02";"MI-003";"16"
"SAL-0001834";"2024-05-02";"MI-004";"18"
"SAL-0001835";"2024-05-02";"MI-005";"17"
"SAL-0001836";"2024-05-02";"MI-006";"13"
"SAL-0001837";"2024-05-02";"MI-007";"14"
"SAL-0001838";"2024-05-02";"MI-008";"11"
"SAL-0001839";"2024-05-02";"MI-009";"7"
"SAL-0001840";"2024-05-02";"MI-010";"11"
"SAL-0001841";"2024-05-02";"MI-011";"9"
"SAL-0001842";"2024-05-02";"MI-012";"8"
"SAL-0001843";"2024-05-02";"MI-013";"9"
"SAL-0001844";"2024-05-02";"MI-014";"9"
"SAL-0001845";"2024-05-02";"MI-015";"13"
"SAL-0001846";"2024-05-03";"MI-001";"22"
"SAL-0001847";"2024-05-03";"MI-002";"20"
"SAL-0001848";"2024-05-03";"MI-003";"21"
"SAL-0001849";"2024-05-03";"MI-004";"15"
"SAL-0001850";"2024-05-03";"MI-005";"21"
"SAL-0001851";"2024-05-03";"MI-006";"12"
"SAL-0001852";"2024-05-03";"MI-007";"17"
"SAL-0001853";"2024-05-03";"MI-008";"15"
"SAL-0001854";"2024-05-03";"MI-009";"11"
"SAL-0001855";"2024-05-03";"MI-010";"10"
"SAL-0001856";"2024-05-03";"MI-011";"12"
"SAL-0001857";"2024-05-03";"MI-012";"6"
"SAL-0001858";"2024-05-03";"MI-013";"7"
"SAL-0001859";"2024-05-03";"MI-014";"6"
